"","code","year","location","Age","sex","mass","faavg","bci","site","date","time","day","month","mult","count"
"1309","0006A946AE","2014","St.George","A","M",7.4,36.20333333,0.204401068,NA,NA,NA,NA,NA,NA,NA
"1310","0006A946AE","2016",NA,NA,NA,NA,NA,NA,"SG",2016-09-18,"22:35:48",262,"Sep",NA,1
"1311","0006A946B2","2013","Squeaky","A","F",13.8,40.06666667,0.344425957,NA,NA,NA,NA,NA,NA,NA
"1312","0006A946BA","2013","St.George","A","M",11.4,36.6,0.31147541,NA,NA,NA,NA,NA,NA,NA
"1313","0006A946C3","2016","Shoal.Lake-Korowiz","A","F",8.1,38.53333333,0.210207612,NA,NA,NA,NA,NA,NA,NA
"1314","0006A946C4","2013","St.George","J","F",7.3,37,0.197297297,NA,NA,NA,NA,NA,NA,NA
"1315","0006A946C7","2013","Squeaky","A","F",9.6,37.5,0.256,NA,NA,NA,NA,NA,NA,NA
"1316","0006A946C9","2014","Squeaky","A","F",8.4,37.13333333,0.226211849,NA,NA,NA,NA,NA,NA,NA
"1317","0006A946D2","2013","Squeaky","A","F",12.6,38.76666667,0.325021496,NA,NA,NA,NA,NA,NA,NA
"1318","0006A946D3","2013","Squeaky","A","M",13,39.05,0.33290653,NA,NA,NA,NA,NA,NA,NA
"1319","0006A946D3","2014","Squeaky","A","M",8,39.36666667,0.203217612,NA,NA,NA,NA,NA,NA,NA
"1320","0006A946D5","2013","St.George","A","M",13.7,38.73333333,0.353700516,NA,NA,NA,NA,NA,NA,NA
"1321","0006A946D9","2014","Squeaky","A","F",9.5,39.1,0.242966752,"SQ",2014-08-18,"3:13:10",230,"Aug",NA,1
"1322","0006A946DB","2013","St.George","A","M",11,38.13333333,0.288461538,"SG",2013-09-21,"1:05:04",264,"Sep",NA,1
"1323","0006A946DC","2017","Richard.Lake","A","M",8.4,38.3,0.219321149,NA,NA,NA,NA,NA,NA,NA
"1324","0006A946DE","2013","St.George","A","F",10,39.2,0.255102041,"SG",2013-09-18,"22:29:31",261,"Sep",NA,1
"1325","0006A946ED","2013","St.George","J","F",9.3,37.4,0.248663102,"SG",2013-09-18,"22:00:27",261,"Sep",NA,1
"1326","0006A946F6","2013","St.George","A","M",11.5,36.76666667,0.312783318,"SG",2013-09-23,"1:00:19",266,"Sep",NA,1
"1327","0006A946FB","2013","St.George","J","M",8.2,38.76666667,0.211521926,NA,NA,NA,NA,NA,NA,NA
"1328","0006A94703","2014","St.George","A","F",8.1,38.54666667,0.210134901,NA,NA,NA,NA,NA,NA,NA
"1329","0006A94703","2014","St.George","A","F",8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","0006A94705","2013","St.George","A","M",11.6,37.23333333,0.311548791,NA,NA,NA,NA,NA,NA,NA
"1331","0006A94706","2013","Squeaky","A","M",10,37.9,0.263852243,NA,NA,NA,NA,NA,NA,NA
"1332","0006A94706","2014",NA,NA,NA,NA,NA,NA,"SQ",2014-08-18,"22:51:23",230,"Aug","multiple",3
"1333","0006A94706","2014",NA,NA,NA,NA,NA,NA,"SQ",2014-09-25,"2:38:38",268,"Sep","multiple",2
"1334","0006A94706","2014",NA,NA,NA,NA,NA,NA,"SQ",2014-08-19,"22:36:49",231,"Aug","multiple",1
"1335","0006A94706","2015",NA,NA,NA,NA,NA,NA,"SQ",2015-08-15,"3:13:00",227,"Aug","multiple",4
"1336","0006A94707","2017","St.George","A","F",8.8,39.3,0.223918575,NA,NA,NA,NA,NA,NA,NA
"1337","0006A94718","2014","St.George","A","F",9.4,38.64333333,0.243250237,NA,NA,NA,NA,NA,NA,NA
"1338","0006A94718","2016",NA,NA,NA,NA,NA,NA,"SG",2016-09-18,"23:46:44",262,"Sep",NA,1
"1339","0006A9471B","2013","St.George","A","M",13.7,38.5,0.355844156,NA,NA,NA,NA,NA,NA,NA
"1340","0006A9472B","2014","Squeaky","A","F",8.7,37.56666667,0.231588287,NA,NA,NA,NA,NA,NA,NA
"1341","0006A9472C","2014","St.George","A","M",8.1,36.73333333,0.220508167,NA,NA,NA,NA,NA,NA,NA
"1342","0006A94735","2014","Squeaky","A","F",7.8,38.36666667,0.203301477,NA,NA,NA,NA,NA,NA,NA
"1343","0006A9473E","2014","St.George","A","F",8.6,40.1,0.21446384,NA,NA,NA,NA,NA,NA,NA
"1344","0006A94742","2013","Abyss","A","M",9,40.2,0.223880597,NA,NA,NA,NA,NA,NA,NA
"1345","0006A94744","2014","Squeaky","A","F",7.4,36.7,0.201634877,NA,NA,NA,NA,NA,NA,NA
"1346","0006A9474D","2014","St.George","A","F",8.1,37.61666667,0.215330084,NA,NA,NA,NA,NA,NA,NA
"1347","0006A9474F","2017","Kenora-Sandy.Lake.Sala","A","F",8.1,38.31,0.211433046,NA,NA,NA,NA,NA,NA,NA
"1348","0006A94750","2016","Shoal.Lake-Korowiz","A","F",8.8,36.56666667,0.240656335,NA,NA,NA,NA,NA,NA,NA
"1349","0006A94752","2013","St.George","A","M",10.8,39.93333333,0.270450751,NA,NA,NA,NA,NA,NA,NA
"1350","0006A94752","2014",NA,NA,NA,NA,NA,NA,"SG",2014-09-26,"21:17:59",269,"Sep","multiple",2
"1351","0006A94752","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-29,"21:16:09",272,"Sep","multiple",1
"1352","0006A94757","2017","Abyss","A","F",9.2,37.7,0.24403183,NA,NA,NA,NA,NA,NA,NA
"1353","0006A94758","2014","St.George","A","F",8,39.56666667,0.202190396,NA,NA,NA,NA,NA,NA,NA
"1354","0006A94762","2015","Abyss","J","M",8.1,38.3,NA,NA,NA,NA,NA,NA,NA,NA
"1355","0006A94763","2013","St.George","J","M",8.2,37.6,0.218085106,NA,NA,NA,NA,NA,NA,NA
"1356","0006A94768","2017","Kenora-Sandy.Lake.Sala","A","F",9.5,37.68,0.252123142,NA,NA,NA,NA,NA,NA,NA
"1357","0006A9476E","2016","St.George","A","M",10.5,39.9,0.263157895,NA,NA,NA,NA,NA,NA,NA
"1358","0006A94774","2013","Richard.Lake","A","M",12,37.5,0.32,NA,NA,NA,NA,NA,NA,NA
"1359","0006A9478B","2016","St.George","A","M",8.3,38.03333333,0.218229623,NA,NA,NA,NA,NA,NA,NA
"1360","0006A9478D","2014","Squeaky","A","F",8.8,39.1,0.225063939,NA,NA,NA,NA,NA,NA,NA
"1361","0006A9479A","2013","St.George","A","M",9.4,38.7,0.242894057,NA,NA,NA,NA,NA,NA,NA
"1362","0006A9479C","2015","Cartwright-Mymko","J","F",9.6,39.94666667,NA,NA,NA,NA,NA,NA,NA,NA
"1363","0006A947A1","2015","Cartwright-Mymko","A","F",9.3,39.06333333,NA,NA,NA,NA,NA,NA,NA,NA
"1364","0006A947A6","2014","St.George","A","F",8.7,38.17333333,0.227907789,NA,NA,NA,NA,NA,NA,NA
"1365","0006A947A6","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-13,"22:06:24",256,"Sep",NA,1
"1366","0006A947A8","2013","Abyss","A","M",10.3,38.93333333,0.264554795,"AB",2013-09-25,"20:10:28",268,"Sep",NA,1
"1367","0006A947A8","2014","Abyss","A","M",7.9,39.8,0.198492462,NA,NA,NA,NA,NA,NA,NA
"1368","0006A947AD","2017","Kenora-Sandy.Lake.Sala","A","F",9.3,38.53,0.241370361,NA,NA,NA,NA,NA,NA,NA
"1369","0006A947AE","2013","St.George","J","M",8.8,36.3,0.242424242,"SG",2013-09-19,"21:33:14",262,"Sep",NA,1
"1370","0006A947B5","2017","Richard.Lake","A","M",9.5,37.86666667,0.250880282,NA,NA,NA,NA,NA,NA,NA
"1371","0006A947BA","2013","St.George","J","M",8.8,38.2,0.230366492,NA,NA,NA,NA,NA,NA,NA
"1372","0006A947BB","2017","Richard.Lake","A","M",9,39.4,0.228426396,NA,NA,NA,NA,NA,NA,NA
"1373","0006A947C6","2014","Squeaky","A","M",7.1,37.66666667,0.188495575,"SQ",2014-09-20,"22:19:33",263,"Sep",NA,1
"1374","0006A947C7","2013","Squeaky","A","M",13.2,37.06666667,0.356115108,NA,NA,NA,NA,NA,NA,NA
"1375","0006A947CA","2014","St.George","A","M",8.4,38.2,0.219895288,NA,NA,NA,NA,NA,NA,NA
"1376","0006A947D0","2017","St.George","A","F",8.2,36.06666667,0.227356747,NA,NA,NA,NA,NA,NA,NA
"1377","0006A947D1","2013","St.George","A","M",12,38.3,0.313315927,"SG",2013-09-21,"2:24:27",264,"Sep",NA,1
"1378","0006A947D8","2016","Shoal.Lake-Korowiz","J","F",9,37.7,0.23872679,NA,NA,NA,NA,NA,NA,NA
"1379","0006A947DA","2015","St.George","J","M",8.2,37.56666667,NA,NA,NA,NA,NA,NA,NA,NA
"1380","0006A947E4","2014","Squeaky","A","M",7.6,37.86666667,0.200704225,NA,NA,NA,NA,NA,NA,NA
"1381","0006A947E7","2016","Shoal.Lake-Korowiz","A","F",8.7,39.43333333,0.220625528,NA,NA,NA,NA,NA,NA,NA
"1382","0006A947EA","2015","Porcupine","J","M",6.9,37.25,0.185234899,NA,NA,NA,NA,NA,NA,NA
"1383","0006A947F4","2014","St.George","A","F",8.7,38.26333333,0.227371722,NA,NA,NA,NA,NA,NA,NA
"1384","0006A947F5","2013","Squeaky","A","M",10.3,37.26666667,0.276386404,NA,NA,NA,NA,NA,NA,NA
"1385","0006A947F5","2014",NA,NA,NA,NA,NA,NA,"SQ",2014-08-15,"21:27:32",227,"Aug",NA,1
"1386","0006A947FF","2013","Abyss","A","M",11.9,36.46666667,0.326325411,NA,NA,NA,NA,NA,NA,NA
"1387","0006A947FF","2014",NA,NA,NA,NA,NA,NA,"AB",2014-09-24,"22:10:11",267,"Sep","multiple",2
"1388","0006A947FF","2014",NA,NA,NA,NA,NA,NA,"AB",2014-09-22,"23:27:50",265,"Sep","multiple",1
"1389","0006A947FF","2015",NA,NA,NA,NA,NA,NA,"AB",2015-09-09,"1:06:43",252,"Sep","multiple",3
"1390","0006A9480B","2013","Abyss","A","M",11.6,37.2,0.311827957,NA,NA,NA,NA,NA,NA,NA
"1391","0006A94818","2013","St.George","A","M",12.2,38.8,0.31443299,"SG",2013-09-22,"2:15:04",265,"Sep","multiple",1
"1392","0006A94818","2014",NA,NA,NA,NA,NA,NA,"SG",2014-09-27,"21:30:14",270,"Sep","multiple",2
"1393","0006A94818","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-21,"23:33:37",264,"Sep","multiple",3
"1394","0006A9481B","2013","St.George","A","F",9.4,39.63333333,0.237174096,NA,NA,NA,NA,NA,NA,NA
"1395","0006A94822","2014","Squeaky","A","F",10.7,39.36666667,0.271803556,NA,NA,NA,NA,NA,NA,NA
"1396","0006A94825","2013","St.George","A","M",12.7,39,0.325641026,"SG",2013-09-25,"0:57:08",268,"Sep","multiple",1
"1397","0006A94825","2015",NA,NA,NA,NA,NA,NA,"SG",2015-09-23,"22:15:05",266,"Sep","multiple",2
"1398","0006A94828","2015","Abyss","A","M",7.2,35.33333333,NA,"AB",2015-09-02,"1:49:08",245,"Sep","multiple",3
"1399","0006A94828","2015","Abyss","A","M",7.2,35.33333333,NA,"AB",2015-09-09,"2:00:34",252,"Sep","multiple",2
"1400","0006A94828","2015","Abyss","A","M",7.2,35.33333333,NA,"AB",2015-08-31,"3:43:12",243,"Aug","multiple",5
"1401","0006A94828","2015","Abyss","A","M",7.2,35.33333333,NA,"AB",2015-09-04,"0:16:40",247,"Sep","multiple",1
"1402","0006A94828","2015","Abyss","A","M",7.2,35.33333333,NA,"AB",2015-08-29,"1:08:37",241,"Aug","multiple",4
"1403","0006A94829","2013","St.George","A","F",14.4,39.4,0.365482234,NA,NA,NA,NA,NA,NA,NA
"1404","0006A94829","2013","St.George","A","F",13.7,39.8,0.344221106,NA,NA,NA,NA,NA,NA,NA
"1405","0006A94835","2013","St.George","A","F",13.3,38.7,0.343669251,NA,NA,NA,NA,NA,NA,NA
"1406","0006A94837","2013","St.George","A","F",11.7,37.76666667,0.309796999,NA,NA,NA,NA,NA,NA,NA
"1407","0006A9483E","2014","St.George","A","M",8.5,37.82666667,0.2247092,NA,NA,NA,NA,NA,NA,NA
"1408","0006A94840","2014","St.George","A","F",8.8,39.44333333,0.223104876,NA,NA,NA,NA,NA,NA,NA
"1409","0006A94848","2014","Squeaky","A","M",7.7,38.03333333,0.202453988,"SQ",2014-09-02,"4:50:43",245,"Sep",NA,1
"1410","0006A94856","2013","Abyss","A","M",11.1,36.3,0.305785124,NA,NA,NA,NA,NA,NA,NA
"1411","0006A9485D","2014","Firecamp","A","F",7.5,39.1,0.191815857,NA,NA,NA,NA,NA,NA,NA
"1412","0006A94863","2014","St.George","A","F",8.8,37.55333333,0.234333393,NA,NA,NA,NA,NA,NA,NA
"1413","0006A94863","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-19,"22:27:35",262,"Sep","multiple",1
"1414","0006A94863","2016",NA,NA,NA,NA,NA,NA,"SG",2016-09-18,"22:52:13",262,"Sep","multiple",2
"1415","0006A94865","2017","St.George","A","M",9.4,37.4,0.251336898,NA,NA,NA,NA,NA,NA,NA
"1416","0006A94866","2016","Porcupine","J","M",8.82,38.3,0.230287206,NA,NA,NA,NA,NA,NA,NA
"1417","0006A94886","2013","Squeaky","A","F",13.3,38.7,0.343669251,NA,NA,NA,NA,NA,NA,NA
"1418","0006A94887","2014","Squeaky","A","F",9,39.13333333,0.229982964,NA,NA,NA,NA,NA,NA,NA
"1419","0006A94889","2013","St.George","A","F",14.1,38.4,0.3671875,NA,NA,NA,NA,NA,NA,NA
"1420","0006A94889","2015",NA,NA,NA,NA,NA,NA,"SG",2015-09-25,"21:32:08",268,"Sep",NA,1
"1421","0006A9488B","2014","St.George","A","M",6.8,38.13333333,0.178321678,NA,NA,NA,NA,NA,NA,NA
"1422","0006A9488E","2014","St.George","A","F",9.2,38.03333333,0.241893076,NA,NA,NA,NA,NA,NA,NA
"1423","0006A94891","2013","St.George","A","M",11.9,39.1,0.304347826,NA,NA,NA,NA,NA,NA,NA
"1424","0006A94893","2013","St.George","A","F",10.9,37.9,0.287598945,NA,NA,NA,NA,NA,NA,NA
"1425","0006A94897","2013","St.George","A","M",10.2,37.1,0.274932615,NA,NA,NA,NA,NA,NA,NA
"1426","0006A94898","2015","St.George","J","F",9.2,39.3,NA,NA,NA,NA,NA,NA,NA,NA
"1427","0006A94899","2013","St.George","A","M",10.8,38.46666667,0.280762565,NA,NA,NA,NA,NA,NA,NA
"1428","0006A9489D","2014","St.George","A","F",8.4,37.1,0.226415094,NA,NA,NA,NA,NA,NA,NA
"1429","0006A948A2","2013","St.George","A","M",11.2,37.3,0.300268097,NA,NA,NA,NA,NA,NA,NA
"1430","0006A948A7","2015","Sioux.Narrows","A","F",9.2,38.56,NA,NA,NA,NA,NA,NA,NA,NA
"1431","0006A948AC","2016","Shoal.Lake-Korowiz","J","F",8.3,39.36666667,0.210838273,NA,NA,NA,NA,NA,NA,NA
"1432","0006A948AE","2013","St.George","A","M",8.5,38,0.223684211,NA,NA,NA,NA,NA,NA,NA
"1433","0006A948B4","2013","St.George","A","F",13.3,37.4,0.355614973,NA,NA,NA,NA,NA,NA,NA
"1434","0006A948B4","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-20,"0:48:03",263,"Sep",NA,1
"1435","0006A948BC","2014","St.George","A","F",9.5,37.6,0.252659574,NA,NA,NA,NA,NA,NA,NA
"1436","0006A948BC","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-22,"0:28:41",265,"Sep",NA,1
"1437","0006A948BD","2013","St.George","A","M",8.6,37.4,0.229946524,"SG",2013-09-19,"3:48:39",262,"Sep",NA,1
"1438","0006A948CE","2013","St.George","A","F",13.6,39.8,0.341708543,NA,NA,NA,NA,NA,NA,NA
"1439","0006A948CE","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-13,"23:42:31",256,"Sep",NA,1
"1440","0006A948D8","2013","Abyss","A","M",11.4,38,0.3,NA,NA,NA,NA,NA,NA,NA
"1441","0006A948E1","2014","Squeaky","A","F",9.7,39.43333333,0.245984784,NA,NA,NA,NA,NA,NA,NA
"1442","0006A948E8","2013","St.George","J","F",11.2,37.4,0.299465241,NA,NA,NA,NA,NA,NA,NA
"1443","0006A948E8","2013","St.George","J","F",10.4,37.63333333,0.276350753,NA,NA,NA,NA,NA,NA,NA
"1444","0006A948EA","2013","St.George","A","M",10.7,38.6,0.277202073,NA,NA,NA,NA,NA,NA,NA
"1445","0006A948F5","2015","St.George","J","F",7.9,37.7,NA,NA,NA,NA,NA,NA,NA,NA
"1446","0006A948F7","2017","St.George","J","F",8.2,37.16666667,0.220627803,NA,NA,NA,NA,NA,NA,NA
"1447","0006A948FE","2014","Moosearm.Pit","A","M",8.7,38.8,0.224226804,NA,NA,NA,NA,NA,NA,NA
"1448","0006A94900","2017","Richard.Lake","A","F",9.6,36.93333333,0.259927798,NA,NA,NA,NA,NA,NA,NA
"1449","0006A9490E","2013","St.George","A","M",10.3,37.8,0.272486772,NA,NA,NA,NA,NA,NA,NA
"1450","0006A94914","2013","Squeaky","A","M",10.7,37.35,0.28647925,NA,NA,NA,NA,NA,NA,NA
"1451","0006A94916","2016","St.George","A","F",8.5,37.06666667,0.229316547,NA,NA,NA,NA,NA,NA,NA
"1452","0006A94928","2014","Firecamp","A","F",8.3,37.63333333,0.220549159,"FC",2014-08-28,"0:29:13",240,"Aug",NA,1
"1453","0006A94930","2013","St.George","A","F",10.4,38.9,0.267352185,NA,NA,NA,NA,NA,NA,NA
"1454","0006A94934","2013","Abyss","A","M",11.7,38,0.307894737,"AB",2013-09-25,"4:27:29",268,"Sep",NA,1
"1455","0006A949C4","2016","Shoal.Lake-Korowiz","A","F",8.1,38.2,0.212041885,NA,NA,NA,NA,NA,NA,NA
"1456","0006A95668","2013","St.George","A","M",11.6,37,0.313513514,NA,NA,NA,NA,NA,NA,NA
"1457","0006A9D622","2013","St.George","A","M",9.9,37.76666667,0.262135922,NA,NA,NA,NA,NA,NA,NA
"1458","0006A9D622","2013","St.George","A","M",12.1,38,0.318421053,NA,NA,NA,NA,NA,NA,NA
"1459","0006A9D742","2015","St.George","J","F",9.5,38.06666667,NA,NA,NA,NA,NA,NA,NA,NA
"1460","0006A9D93D","2013","St.George","J","F",9.4,39.06666667,0.240614334,NA,NA,NA,NA,NA,NA,NA
"1461","0006A9D99F","2017","Abyss","A","M",8.6,37.56666667,0.228926353,NA,NA,NA,NA,NA,NA,NA
"1462","0006A9DC13","2013","Squeaky","A","M",12.6,39,0.323076923,NA,NA,NA,NA,NA,NA,NA
"1463","0006A9DC7F","2014","Okaw","A","F",8.6,39.06666667,0.220136519,NA,NA,NA,NA,NA,NA,NA
"1464","0006A9DF73","2014","Squeaky","A","M",7.8,38.13333333,0.204545455,"SQ",2014-09-23,"0:57:08",266,"Sep",NA,1
"1465","0006A9E1CE","2013","St.George","A","F",11.3,38.6,0.292746114,NA,NA,NA,NA,NA,NA,NA
"1466","0006A9E34F","2013","St.George","A","M",11.8,38.13333333,0.309440559,"SG",2013-09-22,"3:43:22",265,"Sep",NA,1
"1467","0006A9E3D2","2013","St.George","A","M",10.8,39.46666667,0.273648649,NA,NA,NA,NA,NA,NA,NA
"1468","0006A9E4D8","2013","Squeaky","A","F",11,38.93333333,0.282534247,NA,NA,NA,NA,NA,NA,NA
"1469","0006A9E55C","2013","St.George","A","M",12.2,38.23333333,0.319093287,NA,NA,NA,NA,NA,NA,NA
"1470","0006A9E55C","2013","St.George","A","M",11.5,38.6,0.297927461,NA,NA,NA,NA,NA,NA,NA
"1471","0006A9E5E2","2013","Richard.Lake","A","F",11.2,37.2,0.301075269,NA,NA,NA,NA,NA,NA,NA
"1472","0006A9E668","2014","St.George","A","M",7.5,37.33333333,0.200892857,NA,NA,NA,NA,NA,NA,NA
"1473","0006A9E668","2015",NA,NA,NA,NA,NA,NA,"DA",2015-09-20,"22:44:24",263,"Sep","multiple",1
"1474","0006A9E668","2016",NA,NA,NA,NA,NA,NA,"SG",2016-09-16,"22:13:02",260,"Sep","multiple",2
"1475","0006A9E775","2014","Okaw","A","F",9.6,35.6,0.269662921,NA,NA,NA,NA,NA,NA,NA
"1476","0006A9E886","2013","St.George","A","F",11.8,38,0.310526316,NA,NA,NA,NA,NA,NA,NA
"1477","0006A9EE51","2014","St.George","A","M",7.8,37.35,0.208835341,NA,NA,NA,NA,NA,NA,NA
"1478","0006A9FC52","2013","St.George","A","M",9.8,34.83333333,0.281339713,NA,NA,NA,NA,NA,NA,NA
"1479","0006AA0088","2016","George.Lake.-Ian.Noble","A","F",9.3,37.6,0.247340426,NA,NA,NA,NA,NA,NA,NA
"1480","0006AA0769","2013","Moosearm.Pit","A","M",10.5,38.08333333,0.27571116,NA,NA,NA,NA,NA,NA,NA
"1481","0006AA0A7E","2013","St.George","A","F",14.1,38.73333333,0.364027539,"SG",2013-09-24,"21:12:22",267,"Sep",NA,1
"1482","0006AA0AE9","2013","St.George","A","F",10.4,37.46666667,0.277580071,NA,NA,NA,NA,NA,NA,NA
"1483","0006AA127F","2014","St.George","A","F",13.6,37.66666667,0.361061947,"SG",2014-09-08,"1:34:11",251,"Sep",NA,1
"1484","0006AB2119","2013","Richard.Lake","A","M",7.7,37,0.208108108,NA,NA,NA,NA,NA,NA,NA
"1485","0006ADDFCA","2014","Okaw","A","F",9.9,40.2,0.246268657,NA,NA,NA,NA,NA,NA,NA
"1486","0006AE217B","2017","St.George","A","F",9,37.26666667,0.241502683,"SG",2017-08-28,"0:46:26",240,"Aug",NA,1
"1487","0006AE22F3","2013","Abyss","A","F",13.5,39.96666667,0.337781485,NA,NA,NA,NA,NA,NA,NA
"1488","0006AE278D","2014","St.George","J","F",7.6,38.3,0.19843342,NA,NA,NA,NA,NA,NA,NA
"1489","0006AE33AF","2015","Vermillion.Bay-Northstar.Lodge","A","F",12.5,38.96333333,NA,NA,NA,NA,NA,NA,NA,NA
"1490","0006AE3F69","2016","Abyss","A","F",9,37.93333333,0.237258348,NA,NA,NA,NA,NA,NA,NA
"1491","0006AEA6AA","2014","Firecamp","A","F",9.2,39.53333333,0.232715008,NA,NA,NA,NA,NA,NA,NA
"1492","0006B253CB","2011","Firecamp","J","M",9.73,36.105,0.26949176,NA,NA,NA,NA,NA,NA,NA
"1493","0006B3096C","2011","St.George","J","F",8.7,38.1,0.228346457,NA,NA,NA,NA,NA,NA,NA
"1494","0006B3488A","2011","St.George","J","M",7.51,37.035,0.202781153,NA,NA,NA,NA,NA,NA,NA
"1495","0006B348A5","2011","St.George","A","M",11.05,36.905,0.299417423,"SG",2011-09-18,"1:47:41",261,"Sep","multiple",2
"1496","0006B348A5","2011","St.George","A","M",11.05,36.905,0.299417423,"SG",2011-08-18,"2:35:27",230,"Aug","multiple",1
"1497","0006B349ED","2011","Firecamp","J","M",8.98,40.575,0.221318546,NA,NA,NA,NA,NA,NA,NA
"1498","0006B349F4","2011","St.George","A","M",8.58,39.365,0.217960117,NA,NA,NA,NA,NA,NA,NA
"1499","0006B34A62","2011","St.George","J","M",7.89,39.88,0.197843531,"SG",2011-09-16,"0:01:21",259,"Sep","multiple",2
"1500","0006B34A62","2013",NA,NA,NA,NA,NA,NA,"SG",2013-09-20,"2:55:51",263,"Sep","multiple",1
"1501","0006B34A62","2014",NA,NA,NA,NA,NA,NA,"SG",2014-09-27,"21:22:39",270,"Sep","multiple",4
"1502","0006B34A62","2016",NA,NA,NA,NA,NA,NA,"SG",2016-09-19,"2:39:28",263,"Sep","multiple",3
"1503","0006B34A8E","2011","Heidi.Cook's.House","J","M",7.81,37.195,0.209974459,NA,NA,NA,NA,NA,NA,NA
"1504","0006B34AE2","2011","Abyss","J","M",7.2,36.685,0.196265504,NA,NA,NA,NA,NA,NA,NA
"1505","0006B34B13","2011","St.George","A","M",7.35,36.57,0.200984413,NA,NA,NA,NA,NA,NA,NA
"1506","0006B34B1F","2011","St.George","J","M",7.77,38.71,0.200723327,NA,NA,NA,NA,NA,NA,NA
"1507","0006B34B1F","2012",NA,NA,NA,NA,NA,NA,"SG",2012-09-26,"1:19:54",270,"Sep",NA,1
"1508","0006B34B60","2011","Heidi.Cook's.House","A","F",10.13,39.61,0.255743499,NA,NA,NA,NA,NA,NA,NA
"1509","0006B34B8A","2011","Heidi.Cook's.House","A","M",9.07,37.255,0.243457254,NA,NA,NA,NA,NA,NA,NA
"1510","0006B34BBD","2011","Abyss","J","M",9.15,37.49,0.244065084,NA,NA,NA,NA,NA,NA,NA
"1511","0006B34C02","2012","St.George","A","M",8.31,36.18,0.229684909,NA,NA,NA,NA,NA,NA,NA
"1512","0006B34C05","2011","Firecamp","J","M",8.24,35.92,0.229398664,NA,NA,NA,NA,NA,NA,NA
"1513","0006B34C6A","2011","Abyss","J","F",8.32,38.135,0.218172283,NA,NA,NA,NA,NA,NA,NA
"1514","0006B34CC5","2011","Firecamp","J","M",9.1,38.31,0.237535891,NA,NA,NA,NA,NA,NA,NA
"1515","0006B34D14","2011","Heidi.Cook's.House","A","M",9.73,37.93,0.256525178,NA,NA,NA,NA,NA,NA,NA
"1516","0006B34D9E","2011","Abyss","J","M",7.26,36.72,0.197712418,NA,NA,NA,NA,NA,NA,NA
"1517","0006B34DC1","2011","Firecamp","J","F",8.01,38.04,0.210567823,NA,NA,NA,NA,NA,NA,NA
"1518","0006B34E58","2012","Nutimik.Lake-Mitch.Diane's","A","F",9.68,39.80666667,0.243175348,NA,NA,NA,NA,NA,NA,NA
"1519","0006B34E87","2011","Heidi.Cook's.House","A","F",9.67,38.555,0.25081053,NA,NA,NA,NA,NA,NA,NA
"1520","0006B34ECB","2011","Abyss","J","M",7.56,39.03666667,0.193664077,NA,NA,NA,NA,NA,NA,NA
"1521","0006B34F33","2011","St.George","J","M",8.45,38.575,0.219053791,NA,NA,NA,NA,NA,NA,NA
"1522","0006B34F67","2011","Abyss","A","F",10.63,38.125,0.278819672,NA,NA,NA,NA,NA,NA,NA
"1523","0006B34F98","2011","Firecamp","J","M",7.93,39.365,0.201447987,NA,NA,NA,NA,NA,NA,NA
"1524","0006B34FDB","2011","Abyss","A","M",8.1,38.03,0.212989745,NA,NA,NA,NA,NA,NA,NA
"1525","0006B34FDB","2013","Abyss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","0006B34FDB","2013","Abyss","A","M",10.9,37.83333333,0.288105727,NA,NA,NA,NA,NA,NA,NA
"1527","0006B34FDB","2014",NA,NA,NA,NA,NA,NA,"AB",2014-09-28,"2:49:28",271,"Sep","multiple",2
"1528","0006B34FDB","2015",NA,NA,NA,NA,NA,NA,"AB",2015-09-24,"2:57:37",267,"Sep","multiple",1
"1529","0006B35032","2011","Firecamp","J","F",9.9,38.18,0.259298062,NA,NA,NA,NA,NA,NA,NA
"1530","0006B3507F","2011","Firecamp","J","M",8.59,37.695,0.227881682,NA,NA,NA,NA,NA,NA,NA
"1531","0006B350CA","2011","Firecamp","A","M",7.74,38.83,0.199330415,NA,NA,NA,NA,NA,NA,NA
"1532","0006B350E0","2011","Firecamp","J","M",7.32,38.36666667,0.190790617,NA,NA,NA,NA,NA,NA,NA
"1533","0006B350EA","2011","Firecamp","J","M",9.52,38.65666667,0.246270587,NA,NA,NA,NA,NA,NA,NA
"1534","0006B35121","2011","Abyss","J","F",9.61,39.60333333,0.242656342,NA,NA,NA,NA,NA,NA,NA
"1535","0006B35161","2011","Firecamp","J","F",9.65,39.41666667,0.244820296,NA,NA,NA,NA,NA,NA,NA
"1536","0006B3517C","2011","Abyss","A","M",8.66,38.15,0.226998689,NA,NA,NA,NA,NA,NA,NA
"1537","0006B3521A","2011","Abyss","J","M",7.91,37.48333333,0.211027123,"AB",2011-08-16,"3:16:58",228,"Aug","multiple",2
