,code,year,location,Age,sex,mass,faavg,bci,site,date,time,day,month,mult,count
3032,0006C8A949,2014,Okaw,A,F,9.1,40.3,0.225806452,NA,NA,NA,NA,NA,NA,NA
3033,0006C8A963,2016,Shoal.Lake-Korowiz,J,M,7.3,38.2,0.191099476,NA,NA,NA,NA,NA,NA,NA
3034,0006C8A9EF,2017,Richard.Lake,J,F,9.9,37.53333333,0.263765542,NA,NA,NA,NA,NA,NA,NA
3035,0006C8AA5B,2016,Shoal.Lake-Korowiz,A,F,8.1,38.6,0.20984456,NA,NA,NA,NA,NA,NA,NA
3036,0006C8ACCD,2013,St.George,A,M,13.6,36.73333333,0.370235935,NA,NA,NA,NA,NA,NA,NA
3037,0006C8ADCD,2015,Pinawa-Reinfeld,A,F,9,38.81333333,NA,NA,NA,NA,NA,NA,NA,NA
3038,0006C8AFA8,2013,St.George,A,M,11.4,38.26666667,0.297909408,NA,NA,NA,NA,NA,NA,NA
3039,0006C8AFA8,2015,NA,NA,NA,NA,NA,NA,SG,26/05/2015,23:57:13,146,May,NA,1
3040,0006C8B00,2013,St.George,A,M,10.7,38.1,0.280839895,NA,NA,NA,NA,NA,NA,NA
3041,0006C8B009,2013,St.George,A,M,11.4,38,0.3,NA,NA,NA,NA,NA,NA,NA
3042,0006C8B036,2013,Squeaky,A,F,8.8,37.16666667,0.2367713,NA,NA,NA,NA,NA,NA,NA
3043,0006C8B1B6,2014,St.George,A,F,8.6,37.51666667,0.229231453,NA,NA,NA,NA,NA,NA,NA
3044,0006C8B1B6,2015,NA,NA,NA,NA,NA,NA,SG,20/05/2015,0:32:31,140,May,multiple,2
3045,0006C8B1B6,2016,NA,NA,NA,NA,NA,NA,SG,06/04/2016,23:03:00,97,Apr,multiple,1
3046,0006C8B202,2014,Squeaky,A,M,9.3,40.03333333,0.232306411,NA,NA,NA,NA,NA,NA,NA
3047,0006C96880,2011,Richard.Lake,A,M,11.27,36.745,0.306708396,NA,NA,NA,NA,NA,NA,NA
3048,0006C96886,2011,Richard.Lake,A,F,13.71,40.70333,0.336827478,NA,NA,NA,NA,NA,NA,NA
3049,0006C96887,2011,Abyss,A,F,10.14,38.26,0.265028751,NA,NA,NA,NA,NA,NA,NA
3050,0006C96889,2012,St.George,A,M,9.39,39.06666667,0.240358362,NA,NA,NA,NA,NA,NA,NA
3051,0006C968A4,2011,St.George,A,F,10.7,41.626,0.257050882,NA,NA,NA,NA,NA,NA,NA
3052,0006C968A6,2013,St.George,A,M,7.2,35.55,0.202531646,NA,NA,NA,NA,NA,NA,NA
3053,0006C968A7,2012,St.George,A,M,9.11,37.13,0.245354161,NA,NA,NA,NA,NA,NA,NA
3054,0006C968A7,2014,NA,NA,NA,NA,NA,NA,SG,03/05/2014,1:52:40,123,May,multiple,3
3055,0006C968A7,2014,NA,NA,NA,NA,NA,NA,SG,01/06/2014,1:30:49,152,Jun,multiple,2
3056,0006C968A7,2017,NA,NA,NA,NA,NA,NA,SG,31/05/2017,4:52:00,151,May,multiple,1
3057,0006C968A9,2011,Iguana,A,M,11.19,37.77,0.296266878,NA,NA,NA,NA,NA,NA,NA
3058,0006C968B4,2014,Squeaky,A,F,8.7,37.8,0.23015873,NA,NA,NA,NA,NA,NA,NA
3059,0006C968B6,2016,Porcupine,A,M,9.15,37.36666667,0.244870651,NA,NA,NA,NA,NA,NA,NA
3060,0006C968B7,2012,Shoal.Lake-Korowiz,A,F,9.43,40.42666667,0.233261873,NA,NA,NA,NA,NA,NA,NA
3061,0006C968D4,2013,Firecamp,A,M,9.7,38.31666667,0.253153545,NA,NA,NA,NA,NA,NA,NA
3062,0006C968D7,2013,St.George,A,M,6.4,37,0.172972973,NA,NA,NA,NA,NA,NA,NA
3063,0006C968D7,2014,NA,NA,NA,NA,NA,NA,SG,15/05/2014,1:10:56,135,May,NA,1
3064,0006C968DC,2013,St.George,A,M,6.7,39.33333333,0.170338983,NA,NA,NA,NA,NA,NA,NA
3065,0006C968E2,2011,Firecamp,J,F,9.44,38.175,0.247282253,NA,NA,NA,NA,NA,NA,NA
3066,0006C968E6,2015,Ashern-Hudson.Reykdal,A,F,9.2,39.99333333,NA,NA,NA,NA,NA,NA,NA,NA
3067,0006C968E7,2013,St.George,A,M,7.3,38.13333333,0.191433566,NA,NA,NA,NA,NA,NA,NA
3068,0006C96905,2011,St.George,A,F,13.12,38.735,0.338711759,NA,NA,NA,NA,NA,NA,NA
3069,0006C96905,2012,NA,NA,NA,NA,NA,NA,SG,29/04/2012,22:11:03,120,Apr,multiple,1
3070,0006C96905,2015,NA,NA,NA,NA,NA,NA,SG,13/05/2015,4:16:30,133,May,multiple,2
3071,0006C96908,2014,Squeaky,A,M,8,39.2,0.204081633,NA,NA,NA,NA,NA,NA,NA
3072,0006C9690A,2012,St.George,A,M,8.83,36.80666667,0.239902192,NA,NA,NA,NA,NA,NA,NA
3073,0006C9690B,2015,Ashern-Hudson.Reykdal,J,M,6.9,37.66666667,NA,NA,NA,NA,NA,NA,NA,NA
3074,0006C96915,2009,Microwave,J,M,9.2,38.46,0.239209568,NA,NA,NA,NA,NA,NA,NA
3075,0006C96917,2009,Microwave,J,F,9.72,37.3,0.260589812,NA,NA,NA,NA,NA,NA,NA
3076,0006C96918,2012,Shoal.Lake-Korowiz,A,M,10.77,37.84333333,0.28459438,NA,NA,NA,NA,NA,NA,NA
3077,0006C96919,2014,Squeaky,A,F,9.9,39.86666667,0.248327759,NA,NA,NA,NA,NA,NA,NA
3078,0006C96919,2015,NA,NA,NA,NA,NA,NA,SQ,19/05/2015,23:55:54,139,May,NA,1
3079,0006C9693C,2012,St.George,A,M,8.2,36.28,0.226019846,NA,NA,NA,NA,NA,NA,NA
3080,0006C9693E,2009,Altamont-Community.Centre,A,F,9.9,37.49,0.264070419,NA,NA,NA,NA,NA,NA,NA
3081,0006C9694F,2012,Shoal.Lake-Korowiz,A,F,11.2,37.59666667,0.29789875,NA,NA,NA,NA,NA,NA,NA
3082,0006C9697F,2011,Shoal.Lake-Korowiz,A,F,10.41,38.09,0.273300079,NA,NA,NA,NA,NA,NA,NA
3083,0006C96981,2012,St.George,A,M,9.38,39.43666667,0.237849717,NA,NA,NA,NA,NA,NA,NA
3084,0006C96984,2012,St.George,A,M,8.3,37.57333333,0.220901348,NA,NA,NA,NA,NA,NA,NA
3085,0006C96988,2014,Squeaky,A,M,7.9,38.3,0.206266319,NA,NA,NA,NA,NA,NA,NA
3086,0006C969B8,2011,Balsam.Road-Black's.Point,A,F,9.39,38.92666667,0.241222812,NA,NA,NA,NA,NA,NA,NA
3087,0006C969BF,2012,St.George,J,M,7.98,38.93,0.204983303,NA,NA,NA,NA,NA,NA,NA
3088,0006C969C8,2011,Abyss,A,M,9.51,38.485,0.247109263,NA,NA,NA,NA,NA,NA,NA
3089,0006C969CB,2012,St.George,A,F,9.23,38.04,0.242639327,NA,NA,NA,NA,NA,NA,NA
3090,0006C969FC,2011,Shoal.Lake-Korowiz,A,F,12.73,39.75,0.320251572,NA,NA,NA,NA,NA,NA,NA
3091,0006C969FF,2012,Shoal.Lake-Korowiz,A,F,11.99,41.36333333,0.289870255,NA,NA,NA,NA,NA,NA,NA
3092,0006C96A02,2012,St.George,A,M,8.62,38.84666667,0.221898061,NA,NA,NA,NA,NA,NA,NA
3093,0006C96A03,2011,Shoal.Lake-Korowiz,A,F,9.46,40.66,0.232661092,NA,NA,NA,NA,NA,NA,NA
3094,0006C96A05,2012,St.George,A,F,7.97,36.45,0.218655693,NA,NA,NA,NA,NA,NA,NA
3095,0006C96A0A,2011,St.George,J,M,8.5,38.3,0.221932115,NA,NA,NA,NA,NA,NA,NA
3096,0006C96A41,2011,Richard.Lake,J,F,8.59,38.99,0.220312901,NA,NA,NA,NA,NA,NA,NA
3097,0006C96A47,2011,Richard.Lake,J,M,8.67,38.2,0.226963351,NA,NA,NA,NA,NA,NA,NA
3098,0006C96A4B,2011,Shoal.Lake-Korowiz,A,F,9.1,39.7,0.229219144,NA,NA,NA,NA,NA,NA,NA
3099,0006C96A4D,2013,St.George,A,M,7.1,38,0.186842105,NA,NA,NA,NA,NA,NA,NA
3100,0006C96A52,2012,St.George,A,M,8.1,38.43333333,0.210754553,NA,NA,NA,NA,NA,NA,NA
3101,0006C96A52,2013,St.George,A,M,12,38.1,0.31496063,NA,NA,NA,NA,NA,NA,NA
3102,0006C96A52,2017,NA,NA,NA,NA,NA,NA,SG,23/05/2017,6:05:25,143,May,NA,1
3103,0006C96A53,2011,Abyss,A,M,8.97,38.245,0.234540463,NA,NA,NA,NA,NA,NA,NA
3104,0006C96A54,2012,St.George,A,M,8.84,37.02333333,0.238768344,NA,NA,NA,NA,NA,NA,NA
3105,0006C96A8A,2012,St.George,J,M,7.85,37.90666667,0.207087584,NA,NA,NA,NA,NA,NA,NA
3106,0006C96A8D,2013,St.George,A,M,6.7,36.4,0.184065934,NA,NA,NA,NA,NA,NA,NA
3107,0006C96A8F,2009,Altamont-Community.Centre,J,M,7.1,37.7,0.188328912,NA,NA,NA,NA,NA,NA,NA
3108,0006C96A8F,2009,Altamont-Curling.Rink,J,M,7.1,37.7,0.188328912,NA,NA,NA,NA,NA,NA,NA
3109,0006C96A98,2012,St.George,A,F,8.34,34.09,0.244646524,NA,NA,NA,NA,NA,NA,NA
3110,0006C96A9B,2009,Microwave,J,F,9.12,38.76,0.235294118,NA,NA,NA,NA,NA,NA,NA
3111,0006C96AD3,2012,St.George,J,F,8.08,38.97333333,0.207321245,NA,NA,NA,NA,NA,NA,NA
3112,0006C96AD5,2011,Firecamp,J,M,8.47,38.48,0.220114345,NA,NA,NA,NA,NA,NA,NA
3113,0006C96ADB,2012,Shoal.Lake-Korowiz,A,F,8.95,39.28666667,0.227812659,NA,NA,NA,NA,NA,NA,NA
3114,0006C96ADC,2013,St.George,A,M,8.5,37.3,0.227882038,NA,NA,NA,NA,NA,NA,NA
3115,0006C96ADC,2014,St.George,A,M,9.3,37.56666667,0.247559894,SG,04/06/2014,0:37:54,155,Jun,multiple,2
3116,0006C96ADC,2015,NA,NA,NA,NA,NA,NA,SG,03/06/2015,0:12:26,154,Jun,multiple,1
3117,0006C96ADF,2013,St.George,A,M,8.1,38.93333333,0.208047945,NA,NA,NA,NA,NA,NA,NA
3118,0006C96AE,2012,Firecamp,J,F,8.13,40.74666667,0.199525524,NA,NA,NA,NA,NA,NA,NA
3119,0006C96AE0,2012,St.George,A,F,9.08,39.22666667,0.231475187,NA,NA,NA,NA,NA,NA,NA
3120,0006C96AE5,2011,Richard.Lake,A,M,10.38,36.735,0.282564312,NA,NA,NA,NA,NA,NA,NA
3121,0006C96AO6,2012,St.George,A,F,8.67,36.12666667,0.239988928,NA,NA,NA,NA,NA,NA,NA
3122,0006C96B18,2013,St.George,A,M,7,37.3,0.18766756,NA,NA,NA,NA,NA,NA,NA
3123,0006C96B19,2011,Abyss,J,F,8.5,38.655,0.219893934,NA,NA,NA,NA,NA,NA,NA
3124,0006C96B1A,2011,Richard.Lake,J,F,8.85,37.85,0.233817701,NA,NA,NA,NA,NA,NA,NA
3125,0006C96B23,2009,Altamont-Community.Centre,J,M,7,38.8,0.180412371,NA,NA,NA,NA,NA,NA,NA
3126,0006C96B24,2012,Firecamp,J,F,7.89,37.29,0.211584875,NA,NA,NA,NA,NA,NA,NA
3127,0006C96B29,2012,St.George,J,M,8.23,38.52,0.213655244,NA,NA,NA,NA,NA,NA,NA
3128,0006C96B29,2013,St.George,A,M,7.6,38.23333333,0.198779425,SG,28/05/2013,3:12:27,148,May,NA,1
3129,0006C96B29,2013,St.George,A,M,7.4,37.1,0.199460916,SG,28/05/2013,3:12:27,148,May,NA,1
3130,0006C96B2A,2011,Richard.Lake,A,M,11.55,39.02,0.29600205,NA,NA,NA,NA,NA,NA,NA
3131,0006C96B2A,2014,NA,NA,NA,NA,NA,NA,RL,01/05/2014,10:46:15,121,May,NA,1
3132,0006C96B60,2011,St.George,A,M,10.93,37.8,0.289153439,NA,NA,NA,NA,NA,NA,NA
3133,0006C96B60,2012,NA,NA,NA,NA,NA,NA,SG,13/05/2012,0:10:42,134,May,multiple,3
3134,0006C96B60,2012,NA,NA,NA,NA,NA,NA,SG,23/04/2012,0:10:18,114,Apr,multiple,2
3135,0006C96B60,2014,NA,NA,NA,NA,NA,NA,SG,30/05/2014,22:35:26,150,May,multiple,1
3136,0006C96B60,2015,NA,NA,NA,NA,NA,NA,SG,26/05/2015,4:34:35,146,May,multiple,4
3137,0006C96B69,2011,Richard.Lake,J,M,7.99,38.845,0.205689278,NA,NA,NA,NA,NA,NA,NA
3138,0006C96B6A,2011,Abyss,A,M,6.61,37.835,0.17470596,NA,NA,NA,NA,NA,NA,NA
3139,0006C96B72,2014,Squeaky,A,F,9.6,39.06666667,0.245733788,NA,NA,NA,NA,NA,NA,NA
3140,0006C96B72,2015,NA,NA,NA,NA,NA,NA,SQ,06/05/2015,23:50:23,126,May,NA,1
3141,0006C96B75,2012,St.George,A,M,8.73,37.04333333,0.235669936,NA,NA,NA,NA,NA,NA,NA
3142,0006C96BAA,2009,Microwave,J,M,8.3,37.33,0.22234128,NA,NA,NA,NA,NA,NA,NA
3143,0006C96BAB,2012,St.George,A,M,7.76,38.54333333,0.201331834,NA,NA,NA,NA,NA,NA,NA
3144,0006C96BAB,2014,St.George,A,M,6.9,38.7,0.178294574,NA,NA,NA,NA,NA,NA,NA
3145,0006C96BAB,2016,NA,NA,NA,NA,NA,NA,SG,14/04/2016,0:36:45,105,Apr,NA,1
3146,0006C96BAD,2015,Flanders.Lake-Hughes,A,F,9.5,40.23666667,NA,NA,NA,NA,NA,NA,NA,NA
3147,0006C96BB1,2013,St.George,A,M,7.1,37.2,0.190860215,NA,NA,NA,NA,NA,NA,NA
3148,0006C96BB2,2013,St.George,A,M,8.1,39.4,0.205583756,NA,NA,NA,NA,NA,NA,NA
3149,0006C96BB3,2011,Shoal.Lake-Korowiz,A,F,9.62,39.045,0.246382379,NA,NA,NA,NA,NA,NA,NA
3150,0006C96BBD,2012,Firecamp,J,M,9,40.07333333,0.224588255,NA,NA,NA,NA,NA,NA,NA
3151,0006C96BF0,2009,Altamont-Curling.Rink,J,F,8.2,38.99,0.210310336,NA,NA,NA,NA,NA,NA,NA
3152,0006C96BF9,2015,Flanders.Lake-Hughes,A,F,11.8,39.82333333,NA,NA,NA,NA,NA,NA,NA,NA
3153,0006C96C04,2009,Microwave,J,M,8.46,37.58,0.225119745,NA,NA,NA,NA,NA,NA,NA
3154,0006C96C05,2013,Abyss,A,M,7.2,36.76666667,0.195829556,NA,NA,NA,NA,NA,NA,NA
3155,0006C96C05,2015,NA,NA,NA,NA,NA,NA,AB,22/05/2015,1:19:23,142,May,multiple,1
3156,0006C96C05,2016,NA,NA,NA,NA,NA,NA,AB,18/05/2016,0:15:23,139,May,multiple,2
3157,0006C96C45,2011,Balsam.Road-Black's.Point,A,F,9.93,39.6,0.250757576,NA,NA,NA,NA,NA,NA,NA
3158,0006C96C4E,2012,Shoal.Lake-Korowiz,A,F,11.88,39.01333333,0.304511278,NA,NA,NA,NA,NA,NA,NA
3159,0006C96C50,2012,St.George,A,F,10.33,38.15666667,0.270725954,NA,NA,NA,NA,NA,NA,NA
3160,0006C96C53,2017,St.George,A,M,8.7,38,0.228947368,NA,NA,NA,NA,NA,NA,NA
3161,0006C96CA4,2011,St.George,A,M,11.38,39.28,0.289714868,NA,NA,NA,NA,NA,NA,NA
3162,0006C96CA4,2016,NA,NA,NA,NA,NA,NA,SG,16/05/2016,0:07:33,137,May,NA,1
3163,0006C96CA5,2016,Porcupine,J,M,7.64,35.53333333,0.215009381,NA,NA,NA,NA,NA,NA,NA
3164,0006C96CAA,2013,St.George,A,M,7.9,39.4,0.200507614,NA,NA,NA,NA,NA,NA,NA
3165,0006C96CAA,2014,NA,NA,NA,NA,NA,NA,SG,26/05/2014,0:37:22,146,May,NA,1
3166,0006C96CAC,2011,Richard.Lake,A,F,9.22,38.23,0.241171855,NA,NA,NA,NA,NA,NA,NA
3167,0006C96CAF,2011,Abyss,A,M,14.32,39.265,0.364701388,NA,NA,NA,NA,NA,NA,NA
3168,0006C96CAF,2012,NA,NA,NA,NA,NA,NA,AB,12/05/2012,23:21:19,133,May,multiple,1
3169,0006C96CAF,2013,Abyss,A,M,13.6,39,0.348717949,AB,06/05/2013,20:58:13,126,May,multiple,2
3170,0006C96CAF,2013,Abyss,A,M,8.6,39.58,0.217281455,AB,06/05/2013,20:58:13,126,May,multiple,2
3171,0006C96CB0,2011,St.George,A,F,13.4,37.34,0.358864488,NA,NA,NA,NA,NA,NA,NA
3172,0006C96CB0,2012,NA,NA,NA,NA,NA,NA,SG,04/05/2012,20:46:59,125,May,NA,1
3173,0006C96CB1,2011,Shoal.Lake-Korowiz,J,M,6.47,36.13333333,0.179059041,NA,NA,NA,NA,NA,NA,NA
3174,0006C96CFF,2011,Shoal.Lake-Korowiz,J,M,6.23,37.49666667,0.166148102,NA,NA,NA,NA,NA,NA,NA
3175,0006C96D02,2011,St.George,A,M,11.53,38.066,0.302894972,NA,NA,NA,NA,NA,NA,NA
3176,0006C96D04,2012,Shoal.Lake-Korowiz,A,F,11.63,38.73,0.300284018,NA,NA,NA,NA,NA,NA,NA
3177,0006C96D05,2011,Richard.Lake,A,M,10.9,38.71,0.281580987,NA,NA,NA,NA,NA,NA,NA
3178,0006C96D05,2012,NA,NA,NA,NA,NA,NA,RL,25/04/2012,23:31:00,116,Apr,NA,1
3179,0006C96D06,2011,Abyss,J,M,8.65,40.3,0.214640199,NA,NA,NA,NA,NA,NA,NA
3180,0006C96D06,2011,Richard.Lake,A,M,11.68,36.5,0.32,NA,NA,NA,NA,NA,NA,NA
3181,0006C96D0F,2011,Richard.Lake,J,F,7.92,38.56666667,0.205358686,NA,NA,NA,NA,NA,NA,NA
3182,0006C96D10,2013,St.George,A,M,8,38.3,0.208877285,NA,NA,NA,NA,NA,NA,NA
3183,0006C96D5D,2009,Microwave,J,M,7.86,38.6,0.203626943,NA,NA,NA,NA,NA,NA,NA
3184,0006C96D65,2015,Ashern-Hudson.Reykdal,A,F,9.8,37.36333333,NA,NA,NA,NA,NA,NA,NA,NA
3185,0006C96D67,2011,Nutimik.Lake-Mitch.Diane's,A,F,8.57,38.005,0.225496645,NA,NA,NA,NA,NA,NA,NA
3186,0006C96D68,2012,St.George,J,M,8.1,39.87333333,0.203143287,NA,NA,NA,NA,NA,NA,NA
3187,0006C96DBD,2013,St.George,A,M,7.3,37.35,0.195448461,NA,NA,NA,NA,NA,NA,NA
3188,0006C96DC1,2015,Lac.du.Bonnet-Zablotney,A,F,8.5,37.57,NA,NA,NA,NA,NA,NA,NA,NA
3189,0006C96DC4,2015,Ashern-Hudson.Reykdal,J,M,8.1,38.34333333,NA,NA,NA,NA,NA,NA,NA,NA
3190,0006C96DC6,2010,Heidi.Cook's.House,A,F,9.785,40.285,0.242894378,NA,NA,NA,NA,NA,NA,NA
3191,0006C96DC9,2011,St.George,A,M,12.33,37.855,0.32571655,NA,NA,NA,NA,NA,NA,NA
3192,0006C96DCF,2009,Heidi.Cook's.House,NA,M,9.9,40.45,0.244746601,NA,NA,NA,NA,NA,NA,NA
3193,0006C96DD0,2011,Abyss,A,F,10,37.49,0.266737797,NA,NA,NA,NA,NA,NA,NA
3194,0006C96DD0,2012,NA,NA,NA,NA,NA,NA,AB,29/04/2012,23:41:09,120,Apr,NA,1
3195,0006C96E27,2013,St.George,A,M,7.5,38.86666667,0.19296741,NA,NA,NA,NA,NA,NA,NA
3196,0006C96E27,2016,NA,NA,NA,NA,NA,NA,SG,02/05/2016,1:52:01,123,May,NA,1
3197,0006C96E30,2011,St.George,A,F,13.4,37.15,0.360699865,NA,NA,NA,NA,NA,NA,NA
3198,0006C96E30,2012,NA,NA,NA,NA,NA,NA,SG,29/04/2012,20:57:02,120,Apr,NA,1
3199,0006C96E31,2012,Firecamp,J,F,8.05,38.11,0.211230648,NA,NA,NA,NA,NA,NA,NA
3200,0006C96E32,2011,Nutimik.Lake-Mitch.Diane's,A,F,9.18,41.56,0.220885467,NA,NA,NA,NA,NA,NA,NA
3201,0006C96E33,2014,Squeaky,A,F,8.2,38.56666667,0.212618842,NA,NA,NA,NA,NA,NA,NA
3202,0006C96E88,2011,Richard.Lake,A,M,11.9,37.35,0.318607764,NA,NA,NA,NA,NA,NA,NA
3203,0006C96E88,2014,NA,NA,NA,NA,NA,NA,RL,01/05/2014,12:14:39,121,May,NA,1
3204,0006C96E8C,2009,Microwave,J,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3205,0006C96E8D,2009,Microwave,J,M,9.01,38,0.237105263,NA,NA,NA,NA,NA,NA,NA
3206,0006C96E90,2011,Richard.Lake,A,M,9.42,38.965,0.241755422,NA,NA,NA,NA,NA,NA,NA
3207,0006C96E90,2014,NA,NA,NA,NA,NA,NA,RL,01/05/2014,10:56:21,121,May,NA,1
3208,0006C96E92,2013,St.George,A,F,7.5,37.86666667,0.19806338,NA,NA,NA,NA,NA,NA,NA
3209,0006C96E97,2011,Shoal.Lake-Korowiz,A,F,9.78,39.78,0.245852187,NA,NA,NA,NA,NA,NA,NA
3210,0006C96E98,2011,St.George,A,F,11.05,37.855,0.291903315,NA,NA,NA,NA,NA,NA,NA
3211,0006C96E98,2012,NA,NA,NA,NA,NA,NA,SG,18/05/2012,4:26:02,139,May,NA,1
3212,0006C96E99,2011,Abyss,A,F,9.64,38.125,0.252852459,NA,NA,NA,NA,NA,NA,NA
3213,0006C96EF3,2011,Shoal.Lake-Korowiz,J,M,7.84,39.62,0.197879859,NA,NA,NA,NA,NA,NA,NA
3214,0006C96EF8,2011,Iguana,A,M,10.25,39.53,0.259296737,NA,NA,NA,NA,NA,NA,NA
3215,0006C96EFA,2013,St.George,A,M,7.4,38,0.194736842,NA,NA,NA,NA,NA,NA,NA
3216,0006C96EFC,2012,St.George,A,F,9.44,36,0.262222222,NA,NA,NA,NA,NA,NA,NA
3217,0006C96EFC,2014,NA,NA,NA,NA,NA,NA,SG,10/05/2014,0:07:32,130,May,NA,1
3218,0006C96EFD,2012,St.George,A,M,8.73,38.74666667,0.225309704,NA,NA,NA,NA,NA,NA,NA
3219,0006C96F02,2011,St.George,A,M,9.59,37.373,0.25660236,NA,NA,NA,NA,NA,NA,NA
3220,0006C96F04,2012,St.George,A,M,7.7,36.43,0.21136426,NA,NA,NA,NA,NA,NA,NA
3221,0006C96F07,2009,Microwave,J,F,8.6,38.65,0.222509702,NA,NA,NA,NA,NA,NA,NA
3222,0006C96F59,2011,Nutimik.Lake-Mitch.Diane's,A,F,8.32,37.515,0.221777955,NA,NA,NA,NA,NA,NA,NA
3223,0006C96F5B,2012,St.George,A,M,8.25,38.12333333,0.216402903,NA,NA,NA,NA,NA,NA,NA
3224,0006C96F5D,2011,Firecamp,J,F,8.43,37.645,0.223934121,NA,NA,NA,NA,NA,NA,NA
3225,0006C96F62,2009,Microwave,J,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3226,0006C96F63,2012,St.George,A,M,8.93,38.28333333,0.233260775,NA,NA,NA,NA,NA,NA,NA
3227,0006C96F64,2011,Richard.Lake,J,M,8.69,39.44,0.220334686,NA,NA,NA,NA,NA,NA,NA
3228,0006C96F65,2011,Abyss,A,M,8.93,36.82,0.242531233,NA,NA,NA,NA,NA,NA,NA
3229,0006C96F67,2012,Shoal.Lake-Korowiz,A,F,9.75,38.26666667,0.254790941,NA,NA,NA,NA,NA,NA,NA
3230,0006C96F68,2011,Richard.Lake,A,M,10.73,36.43,0.294537469,NA,NA,NA,NA,NA,NA,NA
3231,0006C96F6A,2011,Abyss,J,F,8.87,38.155,0.232472808,NA,NA,NA,NA,NA,NA,NA
3232,0006C96F6B,2014,Squeaky,A,F,8.1,37.83333333,0.214096916,NA,NA,NA,NA,NA,NA,NA
3233,0006C96F6B,2015,NA,NA,NA,NA,NA,NA,SQ,21/05/2015,14:02:52,141,May,multiple,1
3234,0006C96F6B,2016,NA,NA,NA,NA,NA,NA,SQ,18/05/2016,1:12:14,139,May,multiple,2
3235,0006C96F6C,2016,St.George,A,F,9.3,37.33333333,0.249107143,NA,NA,NA,NA,NA,NA,NA
3236,0006C96FCE,2009,Microwave,J,M,8.8,37.56,0.2342918,NA,NA,NA,NA,NA,NA,NA
3237,0006C96FD1,2011,St.George,A,F,11.11,38.72,0.286931818,NA,NA,NA,NA,NA,NA,NA
3238,0006C96FD6,2011,Shoal.Lake-Korowiz,A,F,8.74,39.04,0.223872951,NA,NA,NA,NA,NA,NA,NA
3239,0006C96FD8,2014,Squeaky,A,F,8.5,40,0.2125,NA,NA,NA,NA,NA,NA,NA
3240,0006C96FDA,2012,St.George,A,M,8.11,37.99,0.213477231,NA,NA,NA,NA,NA,NA,NA
3241,0006C97034,2009,Altamont-Curling.Rink,A,F,8.8,37.47,0.23485455,NA,NA,NA,NA,NA,NA,NA
3242,0006C97034,2010,Altamont,A,F,7.96,37.61,0.211645839,NA,NA,NA,NA,NA,NA,NA
3243,0006C97034,2011,Altamont,A,F,8.28,37.49333333,0.22083926,NA,NA,NA,NA,NA,NA,NA
3244,0006C9703C,2011,St.George,A,M,13.38,39.16,0.341675179,NA,NA,NA,NA,NA,NA,NA
3245,0006C9703C,2012,NA,NA,NA,NA,NA,NA,SG,31/05/2012,3:11:23,152,May,multiple,2
3246,0006C9703C,2014,NA,NA,NA,NA,NA,NA,SG,17/05/2014,4:55:52,137,May,multiple,1
3247,0006C9703E,2011,Russell-Zimmer's,A,F,9.6,38.20666667,0.25126505,NA,NA,NA,NA,NA,NA,NA
3248,0006C97043,2009,Microwave,J,M,9.2,38.41,0.239520958,NA,NA,NA,NA,NA,NA,NA
3249,0006C97044,2012,St.George,A,M,8.3,36.55333333,0.227065475,NA,NA,NA,NA,NA,NA,NA
3250,0006C97044,2017,NA,NA,NA,NA,NA,NA,SG,20/05/2017,7:37:16,140,May,NA,1
3251,0006C97046,2011,Richard.Lake,A,M,12.28,37.8433,0.324496014,NA,NA,NA,NA,NA,NA,NA
3252,0006C97046,2014,NA,NA,NA,NA,NA,NA,RL,01/05/2014,11:59:22,121,May,NA,1
3253,0006C9709F,2009,Heidi.Cook's.House,NA,M,8,38.49,0.207846194,NA,NA,NA,NA,NA,NA,NA
3254,0006C970A1,2011,St.George,A,M,10.69,36.47,0.293117631,NA,NA,NA,NA,NA,NA,NA
3255,0006C970A1,2015,NA,NA,NA,NA,NA,NA,SG,04/06/2015,2:07:46,155,Jun,multiple,1
3256,0006C970A1,2017,NA,NA,NA,NA,NA,NA,SG,19/05/2017,8:36:41,139,May,multiple,2
3257,0006C970AD,2011,St.George,A,F,12.29,37.825,0.324917383,NA,NA,NA,NA,NA,NA,NA
3258,0006C970B1,2010,Heidi.Cook's.House,A,F,9.04,40.6,0.222660099,NA,NA,NA,NA,NA,NA,NA
3259,0006C970C4,2009,Microwave,J,F,9.85,38.72,0.254390496,NA,NA,NA,NA,NA,NA,NA
3260,0006C9710D,2011,Abyss,J,F,8.7,38.78,0.224342445,NA,NA,NA,NA,NA,NA,NA
3261,0006C97110,2011,St.George,A,M,11.96,37.825,0.316192994,NA,NA,NA,NA,NA,NA,NA
3262,0006C97112,2013,St.George,A,M,6.8,39,0.174358974,NA,NA,NA,NA,NA,NA,NA
3263,0006C97112,2013,St.George,A,F,12.4,39.16666667,0.316595745,NA,NA,NA,NA,NA,NA,NA
3264,0006C97112,2014,NA,NA,NA,NA,NA,NA,SG,08/05/2014,22:40:35,128,May,NA,1
3265,0006C97117,2011,Microwave,J,F,10.07,38.54666667,0.261241785,NA,NA,NA,NA,NA,NA,NA
