,code,year,location,Age,sex,mass,faavg,bci,site,date,time,day,month,mult,count
8050,0007072C6C,2011,St.George,J,F,8.23,39.62,0.207723372,NA,NA,NA,NA,NA,NA,NA
8051,0007072C6C,2012,NA,NA,NA,NA,NA,NA,SG,14/05/2012,22:13:56,135,May,NA,1
8052,00070733F0,2011,St.George,J,M,7.86,37.47,0.209767814,NA,NA,NA,NA,NA,NA,NA
8053,0007073A6A,2011,St.George,A,F,8.48,38.94,0.21777093,NA,NA,NA,NA,NA,NA,NA
8054,0007073C07,2011,Microwave,J,M,8.49,37.665,0.225408204,NA,NA,NA,NA,NA,NA,NA
8055,0007073D09,2011,Iguana,J,M,7.54,36.805,0.20486347,NA,NA,NA,NA,NA,NA,NA
8056,0007073D91,2011,Microwave,J,M,9.64,36.2245,0.266118235,NA,NA,NA,NA,NA,NA,NA
8057,000707401C,2011,Altamont,A,F,9.11,38.31333333,0.237776231,NA,NA,NA,NA,NA,NA,NA
8058,0007080C48,2011,St.George,J,M,7.24,38.495,0.188076374,NA,NA,NA,NA,NA,NA,NA
8059,0007087C91,2011,Firecamp,J,M,10.32,38.24,0.269874477,NA,NA,NA,NA,NA,NA,NA
8060,0007087CBA,2011,Altamont,A,F,9.41,38.585,0.243877154,NA,NA,NA,NA,NA,NA,NA
8061,0007087CCB,2011,Richard.Lake,J,M,9.78,39.16,0.249744637,NA,NA,NA,NA,NA,NA,NA
8062,0007087CCB,2012,NA,NA,NA,NA,NA,NA,RL,05/06/2012,3:27:53,157,Jun,NA,1
8063,0007087CCE,2011,St.George,J,F,7.8,36.995,0.210839303,NA,NA,NA,NA,NA,NA,NA
8064,0007087CF6,2011,Firecamp,J,M,8.91,38.905,0.229019406,NA,NA,NA,NA,NA,NA,NA
8065,0007087CFA,2011,Iguana,A,F,8.27,36.81,0.22466721,NA,NA,NA,NA,NA,NA,NA
8066,0007087D2C,2011,Iguana,J,F,8.38,39.185,0.213857343,NA,NA,NA,NA,NA,NA,NA
8067,0007087D52,2011,Firecamp,J,M,10.23,38.905,0.262948207,NA,NA,NA,NA,NA,NA,NA
8068,0007087D87,2011,Microwave,J,M,9.3,37.34,0.249062667,NA,NA,NA,NA,NA,NA,NA
8069,0007087D98,2011,Firecamp,J,F,10.35,39.515,0.261925851,NA,NA,NA,NA,NA,NA,NA
8070,0007087DA5,2011,Iguana,J,F,8.94,39.15666667,0.228313612,NA,NA,NA,NA,NA,NA,NA
8071,0007087E1A,2011,Altamont,A,F,8.99,37.815,0.237736348,NA,NA,NA,NA,NA,NA,NA
8072,0007087E1E,2011,St.George,J,F,9.84,39.79666667,0.247256889,NA,NA,NA,NA,NA,NA,NA
8073,0007087E6F,2011,St.George,J,F,9.69,37.81333333,0.256258815,NA,NA,NA,NA,NA,NA,NA
8074,0007087E9E,2011,Abyss,J,M,9.42,37.835,0.248975816,NA,NA,NA,NA,NA,NA,NA
8075,0007087EB2,2011,Iguana,A,F,8.57,36.21,0.236674952,NA,NA,NA,NA,NA,NA,NA
8076,0007087ED8,2011,Iguana,J,M,8.06,38.67,0.208430308,NA,NA,NA,NA,NA,NA,NA
8077,0007087EFE,2011,Iguana,A,M,10.24,38.36,0.266944734,NA,NA,NA,NA,NA,NA,NA
8078,0007087EFF,2011,Altamont,A,F,10.09,40.67333333,0.248074086,NA,NA,NA,NA,NA,NA,NA
8079,0007087F1F,2011,Altamont,A,F,8.64,38.49,0.224473889,NA,NA,NA,NA,NA,NA,NA
8080,0007087F47,2011,Richard.Lake,J,M,8.19,38.615,0.212093746,NA,NA,NA,NA,NA,NA,NA
8081,0007087F71,2011,Altamont,A,F,9.6,39.36333333,0.243881785,NA,NA,NA,NA,NA,NA,NA
8082,0007087F8A,2011,Iguana,J,M,8.86,43.83,0.20214465,NA,NA,NA,NA,NA,NA,NA
8083,0007087FB5,2011,Firecamp,J,F,7.54,37.61333333,0.200460829,NA,NA,NA,NA,NA,NA,NA
8084,0007087FB9,2011,Altamont,J,M,8.22,39.45,0.208365019,NA,NA,NA,NA,NA,NA,NA
8085,0007087FBB,2011,Firecamp,J,F,8.75,38.135,0.229448014,NA,NA,NA,NA,NA,NA,NA
8086,0007087FCA,2011,Firecamp,J,F,8.61,37.965,0.226787831,NA,NA,NA,NA,NA,NA,NA
8087,0007087FCC,2011,St.George,J,M,7.91,37.80666667,0.209222359,NA,NA,NA,NA,NA,NA,NA
8088,0007087FDD,2011,St.George,J,F,8.08,37.92333333,0.21306144,NA,NA,NA,NA,NA,NA,NA
8089,000708801C,2011,St.George,J,M,7.43,38.49,0.193037153,NA,NA,NA,NA,NA,NA,NA
8090,000708806B,2011,Firecamp,J,M,8.6,38.75,0.221935484,NA,NA,NA,NA,NA,NA,NA
8091,000708806E,2011,Richard.Lake,J,M,7.79,39.73,0.196073496,NA,NA,NA,NA,NA,NA,NA
8092,00070880B2,2011,Firecamp,J,F,9.79,38.79666667,0.252341266,NA,NA,NA,NA,NA,NA,NA
8093,00070880CD,2011,Iguana,J,F,8.08,37.055,0.218054244,NA,NA,NA,NA,NA,NA,NA
8094,000708810C,2011,Firecamp,J,F,11.92,38.96,0.305954825,NA,NA,NA,NA,NA,NA,NA
8095,000708817F,2011,Microwave,J,M,8.87,38.045,0.23314496,NA,NA,NA,NA,NA,NA,NA
8096,00070881EC,2011,St.George,J,M,7.58,38.535,0.196704295,NA,NA,NA,NA,NA,NA,NA
8097,00070881EC,2012,NA,NA,NA,NA,NA,NA,SG,22/05/2012,2:59:54,143,May,multiple,6
8098,00070881EC,2012,NA,NA,NA,NA,NA,NA,SG,21/05/2012,23:25:47,142,May,multiple,4
8099,00070881EC,2014,NA,NA,NA,NA,NA,NA,SG,24/05/2014,22:44:03,144,May,multiple,3
8100,00070881EC,2015,NA,NA,NA,NA,NA,NA,SG,06/06/2015,2:12:40,157,Jun,multiple,5
8101,00070881EC,2016,NA,NA,NA,NA,NA,NA,SG,09/06/2016,0:02:19,161,Jun,multiple,2
8102,00070881EC,2017,NA,NA,NA,NA,NA,NA,SG,23/05/2017,7:54:25,143,May,multiple,1
8103,000708824A,2011,Abyss,J,F,9.89,38.62,0.25608493,NA,NA,NA,NA,NA,NA,NA
8104,000708824F,2011,Firecamp,J,M,8.75,38.645,0.226419977,NA,NA,NA,NA,NA,NA,NA
8105,00070882A9,2011,Richard.Lake,A,M,12.22,39.565,0.30885884,NA,NA,NA,NA,NA,NA,NA
8106,00070882A9,2017,Richard.Lake,A,M,14.7,40,0.3675,NA,NA,NA,NA,NA,NA,NA
8107,000708837B,2011,Abyss,A,M,8.49,37.945,0.223744894,NA,NA,NA,NA,NA,NA,NA
8108,000708837B,2014,NA,NA,NA,NA,NA,NA,AB,24/05/2014,23:52:16,144,May,multiple,2
8109,000708837B,2015,NA,NA,NA,NA,NA,NA,AB,17/05/2015,1:02:31,137,May,multiple,3
8110,000708837B,2015,NA,NA,NA,NA,NA,NA,AB,06/06/2015,0:41:42,157,Jun,multiple,1
8111,000708837C,2011,Iguana,J,F,9.19,38.48333333,0.238804677,NA,NA,NA,NA,NA,NA,NA
8112,00070884B0,2011,Firecamp,J,F,9.22,38.53,0.239294057,NA,NA,NA,NA,NA,NA,NA
8113,00070885F3,2011,Firecamp,J,F,9.19,38.735,0.23725313,NA,NA,NA,NA,NA,NA,NA
8114,000708874C,2011,Altamont,A,F,9.77,37.1,0.263342318,NA,NA,NA,NA,NA,NA,NA
8115,000708874D,2011,Firecamp,J,F,7.36,39.36,0.18699187,NA,NA,NA,NA,NA,NA,NA
8116,00070887A3,2011,Altamont,A,F,9.85,39.27,0.250827604,NA,NA,NA,NA,NA,NA,NA
8117,000708882A,2011,Firecamp,J,M,9.69,37.40333333,0.259067819,NA,NA,NA,NA,NA,NA,NA
8118,000708882C,2011,Firecamp,J,M,9.74,38.54,0.252724442,NA,NA,NA,NA,NA,NA,NA
8119,000708887B,2011,Firecamp,J,F,10,39.05666667,0.256038235,NA,NA,NA,NA,NA,NA,NA
8120,0007088A0F,2011,Firecamp,J,M,8.26,38.145,0.216542142,NA,NA,NA,NA,NA,NA,NA
8121,0007088A7D,2011,Firecamp,J,M,8.45,37.31,0.226480836,NA,NA,NA,NA,NA,NA,NA
8122,0007088A8C,2011,Firecamp,J,M,9.38,38.55666667,0.243278292,NA,NA,NA,NA,NA,NA,NA
8123,0007088A98,2011,St.George,J,F,8.61,38.965,0.220967535,NA,NA,NA,NA,NA,NA,NA
8124,0007088A98,2012,NA,NA,NA,NA,NA,NA,SG,11/05/2012,3:30:31,132,May,NA,1
8125,0007088B0E,2011,Firecamp,J,F,8.74,37.83333333,0.231013216,NA,NA,NA,NA,NA,NA,NA
8126,0007088B94,2011,Firecamp,J,F,11.61,39.85,0.291342535,NA,NA,NA,NA,NA,NA,NA
8127,0007088C02,2011,Firecamp,J,M,9.14,38.055,0.240178689,NA,NA,NA,NA,NA,NA,NA
8128,0007088C17,2011,Iguana,J,F,8.11,38.355,0.211445705,NA,NA,NA,NA,NA,NA,NA
8129,0007088C94,2011,Richard.Lake,J,M,7.76,40.39,0.192126764,NA,NA,NA,NA,NA,NA,NA
8130,0007088C97,2011,Richard.Lake,A,M,8.78,37.075,0.236817262,NA,NA,NA,NA,NA,NA,NA
8131,0007088CA1,2011,Microwave,J,F,8.37,38.54,0.217176959,NA,NA,NA,NA,NA,NA,NA
8132,0007088D8B,2011,Firecamp,J,M,8.28,40.39666667,0.204967407,NA,NA,NA,NA,NA,NA,NA
8133,0007088D9C,2011,Abyss,A,M,9,37.98,0.236966825,NA,NA,NA,NA,NA,NA,NA
8134,0007088EB5,2011,Abyss,A,M,9.44,38.29,0.246539566,NA,NA,NA,NA,NA,NA,NA
8135,0007088F1F,2011,Richard.Lake,A,F,10.51,37.875,0.277491749,NA,NA,NA,NA,NA,NA,NA
8136,0007088FA2,2011,St.George,A,F,8.8,39.975,0.220137586,NA,NA,NA,NA,NA,NA,NA
8137,0007088FA2,2014,NA,NA,NA,NA,NA,NA,SG,05/05/2014,22:30:53,125,May,NA,1
8138,0007088FA7,2011,Firecamp,J,F,10.43,38.66,0.269787894,NA,NA,NA,NA,NA,NA,NA
8139,0007088V89,2011,Richard.Lake,J,M,9.71,38.385,0.252963397,NA,NA,NA,NA,NA,NA,NA
8140,00070890B8,2011,Firecamp,J,M,8.752,39.39333333,0.222169572,NA,NA,NA,NA,NA,NA,NA
8141,00070891D8,2011,Firecamp,J,M,7.98,38.05333333,0.209705676,NA,NA,NA,NA,NA,NA,NA
8142,00070892ED,2011,Richard.Lake,A,F,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
8143,00070892EE,2011,Abyss,A,M,9.33,37.815,0.246727489,NA,NA,NA,NA,NA,NA,NA
8144,00070893F1,2011,Dale's,J,M,10.13,37.48,0.270277481,NA,NA,NA,NA,NA,NA,NA
8145,00070893F1,2013,Dale's,A,M,8.8,37.53333333,0.234458259,DA,07/06/2013,2:23:27,158,Jun,NA,1
8146,00070893F6,2011,Abyss,A,M,9.2,39.305,0.234066913,NA,NA,NA,NA,NA,NA,NA
8147,00070893F6,2012,NA,NA,NA,NA,NA,NA,AB,30/05/2012,22:53:06,151,May,multiple,5
8148,00070893F6,2013,NA,NA,NA,NA,NA,NA,AB,09/06/2013,22:46:33,160,Jun,multiple,1
8149,00070893F6,2014,NA,NA,NA,NA,NA,NA,AB,24/05/2014,0:06:57,144,May,multiple,4
8150,00070893F6,2014,NA,NA,NA,NA,NA,NA,AB,21/04/2014,0:23:42,111,Apr,multiple,3
8151,00070893F6,2015,NA,NA,NA,NA,NA,NA,AB,19/05/2015,23:08:45,139,May,multiple,2
8152,00070893F9,2011,Abyss,J,F,8.42,37.82666667,0.22259429,NA,NA,NA,NA,NA,NA,NA
8153,00070894F2,2011,Microwave,J,F,10.99,39.17,0.280571866,NA,NA,NA,NA,NA,NA,NA
8154,00070894F3,2011,Abyss,A,F,9.77,38.51,0.253700338,NA,NA,NA,NA,NA,NA,NA
8155,000708968D,2011,Firecamp,J,F,8.61,38.06666667,0.226182137,NA,NA,NA,NA,NA,NA,NA
8156,000708970B,2011,Firecamp,J,F,8.34,36.965,0.225618829,NA,NA,NA,NA,NA,NA,NA
8157,000708971A,2011,Firecamp,J,M,7.76,37.58333333,0.206474501,NA,NA,NA,NA,NA,NA,NA
8158,00070897A0,2011,Abyss,A,F,10.3,38.64,0.266563147,NA,NA,NA,NA,NA,NA,NA
8159,00070897A1,2011,Iguana,J,F,9.38,36.53,0.256775253,NA,NA,NA,NA,NA,NA,NA
8160,000708982B,2011,Iguana,A,F,10.27,38.18,0.268988999,NA,NA,NA,NA,NA,NA,NA
8161,00070898AB,2011,Richard.Lake,J,M,7.49,39.20333333,0.191055182,NA,NA,NA,NA,NA,NA,NA
8162,00070898B6,2011,Altamont,A,F,8.6,38.04666667,0.226038199,NA,NA,NA,NA,NA,NA,NA
8163,00070899AD,2011,Richard.Lake,A,M,9.38,38.09,0.246258861,NA,NA,NA,NA,NA,NA,NA
8164,00070899AD,2014,NA,NA,NA,NA,NA,NA,RL,01/05/2014,10:44:39,121,May,NA,1
8165,00070899B1,2011,Iguana,J,F,9.56,38.38,0.249088067,NA,NA,NA,NA,NA,NA,NA
8166,00070899BA,2011,Firecamp,J,M,10.88,38.42666667,0.283136711,NA,NA,NA,NA,NA,NA,NA
8167,00070899BC,2011,Microwave,J,F,10.4,38.895,0.267386554,NA,NA,NA,NA,NA,NA,NA
8168,0007089A4A,2011,Altamont,A,F,10.63,38.95,0.272913992,NA,NA,NA,NA,NA,NA,NA
8169,0007089A4F,2011,Richard.Lake,A,F,8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
8170,0007089ACF,2011,Microwave,J,F,9.18,38.77,0.236781016,NA,NA,NA,NA,NA,NA,NA
8171,0007089AD7,2011,Altamont,A,F,7.82,37.585,0.208061727,NA,NA,NA,NA,NA,NA,NA
8172,0007089B4A,2011,Firecamp,J,F,9.11,38.25,0.238169935,NA,NA,NA,NA,NA,NA,NA
8173,0007089B56,2011,Iguana,J,F,8.82,38.63333333,0.228300259,NA,NA,NA,NA,NA,NA,NA
8174,0007089BD3,2011,Firecamp,J,F,10.14,37.63,0.269465852,NA,NA,NA,NA,NA,NA,NA
8175,0007089C55,2011,Firecamp,J,F,9.73,37.53333333,0.259236234,NA,NA,NA,NA,NA,NA,NA
8176,0007089CDC,2011,Firecamp,J,F,10.23,37.235,0.274741507,NA,NA,NA,NA,NA,NA,NA
8177,0007089CEA,2011,Richard.Lake,J,F,8.93,37.875,0.235775578,NA,NA,NA,NA,NA,NA,NA
8178,0007089CEC,2011,St.George,J,F,8.02,37.15,0.215881561,NA,NA,NA,NA,NA,NA,NA
8179,0007089CF6,2011,Iguana,J,M,8.16,37.79,0.21593014,NA,NA,NA,NA,NA,NA,NA
8180,0007089D68,2011,Abyss,J,F,8.25,37.57,0.219590098,NA,NA,NA,NA,NA,NA,NA
8181,0007089D7D,2011,Firecamp,J,M,8.48,40.38666667,0.209970287,NA,NA,NA,NA,NA,NA,NA
8182,0007089DF1,2011,Altamont,A,F,8.35,37.46666667,0.222864769,NA,NA,NA,NA,NA,NA,NA
8183,0007089F26,2011,Abyss,A,F,9.76,40.26,0.242424242,NA,NA,NA,NA,NA,NA,NA
8184,0007089F2F,2011,Microwave,J,F,8.94,38.22,0.233908948,NA,NA,NA,NA,NA,NA,NA
8185,0007089F98,2011,Firecamp,J,M,9.62,37.535,0.256294125,NA,NA,NA,NA,NA,NA,NA
8186,0007089FA0,2011,Firecamp,J,F,11.67,39.13,0.298236647,NA,NA,NA,NA,NA,NA,NA
8187,0007089FB2,2011,St.George,A,F,9,38.38333333,0.234476769,NA,NA,NA,NA,NA,NA,NA
8188,000708A03E,2011,Altamont,A,F,8.82,38.025,0.231952663,NA,NA,NA,NA,NA,NA,NA
8189,000708A03E,2012,Altamont,A,F,10.48,38.05,0.27542707,NA,NA,NA,NA,NA,NA,NA
8190,000708A03F,2011,Microwave,J,M,8.83,39.145,0.225571593,NA,NA,NA,NA,NA,NA,NA
8191,000708A0B5,2011,Altamont,A,F,10.28,39.93666667,0.257407562,NA,NA,NA,NA,NA,NA,NA
8192,000708A0BE,2011,Iguana,A,F,9.91,37.38,0.265115035,NA,NA,NA,NA,NA,NA,NA
8193,000708A0D2,2011,Firecamp,J,F,10.46,39.77,0.263012321,NA,NA,NA,NA,NA,NA,NA
8194,000708A1C7,2011,Firecamp,J,F,10.56,37.82,0.279217345,NA,NA,NA,NA,NA,NA,NA
8195,000708A1D2,2011,Iguana,J,F,8.11,39.41,0.205785334,NA,NA,NA,NA,NA,NA,NA
8196,000708A2E7,2011,Abyss,J,M,9.42,38.11,0.247179218,NA,NA,NA,NA,NA,NA,NA
8197,000708A2E8,2011,Richard.Lake,J,M,7.05,36.895,0.191082803,NA,NA,NA,NA,NA,NA,NA
8198,000708A2F3,2011,Iguana,A,F,10.71,37.88,0.282734952,NA,NA,NA,NA,NA,NA,NA
8199,000708A2F8,2011,Iguana,A,M,9.44,38.895,0.242704718,NA,NA,NA,NA,NA,NA,NA
8200,000708A36C,2011,Iguana,A,M,9.34,39.375,0.237206349,NA,NA,NA,NA,NA,NA,NA
8201,000708A371,2011,St.George,A,M,8.03,37.74,0.212771595,NA,NA,NA,NA,NA,NA,NA
8202,000708A387,2011,Abyss,A,F,10.69,40.295,0.265293461,NA,NA,NA,NA,NA,NA,NA
8203,000708A3F4,2011,Iguana,A,F,9.05,39.535,0.228911091,NA,NA,NA,NA,NA,NA,NA
8204,000708A40F,2011,Richard.Lake,A,M,9.25,38.93666667,0.237565277,NA,NA,NA,NA,NA,NA,NA
8205,000708A412,2011,Altamont,A,F,9.8,39.115,0.25054327,NA,NA,NA,NA,NA,NA,NA
8206,000708A486,2011,Firecamp,J,M,10.09,38.03333333,0.265293602,NA,NA,NA,NA,NA,NA,NA
8207,000708A497,2011,Altamont,A,F,9.95,39.76,0.250251509,NA,NA,NA,NA,NA,NA,NA
8208,000708A618,2011,Altamont,A,F,9.5,38.9,0.244215938,NA,NA,NA,NA,NA,NA,NA
8209,000708A632,2011,Iguana,A,M,11,39.215,0.280504909,NA,NA,NA,NA,NA,NA,NA
8210,000708A72D,2011,Iguana,J,F,8.56,38.42,0.222800625,NA,NA,NA,NA,NA,NA,NA
8211,000708A741,2011,Abyss,A,M,9.42,39.785,0.236772653,NA,NA,NA,NA,NA,NA,NA
8212,000708A745,2011,Abyss,J,F,9.95,39.135,0.254248115,NA,NA,NA,NA,NA,NA,NA
8213,000708A7A8,2011,St.George,J,M,8.73,39.505,0.220984685,NA,NA,NA,NA,NA,NA,NA
8214,000708A7BD,2012,St.George,A,M,10.26,37.11,0.276475344,NA,NA,NA,NA,NA,NA,NA
8215,000708A7CB,2011,Richard.Lake,A,M,9.77,38.59,0.253174398,NA,NA,NA,NA,NA,NA,NA
8216,000708A838,2011,Richard.Lake,A,M,8.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
8217,000708A8CB,2011,Abyss,J,M,10.03,39.3,0.255216285,NA,NA,NA,NA,NA,NA,NA
8218,000708A8CB,2012,NA,NA,NA,NA,NA,NA,AB,07/05/2012,3:56:44,128,May,multiple,3
8219,000708A8CB,2012,NA,NA,NA,NA,NA,NA,AB,29/04/2012,21:51:58,120,Apr,multiple,2
8220,000708A8CB,2012,NA,NA,NA,NA,NA,NA,AB,12/05/2012,23:27:53,133,May,multiple,1
8221,000708A933,2011,Firecamp,J,M,9.25,37.51333333,0.246578994,NA,NA,NA,NA,NA,NA,NA
8222,000708A94B,2011,St.George,A,M,7.76,38.59,0.201088365,NA,NA,NA,NA,NA,NA,NA
8223,000708A94B,2012,NA,NA,NA,NA,NA,NA,SG,13/05/2012,2:38:52,134,May,NA,1
8224,000708A94F,2011,Abyss,A,F,11.3,38.78,0.291387313,NA,NA,NA,NA,NA,NA,NA
8225,000708A9C1,2011,Altamont,A,F,8.822,39.5,0.223341772,NA,NA,NA,NA,NA,NA,NA
8226,000708A9D1,2011,Richard.Lake,J,M,8.43,37.76,0.223252119,NA,NA,NA,NA,NA,NA,NA
8227,000708A9D3,2011,Microwave,J,M,8.26,37.49666667,0.220286248,NA,NA,NA,NA,NA,NA,NA
8228,000708AA3F,2011,Altamont,A,F,10.11,38.68,0.261375388,NA,NA,NA,NA,NA,NA,NA
8229,000708AA56,2011,Iguana,J,M,7.94,38.00666667,0.208910717,NA,NA,NA,NA,NA,NA,NA
8230,000708AAC1,2011,Altamont,A,F,10.25,38.42,0.266788131,NA,NA,NA,NA,NA,NA,NA
8231,000708AAC1,2012,Altamont,A,F,10.12,38.26,0.264506012,NA,NA,NA,NA,NA,NA,NA
8232,000708AB61,2011,Firecamp,J,F,9.87,38.84,0.254119464,NA,NA,NA,NA,NA,NA,NA
8233,000708ABBE,2011,Heidi.Cook's.House,J,M,7.6,38.875,0.195498392,NA,NA,NA,NA,NA,NA,NA
8234,000708ABBF,2011,Firecamp,J,F,8.52,38.16,0.22327044,NA,NA,NA,NA,NA,NA,NA
8235,000708ABC2,2011,St.George,J,F,7.63,38.28,0.199320794,NA,NA,NA,NA,NA,NA,NA
8236,000708ABC2,2012,NA,NA,NA,NA,NA,NA,SG,03/06/2012,22:41:01,155,Jun,multiple,2
8237,000708ABC2,2013,NA,NA,NA,NA,NA,NA,SG,03/06/2013,0:15:31,154,Jun,multiple,1
8238,000708ABC2,2014,NA,NA,NA,NA,NA,NA,SG,18/05/2014,3:18:34,138,May,multiple,4
8239,000708ABC2,2015,NA,NA,NA,NA,NA,NA,SG,09/06/2015,23:02:34,160,Jun,multiple,3
8240,000708ABC2,2016,NA,NA,NA,NA,NA,NA,SG,25/05/2016,0:55:50,146,May,multiple,5
8241,000708AC59,2011,Firecamp,J,F,8.96,38.155,0.234831608,NA,NA,NA,NA,NA,NA,NA
8242,000708ACC1,2011,Richard.Lake,J,M,8.11,39.97,0.202902177,NA,NA,NA,NA,NA,NA,NA
8243,000708ACCD,2011,Firecamp,J,M,11.55,39.23,0.294417538,NA,NA,NA,NA,NA,NA,NA
8244,000708ACD8,2011,St.George,J,M,7.55,36.425,0.207275223,NA,NA,NA,NA,NA,NA,NA
8245,000708ACD8,2012,NA,NA,NA,NA,NA,NA,SG,22/05/2012,3:39:52,143,May,NA,1
8246,000708AD3B,2011,Firecamp,J,M,10.06,38.39,0.262047408,NA,NA,NA,NA,NA,NA,NA
8247,000708AD4E,2011,Altamont,A,F,9.06,39.56,0.229019211,NA,NA,NA,NA,NA,NA,NA
8248,000708AD89,2011,Firecamp,J,M,9.52,38.59,0.246696035,NA,NA,NA,NA,NA,NA,NA
8249,000708ADCC,2011,Iguana,J,M,8.65,39.03,0.221624391,NA,NA,NA,NA,NA,NA,NA
8250,000708AE32,2011,Altamont,A,F,9.41,38.05,0.247306176,NA,NA,NA,NA,NA,NA,NA
8251,000708AE35,2011,Altamont,A,F,7.87,38.965,0.201976132,NA,NA,NA,NA,NA,NA,NA
8252,000708AEBF,2011,Iguana,J,F,9.42,38.68,0.243536711,NA,NA,NA,NA,NA,NA,NA
8253,000708AF37,2011,Iguana,A,F,11.23,39.17,0.286699004,NA,NA,NA,NA,NA,NA,NA
8254,000708AF93,2011,St.George,J,F,7.92,38.705,0.204624725,NA,NA,NA,NA,NA,NA,NA
8255,000708AF93,2015,NA,NA,NA,NA,NA,NA,SG,30/04/2015,6:26:00,120,Apr,multiple,1
8256,000708AF93,2016,NA,NA,NA,NA,NA,NA,SG,19/04/2016,23:48:09,110,Apr,multiple,2
8257,000708AFB7,2014,Squeaky,A,F,10.5,38.96666667,0.269461078,NA,NA,NA,NA,NA,NA,NA
8258,000708AFB7,2017,NA,NA,NA,NA,NA,NA,SQ,19/05/2017,0:50:33,139,May,NA,1
8259,000708B00F,2011,Microwave,J,M,8.51,36.15666667,0.235364617,NA,NA,NA,NA,NA,NA,NA
8260,000708B012,2011,Altamont,A,F,9.32,37.67,0.247411733,NA,NA,NA,NA,NA,NA,NA
8261,000708B027,2011,Firecamp,J,M,7.38,37.26,0.198067633,NA,NA,NA,NA,NA,NA,NA
8262,000708B161,2011,Altamont,A,F,9.07,38.145,0.237776904,NA,NA,NA,NA,NA,NA,NA
8263,000708B1D9,2011,Firecamp,J,F,8.78,40.18,0.218516675,NA,NA,NA,NA,NA,NA,NA
8264,000708B1E7,2011,Richard.Lake,A,F,9.47,38.945,0.243163436,NA,NA,NA,NA,NA,NA,NA
8265,000708B2AA,2011,Abyss,A,M,8.75,36.945,0.236838544,NA,NA,NA,NA,NA,NA,NA
8266,000708B2BD,2011,Firecamp,J,M,9.55,38.16,0.250262055,NA,NA,NA,NA,NA,NA,NA
8267,000708B2C3,2011,St.George,J,M,7.56,36.71,0.205938436,NA,NA,NA,NA,NA,NA,NA
8268,000708B2C3,2014,NA,NA,NA,NA,NA,NA,SG,05/04/2014,22:26:18,95,Apr,NA,1
8269,000708B385,2011,Firecamp,J,F,7.67,37.88,0.202481521,NA,NA,NA,NA,NA,NA,NA
8270,000708B3FA,2011,Iguana,A,M,10.28,37.995,0.270561916,NA,NA,NA,NA,NA,NA,NA
8271,000708B3FF,2011,Iguana,J,F,8.44,39.13,0.215691285,NA,NA,NA,NA,NA,NA,NA
8272,000708B402,2011,Firecamp,J,F,9.46,39.66,0.238527484,NA,NA,NA,NA,NA,NA,NA
8273,000708B450,2011,Firecamp,J,M,9.48,37.25,0.254496644,NA,NA,NA,NA,NA,NA,NA
8274,000708B451,2011,Altamont,A,F,8.6,37.395,0.22997727,NA,NA,NA,NA,NA,NA,NA
8275,000708B462,2011,Iguana,J,F,8.96,38.045,0.23551058,NA,NA,NA,NA,NA,NA,NA
8276,000708B52C,2011,Iguana,A,M,9.28,37.12,0.25,NA,NA,NA,NA,NA,NA,NA
8277,000708B579,2011,Firecamp,J,F,9.25,36.57666667,0.252893466,NA,NA,NA,NA,NA,NA,NA
8278,000708B5E7,2011,St.George,J,F,8.68,38.95,0.222849807,NA,NA,NA,NA,NA,NA,NA
8279,000708B5EB,2011,Abyss,J,F,11.38,39.46333333,0.28836895,NA,NA,NA,NA,NA,NA,NA
8280,000708B5EF,2011,Iguana,A,M,8.6,38.462,0.223597317,NA,NA,NA,NA,NA,NA,NA
8281,000708B635,2011,Firecamp,J,M,10.97,39.17,0.280061271,NA,NA,NA,NA,NA,NA,NA
8282,000708B647,2011,Iguana,A,F,9.2,40.745,0.225794576,NA,NA,NA,NA,NA,NA,NA
8283,000708B68E,2011,St.George,A,M,8.5,40.18,0.211548034,NA,NA,NA,NA,NA,NA,NA
8284,000708B694,2011,Altamont,A,F,10.11,38.25,0.264313725,NA,NA,NA,NA,NA,NA,NA
8285,000708B6A5,2011,Microwave,J,M,11.08,37.57,0.294916157,NA,NA,NA,NA,NA,NA,NA
8286,000708B6A6,2011,Iguana,A,M,10.72,38.5,0.278441558,NA,NA,NA,NA,NA,NA,NA
8287,000708B6A9,2011,Richard.Lake,J,M,7,37.77,0.185332274,NA,NA,NA,NA,NA,NA,NA
8288,000708B6EF,2011,Firecamp,J,F,10.95,39.97666667,0.273909781,NA,NA,NA,NA,NA,NA,NA
8289,000708B6FA,2011,Altamont,A,F,8.09,39.03666667,0.207241055,NA,NA,NA,NA,NA,NA,NA
8290,000708B786,2011,Abyss,J,F,8.99,38.11,0.23589609,NA,NA,NA,NA,NA,NA,NA
8291,000708B7EC,2011,Altamont,J,M,7.05,37.45,0.188251001,NA,NA,NA,NA,NA,NA,NA
8292,000708B869,2011,Abyss,J,F,8.97,36.945,0.242793341,NA,NA,NA,NA,NA,NA,NA
8293,000708B8C9,2011,Microwave,J,F,8.46,37.745,0.224135647,NA,NA,NA,NA,NA,NA,NA
