"","date","time","code","unit","rawfile","site","datetime"
"3994","28-05-2016","19:51:36","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:36
"3995","28-05-2016","19:51:36","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:36
"3996","28-05-2016","19:51:37","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:37
"3997","28-05-2016","19:51:37","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:37
"3998","28-05-2016","19:51:38","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:38
"3999","28-05-2016","19:51:38","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:38
"4000","28-05-2016","19:51:39","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:39
"4001","28-05-2016","19:51:39","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:39
"4002","28-05-2016","19:51:40","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:40
"4003","28-05-2016","19:51:40","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:40
"4004","28-05-2016","19:51:41","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:41
"4005","28-05-2016","19:51:41","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:41
"4006","28-05-2016","19:51:42","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:42
"4007","28-05-2016","19:51:42","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:42
"4008","28-05-2016","19:51:43","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:43
"4009","28-05-2016","19:51:43","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:43
"4010","28-05-2016","19:51:44","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:44
"4011","28-05-2016","19:51:44","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:44
"4012","28-05-2016","19:51:45","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:45
"4013","28-05-2016","19:51:45","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:45
"4014","28-05-2016","19:51:46","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:46
"4015","28-05-2016","19:51:46","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:46
"4016","28-05-2016","19:51:47","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:47
"4017","28-05-2016","19:51:47","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:47
"4018","28-05-2016","19:51:48","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:48
"4019","28-05-2016","19:51:48","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:48
"4020","28-05-2016","19:51:48","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:48
"4021","28-05-2016","19:51:49","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:49
"4022","28-05-2016","19:51:49","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:49
"4023","28-05-2016","19:51:50","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:50
"4024","28-05-2016","19:51:50","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:50
"4025","28-05-2016","19:51:51","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:51
"4026","28-05-2016","19:51:51","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:51
"4027","28-05-2016","19:51:52","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:52
"4028","28-05-2016","19:51:52","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:52
"4029","28-05-2016","19:51:53","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:53
"4030","28-05-2016","19:51:53","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:53
"4031","28-05-2016","19:51:54","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:54
"4032","28-05-2016","19:51:54","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:54
"4033","28-05-2016","19:51:55","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:55
"4034","28-05-2016","19:51:55","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:55
"4035","28-05-2016","19:51:56","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:56
"4036","28-05-2016","19:51:56","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:56
"4037","28-05-2016","19:51:57","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:57
"4038","28-05-2016","19:51:57","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:57
"4039","28-05-2016","19:51:58","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:58
"4040","28-05-2016","19:51:58","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:58
"4041","28-05-2016","19:51:59","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:59
"4042","28-05-2016","19:51:59","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:51:59
"4043","28-05-2016","19:52:00","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:00
"4044","28-05-2016","19:52:00","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:00
"4045","28-05-2016","19:52:00","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:00
"4046","28-05-2016","19:52:01","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:01
"4047","28-05-2016","19:52:01","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:01
"4048","28-05-2016","19:52:02","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:02
"4049","28-05-2016","19:52:02","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:02
"4050","28-05-2016","19:52:03","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:03
"4051","28-05-2016","19:52:03","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:03
"4052","28-05-2016","19:52:04","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:04
"4053","28-05-2016","19:52:04","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:04
"4054","28-05-2016","19:52:05","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:05
"4055","28-05-2016","19:52:05","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:05
"4056","28-05-2016","19:52:06","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:06
"4057","28-05-2016","19:52:06","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:06
"4058","28-05-2016","19:52:07","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:07
"4059","28-05-2016","19:52:07","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:07
"4060","28-05-2016","19:52:08","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:08
"4061","28-05-2016","19:52:08","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:08
"4062","28-05-2016","19:52:09","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:09
"4063","28-05-2016","19:52:09","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:09
"4064","28-05-2016","19:52:10","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:10
"4065","28-05-2016","19:52:10","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:10
"4066","28-05-2016","19:52:11","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:11
"4067","28-05-2016","19:52:11","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:11
"4068","28-05-2016","19:52:12","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:12
"4069","28-05-2016","19:52:12","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:12
"4070","28-05-2016","19:52:12","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:12
"4071","28-05-2016","19:52:13","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:13
"4072","28-05-2016","19:52:13","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:13
"4073","28-05-2016","19:52:14","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:14
"4074","28-05-2016","19:52:14","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:14
"4075","28-05-2016","19:52:15","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:15
"4076","28-05-2016","19:52:15","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:15
"4077","28-05-2016","19:52:16","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:16
"4078","28-05-2016","19:52:16","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:16
"4079","28-05-2016","19:52:17","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:17
"4080","28-05-2016","19:52:17","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:17
"4081","28-05-2016","19:52:18","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:18
"4082","28-05-2016","19:52:18","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:18
"4083","28-05-2016","19:52:19","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:19
"4084","28-05-2016","19:52:19","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:19
"4085","28-05-2016","19:52:20","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:20
"4086","28-05-2016","19:52:20","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:20
"4087","28-05-2016","19:52:21","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:21
"4088","28-05-2016","19:52:21","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:21
"4089","28-05-2016","19:52:22","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:22
"4090","28-05-2016","19:52:22","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:22
"4091","28-05-2016","19:52:22","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:22
"4092","28-05-2016","19:52:23","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:23
"4093","28-05-2016","19:52:23","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:23
"4094","28-05-2016","19:52:24","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:24
"4095","28-05-2016","19:52:24","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:24
"4096","28-05-2016","19:52:25","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:25
"4097","28-05-2016","19:52:25","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:25
"4098","28-05-2016","19:52:26","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:26
"4099","28-05-2016","19:52:26","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:26
"4100","28-05-2016","19:52:27","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:27
"4101","28-05-2016","19:52:27","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:27
"4102","28-05-2016","19:52:28","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:28
"4103","28-05-2016","19:52:28","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:28
"4104","28-05-2016","19:52:29","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:29
"4105","28-05-2016","19:52:29","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:29
"4106","28-05-2016","19:52:30","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:30
"4107","28-05-2016","19:52:30","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:30
"4108","28-05-2016","19:52:31","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:31
"4109","28-05-2016","19:52:31","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:31
"4110","28-05-2016","19:52:32","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:32
"4111","28-05-2016","19:52:32","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:32
"4112","28-05-2016","19:52:33","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:33
"4113","28-05-2016","19:52:33","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:33
"4114","28-05-2016","19:52:34","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:34
"4115","28-05-2016","19:52:34","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:34
"4116","28-05-2016","19:52:34","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:34
"4117","28-05-2016","19:52:35","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:35
"4118","28-05-2016","19:52:35","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:35
"4119","28-05-2016","19:52:36","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:36
"4120","28-05-2016","19:52:36","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:36
"4121","28-05-2016","19:52:37","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:37
"4122","28-05-2016","19:52:37","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:37
"4123","28-05-2016","19:52:38","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:38
"4124","28-05-2016","19:52:38","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:38
"4125","28-05-2016","19:52:39","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:39
"4126","28-05-2016","19:52:39","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:39
"4127","28-05-2016","19:52:40","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:40
"4128","28-05-2016","19:52:40","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:40
"4129","28-05-2016","19:52:41","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:41
"4130","28-05-2016","19:52:41","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:41
"4131","28-05-2016","19:52:42","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:42
"4132","28-05-2016","19:52:42","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:42
"4133","28-05-2016","19:52:43","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:43
"4134","28-05-2016","19:52:43","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:43
"4135","28-05-2016","19:52:44","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:44
"4136","28-05-2016","19:52:44","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:44
"4137","28-05-2016","19:52:45","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:45
"4138","28-05-2016","19:52:45","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:45
"4139","28-05-2016","19:52:46","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:46
"4140","28-05-2016","19:52:46","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:46
"4141","28-05-2016","19:52:47","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:47
"4142","28-05-2016","19:52:47","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:47
"4143","28-05-2016","19:52:48","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:48
"4144","28-05-2016","19:52:48","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:48
"4145","28-05-2016","19:52:49","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:49
"4146","28-05-2016","19:52:49","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:49
"4147","28-05-2016","19:52:50","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:50
"4148","28-05-2016","19:52:50","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:50
"4149","28-05-2016","19:52:51","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:51
"4150","28-05-2016","19:52:51","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:51
"4151","28-05-2016","19:52:52","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:52
"4152","28-05-2016","19:52:52","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:52
"4153","28-05-2016","19:52:53","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:53
"4154","28-05-2016","19:52:53","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:53
"4155","28-05-2016","19:52:54","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:54
"4156","28-05-2016","19:52:54","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:54
"4157","28-05-2016","19:52:54","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:54
"4158","28-05-2016","19:52:55","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:55
"4159","28-05-2016","19:52:56","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:56
"4160","28-05-2016","19:52:56","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:56
"4161","28-05-2016","19:52:56","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:56
"4162","28-05-2016","19:52:57","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:57
"4163","28-05-2016","19:52:57","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:57
"4164","28-05-2016","19:52:58","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:58
"4165","28-05-2016","19:52:58","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:58
"4166","28-05-2016","19:52:59","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:59
"4167","28-05-2016","19:52:59","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:52:59
"4168","28-05-2016","19:53:00","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:00
"4169","28-05-2016","19:53:00","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:00
"4170","28-05-2016","19:53:01","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:01
"4171","28-05-2016","19:53:01","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:01
"4172","28-05-2016","19:53:02","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:02
"4173","28-05-2016","19:53:02","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:02
"4174","28-05-2016","19:53:03","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:03
"4175","28-05-2016","19:53:03","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:03
"4176","28-05-2016","19:53:04","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:04
"4177","28-05-2016","19:53:04","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:04
"4178","28-05-2016","19:53:05","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:05
"4179","28-05-2016","19:53:05","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:05
"4180","28-05-2016","19:53:06","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:06
"4181","28-05-2016","19:53:06","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:06
"4182","28-05-2016","19:53:07","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:07
"4183","28-05-2016","19:53:07","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:07
"4184","28-05-2016","19:53:07","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:07
"4185","28-05-2016","19:53:08","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:08
"4186","28-05-2016","19:53:08","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:08
"4187","28-05-2016","19:53:09","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:09
"4188","28-05-2016","19:53:09","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:09
"4189","28-05-2016","19:53:10","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:10
"4190","28-05-2016","19:53:10","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:10
"4191","28-05-2016","19:53:11","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:11
"4192","28-05-2016","19:53:11","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:11
"4193","28-05-2016","19:53:12","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:12
"4194","28-05-2016","19:53:12","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:12
"4195","28-05-2016","19:53:13","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:13
"4196","28-05-2016","19:53:13","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:13
"4197","28-05-2016","19:53:14","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:14
"4198","28-05-2016","19:53:14","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:14
"4199","28-05-2016","19:53:15","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:15
"4200","28-05-2016","19:53:15","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:15
"4201","28-05-2016","19:53:16","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:16
"4202","28-05-2016","19:53:16","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:16
"4203","28-05-2016","19:53:17","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:17
"4204","28-05-2016","19:53:17","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:17
"4205","28-05-2016","19:53:18","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:18
"4206","28-05-2016","19:53:18","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:18
"4207","28-05-2016","19:53:19","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:19
"4208","28-05-2016","19:53:19","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:19
"4209","28-05-2016","19:53:19","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:19
"4210","28-05-2016","19:53:20","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:20
"4211","28-05-2016","19:53:20","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:20
"4212","28-05-2016","19:53:21","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:21
"4213","28-05-2016","19:53:21","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:21
"4214","28-05-2016","19:53:22","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:22
"4215","28-05-2016","19:53:22","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:22
"4216","28-05-2016","19:53:23","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:23
"4217","28-05-2016","19:53:23","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:23
"4218","28-05-2016","19:53:24","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:24
"4219","28-05-2016","19:53:24","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:24
"4220","28-05-2016","19:53:25","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:25
"4221","28-05-2016","19:53:25","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:25
"4222","28-05-2016","19:53:26","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:26
"4223","28-05-2016","19:53:26","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:26
"4224","28-05-2016","19:53:27","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:27
"4225","28-05-2016","19:53:27","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:27
"4226","28-05-2016","19:53:28","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:28
"4227","28-05-2016","19:53:28","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:28
"4228","28-05-2016","19:53:29","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:29
"4229","28-05-2016","19:53:29","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:29
"4230","28-05-2016","19:53:30","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:30
"4231","28-05-2016","19:53:30","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:30
"4232","28-05-2016","19:53:31","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:31
"4233","28-05-2016","19:53:31","0006D0FD14",0,"SG 28 May 2016.CSV","SG",2016-05-28 19:53:31
