"","date","time","code","unit","rawfile","site","datetime"
"80","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 05:59:19
"81","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 05:59:19
"82","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 05:59:19
"83","07/12/2016","5:59:57 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 05:59:57
"84","07/12/2016","6:00:15 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 06:00:15
"85","07/12/2016","6:00:56 AM","0006E9300A",9,"SG Fall 2016-4.csv","SG",2016-12-07 06:00:56
"86","08/12/2016","2:50:42 AM","00074FE9D6",9,"SG Fall 2016-4.csv","SG",2016-12-08 02:50:42
"87","09/12/2016","2:35:29 AM","00074F80B5",9,"SG Fall 2016-4.csv","SG",2016-12-09 02:35:29
"88","09/12/2016","2:35:30 AM","00074F80B5",9,"SG Fall 2016-4.csv","SG",2016-12-09 02:35:30
"89","20/09/2016","9:38:03 PM","00074EFE33",9,"SG Fall 2016-3.csv","SG",2016-09-20 21:38:03
"90","20/09/2016","10:00:50 PM","0006F22662",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:00:50
"91","20/09/2016","10:11:23 PM","00069D17D1",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:11:23
"92","20/09/2016","10:11:27 PM","0006D73389",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:11:27
"93","20/09/2016","10:19:14 PM","0006EA8308",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:19:14
"94","20/09/2016","10:20:04 PM","0006969106",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:20:04
"95","20/09/2016","10:29:33 PM","0006DEADD9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:29:33
"96","20/09/2016","10:35:20 PM","00074F9C45",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:35:20
"97","20/09/2016","10:42:34 PM","0006C9A045",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:42:34
"98","20/09/2016","10:42:34 PM","00074F7F44",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:42:34
"99","20/09/2016","10:42:34 PM","00074F7F44",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:42:34
"100","20/09/2016","10:44:28 PM","0006EA13F6",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:44:28
"101","20/09/2016","10:48:29 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:29
"102","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:30
"103","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:30
"104","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:30
"105","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:30
"106","20/09/2016","10:48:31 PM","00075850C9",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:48:31
"107","20/09/2016","10:49:54 PM","0006F2305B",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:49:54
"108","20/09/2016","10:58:38 PM","0006E8FBA5",9,"SG Fall 2016-3.csv","SG",2016-09-20 22:58:38
"109","20/09/2016","11:08:48 PM","000786B435",9,"SG Fall 2016-3.csv","SG",2016-09-20 23:08:48
"110","20/09/2016","11:23:11 PM","0007285703",9,"SG Fall 2016-3.csv","SG",2016-09-20 23:23:11
"111","20/09/2016","11:33:19 PM","00069711BE",9,"SG Fall 2016-3.csv","SG",2016-09-20 23:33:19
"112","21/09/2016","12:21:34 AM","0006A94489",9,"SG Fall 2016-3.csv","SG",2016-09-21 00:21:34
"113","21/09/2016","12:21:34 AM","0006A94489",9,"SG Fall 2016-3.csv","SG",2016-09-21 00:21:34
"114","21/09/2016","1:25:28 AM","00069674A5",9,"SG Fall 2016-3.csv","SG",2016-09-21 01:25:28
"115","21/09/2016","1:25:28 AM","00069674A5",9,"SG Fall 2016-3.csv","SG",2016-09-21 01:25:28
"116","21/09/2016","3:18:27 AM","0006F22CCF",9,"SG Fall 2016-3.csv","SG",2016-09-21 03:18:27
"117","05/12/2016","5:56:30 PM","0006C75C2A",9,"SG Fall 2016-3.csv","SG",2016-12-05 17:56:30
"118","05/12/2016","5:56:31 PM","0006C75C2A",9,"SG Fall 2016-3.csv","SG",2016-12-05 17:56:31
"119","05/12/2016","5:56:31 PM","0006C75C2A",9,"SG Fall 2016-3.csv","SG",2016-12-05 17:56:31
"120","05/12/2016","5:56:32 PM","0006C75C2A",9,"SG Fall 2016-3.csv","SG",2016-12-05 17:56:32
"121","05/12/2016","6:46:09 PM","0006A943AF",9,"SG Fall 2016-3.csv","SG",2016-12-05 18:46:09
"122","06/12/2016","5:35:24 AM","0006D131E4",9,"SG Fall 2016-3.csv","SG",2016-12-06 05:35:24
"123","06/12/2016","5:35:39 AM","0006D131E4",9,"SG Fall 2016-3.csv","SG",2016-12-06 05:35:39
"124","06/12/2016","5:51:47 AM","00074F80B5",9,"SG Fall 2016-3.csv","SG",2016-12-06 05:51:47
"125","07/12/2016","5:45:27 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:45:27
"126","07/12/2016","5:45:27 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:45:27
"127","07/12/2016","5:46:06 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:06
"128","07/12/2016","5:46:06 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:06
"129","07/12/2016","5:46:10 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:10
"130","07/12/2016","5:46:20 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:20
"131","07/12/2016","5:46:20 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:20
"132","07/12/2016","5:46:21 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:21
"133","07/12/2016","5:46:21 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:46:21
"134","07/12/2016","5:47:30 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:47:30
"135","07/12/2016","5:47:31 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:47:31
"136","07/12/2016","5:47:41 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:47:41
"137","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:08
"138","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:08
"139","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:08
"140","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:08
"141","07/12/2016","5:59:09 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:09
"142","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:10
"143","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:10
"144","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:10
"145","07/12/2016","5:59:11 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:11
"146","07/12/2016","5:59:11 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:11
"147","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:12
"148","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:12
"149","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:12
"150","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:13
"151","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:13
"152","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:13
"153","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:13
"154","07/12/2016","5:59:14 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:14
"155","07/12/2016","5:59:14 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:14
"156","07/12/2016","5:59:14 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:14
"157","07/12/2016","5:59:15 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:15
"158","07/12/2016","5:59:16 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:16
"159","07/12/2016","5:59:17 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:17
"160","07/12/2016","5:59:17 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:17
"161","07/12/2016","5:59:17 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:17
"162","07/12/2016","5:59:18 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:18
"163","07/12/2016","5:59:18 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:18
"164","07/12/2016","5:59:18 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:18
"165","07/12/2016","5:59:18 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:18
"166","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:19
"167","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:19
"168","07/12/2016","5:59:19 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:19
"169","07/12/2016","5:59:57 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 05:59:57
"170","07/12/2016","6:00:15 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 06:00:15
"171","07/12/2016","6:00:56 AM","0006E9300A",9,"SG Fall 2016-3.csv","SG",2016-12-07 06:00:56
"172","08/12/2016","2:50:42 AM","00074FE9D6",9,"SG Fall 2016-3.csv","SG",2016-12-08 02:50:42
"173","09/12/2016","2:35:29 AM","00074F80B5",9,"SG Fall 2016-3.csv","SG",2016-12-09 02:35:29
"174","09/12/2016","2:35:30 AM","00074F80B5",9,"SG Fall 2016-3.csv","SG",2016-12-09 02:35:30
"175","20/09/2016","9:38:03 PM","00074EFE33",9,"SG Fall 2016-2.csv","SG",2016-09-20 21:38:03
"176","20/09/2016","10:00:50 PM","0006F22662",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:00:50
"177","20/09/2016","10:11:23 PM","00069D17D1",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:11:23
"178","20/09/2016","10:11:27 PM","0006D73389",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:11:27
"179","20/09/2016","10:19:14 PM","0006EA8308",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:19:14
"180","20/09/2016","10:20:04 PM","0006969106",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:20:04
"181","20/09/2016","10:29:33 PM","0006DEADD9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:29:33
"182","20/09/2016","10:35:20 PM","00074F9C45",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:35:20
"183","20/09/2016","10:42:34 PM","0006C9A045",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:42:34
"184","20/09/2016","10:42:34 PM","00074F7F44",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:42:34
"185","20/09/2016","10:42:34 PM","00074F7F44",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:42:34
"186","20/09/2016","10:44:28 PM","0006EA13F6",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:44:28
"187","20/09/2016","10:48:29 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:29
"188","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:30
"189","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:30
"190","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:30
"191","20/09/2016","10:48:30 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:30
"192","20/09/2016","10:48:31 PM","00075850C9",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:48:31
"193","20/09/2016","10:49:54 PM","0006F2305B",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:49:54
"194","20/09/2016","10:58:38 PM","0006E8FBA5",9,"SG Fall 2016-2.csv","SG",2016-09-20 22:58:38
"195","20/09/2016","11:08:48 PM","000786B435",9,"SG Fall 2016-2.csv","SG",2016-09-20 23:08:48
"196","20/09/2016","11:23:11 PM","0007285703",9,"SG Fall 2016-2.csv","SG",2016-09-20 23:23:11
"197","20/09/2016","11:33:19 PM","00069711BE",9,"SG Fall 2016-2.csv","SG",2016-09-20 23:33:19
"198","21/09/2016","12:21:34 AM","0006A94489",9,"SG Fall 2016-2.csv","SG",2016-09-21 00:21:34
"199","21/09/2016","12:21:34 AM","0006A94489",9,"SG Fall 2016-2.csv","SG",2016-09-21 00:21:34
"200","21/09/2016","1:25:28 AM","00069674A5",9,"SG Fall 2016-2.csv","SG",2016-09-21 01:25:28
"201","21/09/2016","1:25:28 AM","00069674A5",9,"SG Fall 2016-2.csv","SG",2016-09-21 01:25:28
"202","21/09/2016","3:18:27 AM","0006F22CCF",9,"SG Fall 2016-2.csv","SG",2016-09-21 03:18:27
"203","05/12/2016","5:56:30 PM","0006C75C2A",9,"SG Fall 2016-2.csv","SG",2016-12-05 17:56:30
"204","05/12/2016","5:56:31 PM","0006C75C2A",9,"SG Fall 2016-2.csv","SG",2016-12-05 17:56:31
"205","05/12/2016","5:56:31 PM","0006C75C2A",9,"SG Fall 2016-2.csv","SG",2016-12-05 17:56:31
"206","05/12/2016","5:56:32 PM","0006C75C2A",9,"SG Fall 2016-2.csv","SG",2016-12-05 17:56:32
"207","05/12/2016","6:46:09 PM","0006A943AF",9,"SG Fall 2016-2.csv","SG",2016-12-05 18:46:09
"208","06/12/2016","5:35:24 AM","0006D131E4",9,"SG Fall 2016-2.csv","SG",2016-12-06 05:35:24
"209","06/12/2016","5:35:39 AM","0006D131E4",9,"SG Fall 2016-2.csv","SG",2016-12-06 05:35:39
"210","06/12/2016","5:51:47 AM","00074F80B5",9,"SG Fall 2016-2.csv","SG",2016-12-06 05:51:47
"211","07/12/2016","5:45:27 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:45:27
"212","07/12/2016","5:45:27 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:45:27
"213","07/12/2016","5:46:06 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:06
"214","07/12/2016","5:46:06 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:06
"215","07/12/2016","5:46:10 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:10
"216","07/12/2016","5:46:20 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:20
"217","07/12/2016","5:46:20 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:20
"218","07/12/2016","5:46:21 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:21
"219","07/12/2016","5:46:21 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:46:21
"220","07/12/2016","5:47:30 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:47:30
"221","07/12/2016","5:47:31 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:47:31
"222","07/12/2016","5:47:41 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:47:41
"223","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:08
"224","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:08
"225","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:08
"226","07/12/2016","5:59:08 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:08
"227","07/12/2016","5:59:09 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:09
"228","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:10
"229","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:10
"230","07/12/2016","5:59:10 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:10
"231","07/12/2016","5:59:11 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:11
"232","07/12/2016","5:59:11 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:11
"233","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:12
"234","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:12
"235","07/12/2016","5:59:12 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:12
"236","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:13
"237","07/12/2016","5:59:13 AM","0006E9300A",9,"SG Fall 2016-2.csv","SG",2016-12-07 05:59:13
