pitID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,sumobs,group,Fa,Fj,Ma,Mj,mass,FAavg,BCI,AB,DA,FC,IG,LP,MA,MW,OK,PC,RL,SG,SQ
0006B3937A,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.04,38.795,0.207243201,0,0,1,0,0,0,0,0,0,0,0,0
0006B39391,0,0,0,1,0,0,0,0,0,0,1,FA,1,0,0,0,9.31,39.775,0.234066625,1,0,0,0,0,0,0,0,0,0,0,0
0006B39400,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.14,39.04666667,0.208468499,0,0,1,0,0,0,0,0,0,0,0,0
0006B3955E,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,9.37,39.55666667,0.236875369,1,0,0,0,0,0,0,0,0,0,0,0
0006B39691,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.89,39.48,0.225177305,1,0,0,0,0,0,0,0,0,0,0,0
0006B39732,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.49,40.35,0.210408922,0,0,1,0,0,0,0,0,0,0,0,0
0006B39783,0,0,0,0,1,1,1,0,0,0,3,MA,0,0,1,0,9.53,38.20333333,0.249454672,0,0,0,0,0,0,0,0,0,0,1,0
0006B39784,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.7,38.26,0.201254574,0,0,1,0,0,0,0,0,0,0,0,0
0006B39882,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.84,37.425,0.236205745,1,0,0,0,0,0,0,0,0,0,0,0
0006B398BD,0,0,0,0,1,0,1,0,0,0,2,MA,0,0,1,0,10.3,39.65,0.259773014,0,0,0,0,0,0,0,0,0,0,1,0
0006B39B92,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.55,38.25,0.197385621,0,0,1,0,0,0,0,0,0,0,0,0
0006B39BA5,0,0,0,1,1,1,1,1,1,0,6,MJ,0,0,0,1,8.08,36.755,0.219834036,1,0,0,0,0,0,0,0,0,0,0,0
0006B39D44,0,0,0,1,0,0,1,0,0,0,2,FJ,0,1,0,0,9.27,38.82666667,0.238753434,1,0,0,0,0,0,0,0,0,0,0,0
0006B39DC9,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.4,38.95,0.215661104,0,0,1,0,0,0,0,0,0,0,0,0
0006B39FD9,0,0,0,0,1,0,0,0,0,0,1,MA,0,0,1,0,9.88,39.58,0.249621021,0,0,0,0,0,0,0,0,0,0,1,0
0006B3A006,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.19,38.125,0.214819672,0,0,0,0,0,0,0,0,0,0,1,0
0006B3A0D3,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.31,37.21,0.223327063,0,0,1,0,0,0,0,0,0,0,0,0
0006B3A2D8,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.43,38.98,0.216264751,0,0,1,0,0,0,0,0,0,0,0,0
0006B3A5E4,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,7.86,38.15666667,0.205992837,0,0,1,0,0,0,0,0,0,0,0,0
0006B3A6B2,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,9.34,36.98333333,0.252546192,0,0,1,0,0,0,0,0,0,0,0,0
0006B3AA27,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,7.79,36.765,0.211886305,0,0,1,0,0,0,0,0,0,0,0,0
0006B3ACE0,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,NA,38.845,NA,0,0,0,0,0,0,0,0,0,0,1,0
0006B3B01E,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,9.08,38.40333333,0.236437809,0,0,1,0,0,0,0,0,0,0,0,0
0006B3B042,0,0,0,0,0,0,0,0,1,0,1,FA,1,0,0,0,10,39.06666667,0.255972696,0,0,0,0,0,0,0,0,0,0,1,0
0006B3B064,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,9.23,39.723965,0.232353442,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B17D,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,9,39.535,0.227646389,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B1CA,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,7.53,37.705,0.199708262,0,0,1,0,0,0,0,0,0,0,0,0
0006B3B1D8,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.34,37.57,0.195368645,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B319,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,12.1,38.49,0.314367368,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B471,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,9.67,38.83,0.249034252,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B4A5,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,10.76,38.64,0.278467909,0,0,0,0,0,0,1,0,0,0,0,0
0006B3B658,0,0,0,0,1,0,0,0,0,0,1,MA,0,0,1,0,8.08,37.21666667,0.217107031,0,0,0,0,0,0,0,0,0,0,1,0
0006B3B6E3,0,0,0,1,0,0,1,1,1,0,4,MA,0,0,1,0,8.705,37.91583334,0.229648511,1,0,0,0,0,0,0,0,0,0,0,0
0006B3B6E6,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.56,38.73333333,0.195180723,0,0,1,0,0,0,0,0,0,0,0,0
0006B3BC31,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,8.26,36.845,0.224182386,0,0,1,0,0,0,0,0,0,0,0,0
0006B3BCE5,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,11.08,37.67,0.294133263,0,0,1,0,0,0,0,0,0,0,0,0
0006B3BD3C,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,9.41,39.275,0.239592616,0,0,1,0,0,0,0,0,0,0,0,0
0006B3BEC1,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.05,38.03,0.211674993,0,0,1,0,0,0,0,0,0,0,0,0
0006B3C274,0,0,0,1,0,0,0,0,0,0,1,FA,1,0,0,0,10.72,39.94,0.268402604,1,0,0,0,0,0,0,0,0,0,0,0
0006B3C60B,0,0,0,1,0,1,0,0,0,0,2,FJ,0,1,0,0,11.78,41.2425,0.285398511,0,0,0,0,0,0,0,0,0,0,1,0
0006B3C7CE,0,0,0,1,1,1,1,1,1,0,6,MA,0,0,1,0,9.89,38.82333333,0.254743711,1,0,0,0,0,0,0,0,0,0,0,0
0006B3C7CF,0,0,0,1,1,0,0,0,0,0,2,MA,0,0,1,0,8.04,38.47,0.208994021,0,0,0,0,0,0,0,0,0,0,1,0
0006B3C7EB,0,0,0,1,0,0,1,0,0,0,2,MJ,0,0,0,1,8.425,38.49583334,0.218851253,0,0,0,0,0,0,0,0,0,0,1,0
0006B3C9C0,0,0,0,1,0,0,0,0,0,0,1,FA,1,0,0,0,9.49,40.58,0.233859044,1,0,0,0,0,0,0,0,0,0,0,0
0006B3CB37,0,0,0,1,0,1,1,1,0,0,4,MJ,0,0,0,1,10.07,38.28166667,0.263281638,1,0,0,0,0,0,0,0,0,0,0,0
0006B3CC55,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.65,37.665,0.203106332,0,0,1,0,0,0,0,0,0,0,0,0
0006B3CCEC,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,7.48,40.415,0.185079797,0,0,1,0,0,0,0,0,0,0,0,0
0006B3CE45,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,10.35,38.22,0.270800628,1,0,0,0,0,0,0,0,0,0,0,0
0006B3CE8E,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.03,38.255,0.209907202,0,0,1,0,0,0,0,0,0,0,0,0
0006B3CFF4,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.61,38.895,0.221365214,0,0,0,0,0,0,0,0,0,1,0,0
0006B3D040,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.19,39.13,0.209302326,0,0,0,0,0,0,0,0,0,0,1,0
0006B3D0D3,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,10.2,40.34666667,0.252808989,1,0,0,0,0,0,0,0,0,0,0,0
0006B3D235,0,0,0,1,1,0,0,0,0,0,2,MA,0,0,1,0,7.92,37.59666667,0.210656973,0,0,1,0,0,0,0,0,0,0,0,0
0006B3D566,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.7,37.93666667,0.202969862,0,0,1,0,0,0,0,0,0,0,0,0
0006B3D624,0,0,0,1,1,0,0,0,0,0,2,FJ,0,1,0,0,8.25,39.935,0.206585702,0,0,0,0,0,0,0,0,0,0,1,0
0006B3D6F9,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.14,39.50666667,0.206041174,0,0,1,0,0,0,0,0,0,0,0,0
0006B3D7A7,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.71,38.715,0.224977399,1,0,0,0,0,0,0,0,0,0,0,0
0006B3D7AA,0,0,0,1,0,0,0,0,0,0,1,FA,1,0,0,0,10.02,40.63,0.246615801,1,0,0,0,0,0,0,0,0,0,0,0
0006B3D8C4,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,7.46,39.25,0.190063694,0,0,1,0,0,0,0,0,0,0,0,0
0006B3D8D9,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.12,36.26,0.196359625,1,0,0,0,0,0,0,0,0,0,0,0
0006B3DAC1,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.6,37.60666667,0.202091828,0,0,1,0,0,0,0,0,0,0,0,0
0006B3DB3,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,9.3,39.465,0.235651843,1,0,0,0,0,0,0,0,0,0,0,0
0006B3DBD7,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,7.9,39.02,0.202460277,1,0,0,0,0,0,0,0,0,0,0,0
0006B3DC97,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,9.36,37.1,0.252291105,0,0,1,0,0,0,0,0,0,0,0,0
0006B3DD20,0,0,0,1,0,0,0,0,0,0,1,FA,1,0,0,0,10.1,39.22,0.257521673,0,0,0,1,0,0,0,0,0,0,0,0
0006B3DD5C,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.21,39.25666667,0.209136452,1,0,0,0,0,0,0,0,0,0,0,0
0006B3DDA3,0,0,0,1,1,0,1,1,0,0,4,MJ,0,0,0,1,8.22,39.65666667,0.207279146,1,0,0,0,0,0,0,0,0,0,0,0
0006B3DDF7,0,0,0,1,0,1,0,1,0,0,3,MJ,0,0,0,1,7.2,39.01,0.184568059,1,0,0,0,0,0,0,0,0,0,0,0
0006B3E080,0,0,0,1,1,1,1,1,1,0,6,MA,0,0,1,0,10.35,39.19833334,0.264631565,1,0,0,0,0,0,0,0,0,0,0,0
0006B3E2C2,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,8.5,38.85333333,0.218771448,1,0,0,0,0,0,0,0,0,0,0,0
0006B3E32B,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.15,39.59,0.180601162,0,0,0,0,0,0,0,0,0,0,1,0
0006B3E433,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.38,38.49,0.217718888,0,0,1,0,0,0,0,0,0,0,0,0
0006B3E49C,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.3,38.87,0.213532287,0,0,0,0,0,0,0,0,0,0,1,0
0006B3E84C,0,0,0,1,1,0,1,1,0,0,4,MA,0,0,1,0,9.26,38.31333333,0.241691317,1,0,0,0,0,0,0,0,0,0,0,0
0006B3EA57,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.78,38.22333333,0.203540595,0,0,1,0,0,0,0,0,0,0,0,0
0006B3EA5D,0,0,0,1,1,0,0,0,0,0,2,MJ,0,0,0,1,8.55,37.95,0.225296443,1,0,0,0,0,0,0,0,0,0,0,0
0006B3EC13,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,9.9,36.9,0.268292683,1,0,0,0,0,0,0,0,0,0,0,0
0006B3EC25,0,0,0,1,1,0,0,0,0,0,2,FJ,0,1,0,0,9.63,37.59,0.256185156,0,0,0,0,0,0,0,0,0,0,1,0
0006B3EC43,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.97,38.05333333,0.235721794,1,0,0,0,0,0,0,0,0,0,0,0
0006B3ECF9,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,5.34,35.835,0.149016325,1,0,0,0,0,0,0,0,0,0,0,0
0006B3EDEB,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,8.99,38.83333333,0.231502146,1,0,0,0,0,0,0,0,0,0,0,0
0006B3EDF3,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.37,38.25,0.218823529,0,0,1,0,0,0,0,0,0,0,0,0
0006B3F04A,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,9.67,39.59,0.244253599,1,0,0,0,0,0,0,0,0,0,0,0
0006B3F0AD,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.28,37.025,0.223632681,1,0,0,0,0,0,0,0,0,0,0,0
0006B3F187,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.36,37.675,0.22189781,1,0,0,0,0,0,0,0,0,0,0,0
0006B3F1BA,0,0,0,1,1,1,1,0,0,0,4,MA,0,0,1,0,8.01,38.65,0.207244502,0,0,0,0,0,0,0,0,0,0,1,0
0006B3F365,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,7.67,37.97,0.20200158,0,0,0,0,0,0,0,0,0,0,1,0
0006B3F4B6,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.04,38.89666667,0.206701517,1,0,0,0,0,0,0,0,0,0,0,0
0006B3F709,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,8.02,39.11,0.205062644,0,0,1,0,0,0,0,0,0,0,0,0
0006B3F7B6,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,9.11,37.14,0.245288099,1,0,0,0,0,0,0,0,0,0,0,0
0006B3F961,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.35,37.085,0.22515842,1,0,0,0,0,0,0,0,0,0,0,0
0006B3FA8B,0,0,0,1,1,0,0,0,0,0,2,MA,0,0,1,0,7.8,38.18,0.204295443,0,0,0,0,0,0,1,0,0,0,0,0
0006B3VE48,0,0,0,1,0,0,0,0,0,0,1,MA,0,0,1,0,11.2,38.67,0.289630204,1,0,0,0,0,0,0,0,0,0,0,0
0006B3Y9A6,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,7.68,39.395,0.194948598,0,0,1,0,0,0,0,0,0,0,0,0
0006B970A0,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,9.15,39.74,0.230246603,1,0,0,0,0,0,0,0,0,0,0,0
0006B97399,0,0,0,1,0,0,0,0,0,0,1,FJ,0,1,0,0,10.08,38.955,0.258760108,1,0,0,0,0,0,0,0,0,0,0,0
0006B9A1D5,0,0,0,1,0,0,0,0,0,0,1,MJ,0,0,0,1,8.9,38.97,0.228380806,0,0,1,0,0,0,0,0,0,0,0,0
0006C09B0A,0,0,0,0,1,0,0,0,0,0,1,MA,0,0,1,0,8.63,37.43333333,0.230543188,0,0,0,0,0,0,0,0,0,0,1,0
0006C68219,0,0,0,0,1,0,0,0,0,0,1,MJ,0,0,0,1,7.93,37.93666667,0.209032598,0,0,0,0,0,0,0,0,0,0,1,0
0006C706F4,0,0,0,0,0,0,0,0,0,1,1,FA,1,0,0,0,9.1,38.03333333,0.239263804,0,0,0,0,0,0,0,0,0,0,1,0
0006C74345,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,12.7,37.68333333,0.337019018,1,0,0,0,0,0,0,0,0,0,0,0
0006C748BC,0,0,0,0,0,1,1,1,0,0,3,MA,0,0,1,0,10.8,37.85833334,0.286609942,1,0,0,0,0,0,0,0,0,0,0,0
0006C74937,0,0,0,0,0,1,0,0,0,0,1,MJ,0,0,0,1,9.2,37.6,0.244680851,0,0,0,0,0,0,0,0,0,0,1,0
0006C7497B,0,0,0,0,0,0,0,0,0,1,1,MA,0,0,1,0,8.3,37.96666667,0.218612818,0,0,0,0,0,0,0,0,0,1,0,0
0006C749BD,0,0,0,0,0,0,1,1,0,0,2,MA,0,0,1,0,7.3,38.67,0.18877683,0,0,0,0,0,0,0,0,0,0,1,0
0006C749C1,0,0,0,0,0,0,1,1,1,0,3,FA,1,0,0,0,9.5,38.13333333,0.249125874,0,0,0,0,0,0,0,1,0,0,0,0
0006C749C2,0,0,0,0,0,1,1,1,0,0,3,FA,1,0,0,0,11.9,39.03333333,0.304867635,0,0,0,0,0,0,0,0,0,0,1,0
0006C749C3,0,0,0,0,0,0,1,0,1,0,2,MA,0,0,1,0,7.5,38.91333333,0.192735995,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A05,0,0,0,0,0,0,1,0,0,0,1,MA,0,0,1,0,7.2,37.9,0.189973615,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A07,0,0,0,0,0,0,1,0,0,0,1,MJ,0,0,0,1,7.7,36.28333333,0.21221865,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A0A,0,0,0,0,0,0,1,0,0,0,1,MA,0,0,1,0,7.9,39.03333333,0.202391119,0,0,0,0,0,0,0,0,0,0,0,1
0006C74A4F,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,11.4,36.76666667,0.310063463,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A50,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,13.1,37.6,0.348404255,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A51,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,9.5,37.21,0.255307713,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A95,0,0,0,0,0,0,0,1,0,0,1,MJ,0,0,0,1,8.2,37.85333333,NA,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A96,0,0,0,0,0,0,0,1,0,0,1,FJ,0,1,0,0,7.8,37.66666667,NA,0,0,0,0,0,0,0,0,0,0,1,0
0006C74A9C,0,0,0,0,0,0,1,0,0,0,1,FJ,0,1,0,0,8.5,38.5,0.220779221,0,0,0,0,0,0,0,0,0,0,1,0
0006C74AA0,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,11.1,37.26666667,0.297853309,0,0,0,0,0,0,0,0,0,0,1,0
0006C74ADF,0,0,0,0,0,0,0,0,0,1,1,FA,1,0,0,0,8.5,38.16666667,0.222707424,0,0,0,0,0,0,0,0,0,0,1,0
0006C74AE2,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.9,38.98333333,0.27960667,0,0,0,0,0,0,0,0,0,0,0,1
0006C74AE3,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,9.1,38.63333333,0.235547886,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B27,0,0,0,0,0,0,0,0,1,1,2,MA,0,0,1,0,7.7,37.66666667,0.204424779,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B29,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,10.45,39.03333334,0.267679619,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B2A,0,0,0,0,0,0,1,0,0,0,1,MA,0,0,1,0,8,37.76666667,0.211827008,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B2C,0,0,0,0,0,0,0,0,0,1,1,FA,1,0,0,0,8.9,39.23333333,0.226847918,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B33,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,11.9,36.6,0.325136612,0,0,0,0,0,0,0,0,0,0,1,0
0006C74B6E,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,12.3,36.8,0.33423913,0,0,0,0,0,0,0,0,0,1,0,0
0006C74B7B,0,0,0,0,0,0,0,0,0,1,1,FA,1,0,0,0,8.5,36.7,0.231607629,0,0,0,0,0,0,0,0,0,0,1,0
0006C74BBE,0,0,0,0,0,1,0,0,0,0,1,MJ,0,0,0,1,8.2,38.13333333,0.215034965,0,0,0,0,0,0,0,0,0,0,1,0
0006C74BC0,0,0,0,0,0,1,1,0,0,1,3,FA,1,0,0,0,13.3,37.96666667,0.350307287,0,0,0,0,0,0,0,0,0,0,1,0
0006C74BC3,0,0,0,0,0,1,0,1,0,1,3,MA,0,0,1,0,11,36.9,0.298102981,0,0,0,0,0,0,0,0,0,0,1,0
0006C74BC8,0,0,0,0,0,1,1,0,0,0,2,MA,0,0,1,0,10.15,36.875,0.275351451,1,0,0,0,0,0,0,0,0,0,0,0
0006C74C1B,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,12.1,38.8,0.31185567,0,0,0,0,0,0,0,0,0,0,1,0
0006C74C1E,0,0,0,0,0,1,1,1,0,0,3,MA,0,0,1,0,11.7,38.46666667,0.304159445,0,0,0,0,0,0,0,0,0,0,1,0
0006C74C78,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,9.8,38.06666667,0.257443082,0,0,0,0,0,0,0,0,0,0,1,0
0006C74C7A,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,8.9,38.73333333,0.229776248,0,0,0,0,0,0,0,0,0,0,1,0
0006C74C7D,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,10,37.93333333,0.263620387,0,0,0,0,0,0,0,0,0,0,1,0
0006C74C83,0,0,0,0,0,1,0,1,0,0,2,MA,0,0,1,0,12.5,37.43333333,0.333926981,0,0,0,0,0,0,0,0,0,0,1,0
0006C74CD8,0,0,0,0,0,0,1,1,1,0,3,MA,0,0,1,0,8.2,39.96666667,0.205170976,0,0,0,0,0,0,0,0,0,0,1,0
0006C74CD9,0,0,0,0,0,1,1,0,0,0,2,FA,1,0,0,0,12.5,39.03333333,0.320239112,0,0,0,0,0,0,0,0,0,0,1,0
0006C74CDA,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.8,38.33333333,0.28173913,0,0,0,0,0,0,0,0,0,0,1,0
0006C74CDB,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,12.4,37.2,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0
0006C74CDD,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,11.7,37.63333333,0.310894597,0,0,0,0,0,0,0,0,0,0,0,1
0006C74CE2,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.6,38.23333333,0.277244987,1,0,0,0,0,0,0,0,0,0,0,0
0006C74D3A,0,0,0,0,0,1,0,0,0,0,1,FJ,0,1,0,0,8.6,37.53333333,0.229129663,0,0,0,0,0,0,0,0,0,0,1,0
0006C74D3C,0,0,0,0,0,0,1,1,0,0,2,MA,0,0,1,0,7.7,37.33333333,0.20625,0,0,0,0,0,0,0,0,0,0,1,0
0006C74D3F,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,11.5,37.83333333,0.303964758,1,0,0,0,0,0,0,0,0,0,0,0
0006C74D41,0,0,0,0,0,1,1,0,0,0,2,MA,0,0,1,0,12.5,38.73333333,0.322719449,0,0,0,0,0,0,0,0,0,0,1,0
0006C74DA1,0,0,0,0,0,0,1,0,0,0,1,MA,0,0,1,0,8.5,38.46666667,0.220970537,0,0,0,0,0,0,0,0,0,0,1,0
0006C74DA5,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,9.6,37.53333333,0.255772647,0,0,0,0,0,0,0,0,0,0,1,0
0006C74E04,0,0,0,0,0,1,1,0,0,0,2,FA,1,0,0,0,8.9,39,0.228205128,0,0,0,0,0,0,0,0,0,0,1,0
0006C74E07,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.3,38.41666667,0.268112798,1,0,0,0,0,0,0,0,0,0,0,0
0006C74E08,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.7,37.5,0.285333333,0,0,0,0,0,0,0,0,0,0,1,0
0006C74E0D,0,0,0,0,0,0,0,1,0,0,1,FJ,0,1,0,0,8.6,38.43333333,NA,0,0,0,0,0,0,0,0,0,0,1,0
0006C74E6D,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.9,36.5,0.298630137,0,0,0,0,0,0,0,0,0,0,1,0
0006C74E6E,0,0,0,0,0,1,1,1,0,0,3,MA,0,0,1,0,13.1,38.2,0.342931937,0,0,0,0,0,0,0,0,0,1,0,0
0006C74ED6,0,0,0,0,0,1,0,1,1,0,3,MA,0,0,1,0,14.3,38.5,0.371428571,1,0,0,0,0,0,0,0,0,0,0,0
0006C74ED7,0,0,0,0,0,0,1,0,0,0,1,MA,0,0,1,0,8.1,38.1,0.212598425,0,0,0,0,0,0,0,0,0,0,1,0
0006C74EDB,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,8.2,39.83333333,0.205857741,0,0,0,0,0,0,0,0,0,0,1,0
0006C74F42,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,11.5,37.91666667,0.303296703,0,0,0,0,0,0,0,0,0,0,0,1
0006C74F43,0,0,0,0,0,1,0,1,0,0,2,MA,0,0,1,0,10.2,37.2,0.274193548,0,0,0,0,0,0,0,0,0,0,1,0
0006C74F44,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,14.4,39.56666667,0.363942713,0,0,0,0,0,0,0,0,0,0,0,1
0006C74F46,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,12.8,38.9,0.329048843,0,0,0,0,0,0,0,0,0,0,1,0
0006C74F47,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,12.9,38.2,0.337696335,0,0,0,0,0,0,0,0,0,0,1,0
0006C74FAF,0,0,0,0,0,1,0,0,0,0,1,MA,0,0,1,0,10.5,38.26666667,0.274390244,0,0,0,0,0,0,0,0,0,0,1,0
0006C74FB0,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,9.4,41.05666667,0.228951855,0,0,0,0,0,0,0,0,0,0,1,0
0006C74FB1,0,0,0,0,0,0,1,0,0,1,2,MA,0,0,1,0,7.2,38.03333333,0.189307625,0,0,0,0,0,0,0,0,0,0,0,1
0006C74FB2,0,0,0,0,0,1,1,0,0,0,2,MA,0,0,1,0,12.8,39.6,0.323232323,0,0,0,0,0,0,0,0,0,0,1,0
0006C74FB3,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,9.2,39.87333333,0.230730647,0,0,0,0,0,0,0,0,0,0,1,0
0006C74FB8,0,0,0,0,0,0,0,0,0,1,1,FA,1,0,0,0,9.3,37.66666667,0.246902655,0,0,0,0,0,0,0,0,0,0,1,0
0006C7501B,0,0,0,0,0,0,0,0,1,0,1,MA,0,0,1,0,10.2,38.96666667,0.26176219,0,0,0,0,0,0,0,0,0,0,1,0
0006C7501D,0,0,0,0,0,0,1,0,0,0,1,FA,1,0,0,0,7.7,37.9,0.203166227,0,0,0,0,0,0,0,0,0,0,1,0
0006C7501F,0,0,0,0,0,1,0,0,0,0,1,FA,1,0,0,0,13.6,37.5,0.362666667,0,0,0,0,0,0,0,0,0,0,1,0
