"ch" "GR" "weight" "FA" "BCI" "sex" "ageclass"
"0100000" "MA" 8.73 37.04333333 0.235669936 "M" "A"
"0101010" "MA" 7.33 38.621666665 0.189813204 "M" "A"
"0010000" "MA" 7.1 37.2 0.190860215 "M" "A"
"0010000" "MA" 8.1 39.4 0.205583756 "M" "A"
"0100000" "FA" 10.33 38.15666667 0.270725954 "F" "A"
"0000001" "MA" 8.7 38 0.228947368 "M" "A"
"1000010" "MA" 11.38 39.28 0.289714868 "M" "A"
"0011000" "MA" 7.9 39.4 0.200507614 "M" "A"
"1100000" "FA" 13.4 37.34 0.358864488 "F" "A"
"1000000" "MA" 11.53 38.066 0.302894972 "M" "A"
"0010000" "MA" 8 38.3 0.208877285 "M" "A"
"0100000" "MJ" 8.1 39.87333333 0.203143287 "M" "J"
"0010000" "MA" 7.3 37.35 0.195448461 "M" "A"
"1000000" "MA" 12.33 37.855 0.32571655 "M" "A"
"0010010" "MA" 7.5 38.86666667 0.19296741 "M" "A"
"1100000" "FA" 13.4 37.15 0.360699865 "F" "A"
"0010000" "FA" 7.5 37.86666667 0.19806338 "F" "A"
"1100000" "FA" 11.05 37.855 0.291903315 "F" "A"
"0010000" "MA" 7.4 38 0.194736842 "M" "A"
"0101000" "FA" 9.44 36 0.262222222 "F" "A"
"0100000" "MA" 8.73 38.74666667 0.225309704 "M" "A"
"1000000" "MA" 9.59 37.373 0.25660236 "M" "A"
"0100000" "MA" 7.7 36.43 0.21136426 "M" "A"
"0100000" "MA" 8.25 38.12333333 0.216402903 "M" "A"
"0100000" "MA" 8.93 38.28333333 0.233260775 "M" "A"
"0000010" "FA" 9.3 37.33333333 0.249107143 "F" "A"
"1000000" "FA" 11.11 38.72 0.286931818 "F" "A"
"0100000" "MA" 8.11 37.99 0.213477231 "M" "A"
"1101000" "MA" 13.38 39.16 0.341675179 "M" "A"
"0100001" "MA" 8.3 36.55333333 0.227065475 "M" "A"
"1000101" "MA" 10.69 36.47 0.293117631 "M" "A"
"1000000" "FA" 12.29 37.825 0.324917383 "F" "A"
"1000000" "MA" 11.96 37.825 0.316192994 "M" "A"
"0011000" "MA" 9.6 39.083333335 0.2454773595 "M" "A"
"0100000" "FA" 8.51 38.83 0.219160443 "F" "A"
"1000000" "FA" 8.87 38.965 0.22764019 "F" "A"
"0100000" "MA" 8.28 36.46333333 0.227077429 "M" "A"
"0010000" "MA" 7.2 38 0.189473684 "M" "A"
"0100000" "MA" 8.42 38.7 0.217571059 "M" "A"
"0100000" "MA" 8.15 37.78666667 0.215684545 "M" "A"
"0100000" "MA" 8.96 38.73333333 0.231325301 "M" "A"
"0101010" "MA" 8.93 36.85666667 0.242289952 "M" "A"
"1000000" "FA" 10.48 38.99 0.268786868 "F" "A"
"0100000" "FA" 9.2 36.7 0.250681199 "F" "A"
"0100000" "MA" 7.39 36.29666667 0.203599963 "M" "A"
"0100000" "FA" 9.31 39.41666667 0.236194503 "F" "A"
"0100000" "MA" 9.39 39.53666667 0.237501054 "M" "A"
"1011100" "FA" 12.09 37.635 0.32125779 "F" "A"
"1000100" "MJ" 8.09 36.615 0.220947699 "M" "J"
"0100000" "MA" 9.96 38.34 0.259780908 "M" "A"
"0100000" "MJ" 8.2 37.87 0.216530235 "M" "J"
"0010000" "MA" 6.8 36.1 0.188365651 "M" "A"
"0100000" "MA" 8.52 37.87666667 0.224940597 "M" "A"
"0110000" "MA" 8.16 38.438333335 0.2122217935 "M" "A"
"1000000" "MA" 13.7 38.075 0.359816152 "M" "A"
"0010000" "MA" 7.6 36.23333333 0.20975161 "M" "A"
"0010000" "MA" 7.4 38 0.194736842 "M" "A"
"0010000" "MA" 7 38 0.184210526 "M" "A"
"0100000" "MA" 7.68 36.92333333 0.207998556 "M" "A"
"0100000" "MA" 8.05 36.07 0.223177156 "M" "A"
"0010100" "MA" 7.9 38 0.207894737 "M" "A"
"0100000" "FJ" 8.15 38.24666667 0.213090465 "F" "J"
"0101100" "MA" 7.83 36.34333333 0.21544529 "M" "A"
"0010100" "MA" 7.4 37.35 0.198125837 "M" "A"
"0100000" "FA" 10.18 38.36333333 0.265357546 "F" "A"
"0100000" "FA" 9.11 38.95666667 0.233849576 "F" "A"
"0101111" "MA" 7.66 37.22333333 0.205784902 "M" "A"
"0101111" "MJ" 9.66 37.68666667 0.256324076 "M" "J"
"1011000" "MA" 11.35 38.13 0.2976794765 "M" "A"
"0011110" "MA" 7.7 38.2 0.201570681 "M" "A"
"0000100" "MJ" 7.3 34.56666667 0.211186113769413 "M" "J"
"0100000" "FJ" 8.29 38.67333333 0.214359593 "F" "J"
"0100000" "MA" 8.35 37.79333333 0.220938437 "M" "A"
"0010100" "MA" 7.6 37 0.205405405 "M" "A"
"0100000" "MA" 8.55 37.01 0.231018644 "M" "A"
"0100000" "FA" 8.11 36.61666667 0.221483842 "F" "A"
"0010000" "MA" 6 37.41666667 0.160356347 "M" "A"
"0101100" "MA" 8.02 37.1 0.216172507 "M" "A"
"0100000" "MA" 8.84 38.58666667 0.229094679 "M" "A"
"0100100" "MA" 11.48 35.29 0.325304619 "M" "A"
"1000010" "FA" 11.56 38.23 0.30238033 "F" "A"
"0100000" "MA" 8.26 35.91666667 0.229976798 "M" "A"
"0010000" "MA" 7.2 37.13333333 0.193895871 "M" "A"
"0100000" "FA" 9.63 38.66666667 0.249051724 "F" "A"
"0100000" "MA" 8.22 37 0.222162162 "M" "A"
"0100000" "MJ" 8.13 37.4 0.217379679 "M" "J"
"0100000" "MA" 8.88 38.64 0.229813665 "M" "A"
"0010110" "MA" 7.4 38.3 0.193211488 "M" "A"
"1000000" "MA" 11 37.175 0.295897781 "M" "A"
"0100000" "FA" 7.9 36.68 0.215376227 "F" "A"
"0010000" "MA" 8 38.1 0.209973753 "M" "A"
"0100000" "FA" 8.59 36.75333333 0.233720297 "F" "A"
"0011000" "MA" 6.8 38.53333333 0.176470588 "M" "A"
"0100000" "MA" 8.94 38.23 0.233847764 "M" "A"
"0100000" "FA" 8.9 38.5 0.231168831 "F" "A"
"0100000" "MA" 8.52 38.02 0.224092583 "M" "A"
"0100000" "MA" 8.46 37.46333333 0.225820803 "M" "A"
"1000000" "MJ" 8.34 38.11 0.218840199 "M" "J"
"0100000" "MA" 8.99 39.77333333 0.226030841 "M" "A"
"1000000" "MJ" 9.41 36.28 0.259371555 "M" "J"
"1000000" "FA" 12.91 39.97 0.322992244 "F" "A"
"1000000" "MA" 13.03 37.72 0.345440085 "M" "A"
"0010000" "MA" 8.1 37.46666667 0.216192171 "M" "A"
"0100000" "MA" 8.47 37.63333333 0.22506643 "M" "A"
"1001000" "FA" 11.24 37.31 0.301247956 "F" "A"
"0100000" "MA" 7.03 35.29333333 0.19918776 "M" "A"
"0010000" "MA" 7 38.53333333 0.1816609 "M" "A"
"0010000" "MA" 9.3 37.63333333 0.247121346 "M" "A"
"0101101" "MA" 8.85 39.56666667 0.227969671 "M" "A"
"0011000" "MA" 7.6 37.66666667 0.201769912 "M" "A"
"0010000" "MA" 7.7 38.01666667 0.202542744 "M" "A"
"0010100" "MA" 7 36.56666667 0.191431176 "M" "A"
"0100000" "MA" 7.96 37.99 0.209528823 "M" "A"
"0100000" "MA" 8.73 38.19 0.228593873 "M" "A"
"0100000" "MA" 9.43 39.04 0.241547131 "M" "A"
"0000101" "MJ" 8.2 38.06666667 0.215411558650139 "M" "J"
"1100110" "MA" 12.21 38.765 0.314974848 "M" "A"
"0100000" "MA" 7.63 38.14666667 0.200017476 "M" "A"
"0000110" "FA" 8.4 38.86666667 0.216123499123832 "F" "A"
"0101000" "MA" 7.3 38.43666667 0.189922817 "M" "A"
"0100000" "MA" 8.58 37.68 0.227707006 "M" "A"
"0100000" "MA" 8.79 37.99666667 0.231336082 "M" "A"
"0010000" "FA" 8 37.2 0.215053763 "F" "A"
"0100000" "FA" 35.61 36.02 0.988617435 "F" "A"
"0110000" "MA" 7.6 37.93 0.20038438 "M" "A"
"0100011" "FA" 9.85 38.50666667 0.255799861 "F" "A"
"0100000" "MA" 7.69 39.74 0.1935078005 "M" "A"
"0000100" "FA" 8 38 0.210526315789474 "F" "A"
"0100000" "FA" 7.56 38.02333333 0.198825283 "F" "A"
"0000001" "FA" 8.1 37 0.218918919 "F" "A"
"0000100" "FJ" 8.1 38.63333333 0.209663503037935 "F" "J"
"0100000" "MA" 8.62 36.94 0.233351381 "M" "A"
"0010000" "MA" 8.3 39.03333333 0.21263877 "M" "A"
"0010000" "MA" 6.9 36.4 0.18956044 "M" "A"
"1101011" "FA" 12.66 36.795 0.344068488 "F" "A"
"0100000" "FA" 7.11 36.76666667 0.193381686 "F" "A"
"0010000" "MA" 7.2 36.3 0.198347107 "M" "A"
"0100000" "MA" 8.91 38.08333333 0.233960613 "M" "A"
"1000000" "FA" 11.97 38.935 0.307435469 "F" "A"
"1100000" "MA" 12.81 38.565 0.332166472 "M" "A"
"0100101" "FA" 8.8 38.23 0.230185718 "F" "A"
"0010000" "MA" 7.6 39 0.194871795 "M" "A"
"0100000" "MA" 8.25 37.34666667 0.220903249 "M" "A"
"0010000" "MA" 6.7 150.4333333 0.044538001 "M" "A"
"0100000" "MA" 8.39 37.59 0.223197659 "M" "A"
"1100000" "MA" 9.17 37.53 0.244337863 "M" "A"
"0100000" "MA" 8.27 38.32333333 0.215795425 "M" "A"
"1000000" "MA" 11.41 36.245 0.314802042 "M" "A"
"1001000" "MJ" 11.12 39.465 0.281768656 "M" "J"
"0100000" "MA" 8.95 38.58666667 0.231945404 "M" "A"
"1000000" "FJ" 8.61 38.885 0.221422142 "F" "J"
"1101000" "FA" 13.74 39.24 0.350152905 "F" "A"
"1101100" "FA" 11.825 39.058331665 0.3027275265 "F" "A"
"1000000" "MA" 10 37.893 0.263900984 "M" "A"
"0010000" "MA" 7.2 38 0.189473684 "M" "A"
"0110000" "MA" 9.3 39.03666667 0.238237554 "M" "A"
"0100000" "MA" 7.7 37.1 0.20754717 "M" "A"
"0100000" "MA" 8.08 37.21 0.217145929 "M" "A"
"0010000" "MA" 7.35 36 0.205555556 "M" "A"
"0000001" "MA" 8.9 37.06666667 0.240107914 "M" "A"
"0100000" "FA" 9.7 37.93333333 0.255711775 "F" "A"
"0100000" "MA" 8.24 37.61 0.219090667 "M" "A"
"0100000" "MA" 9.52 38.44666667 0.247615745 "M" "A"
"0000010" "FA" 7.5 37.2 0.201612903 "F" "A"
"0100110" "MA" 8.84 36.94666667 0.239263804 "M" "A"
"1100000" "MA" 10.96 38.645 0.283607194 "M" "A"
"1101000" "FA" 13.19 38.075 0.346421536 "F" "A"
"1000000" "MA" 10.59 37.455 0.282739287 "M" "A"
"0100100" "MA" 9.69 37.47666667 0.258560882 "M" "A"
"0100000" "MA" 7.65 38.22666667 0.200122079 "M" "A"
"0011000" "MA" 7.3 37.4 0.195187166 "M" "A"
"0010000" "MA" 7.2 37.93333333 0.189806678 "M" "A"
"0100000" "MA" 8.18 38.01 0.215206525 "M" "A"
"0100011" "FA" 7.44 36.76 0.202393906 "F" "A"
"0000010" "FA" 10.7 38.83333333 0.275536481 "F" "A"
"0100000" "FA" 9.32 38.26 0.243596445 "F" "A"
"0100100" "MA" 8.77 38.64 0.226966874 "M" "A"
"1000000" "MA" 7.4 36.7266 0.201488839 "M" "A"
"1101100" "MA" 11.25 38.53 0.291980275 "M" "A"
"0100000" "FA" 9.59 38.42333333 0.249587924 "F" "A"
"0010100" "MA" 7.7 37.46666667 0.205516014 "M" "A"
"0100000" "FA" 8.59 37.40333333 0.229658676 "F" "A"
"0101000" "FA" 7.92 36.66333333 0.216019638 "F" "A"
"0010110" "MA" 7.6 39.1 0.194373402 "M" "A"
"0100000" "MA" 9.09 38.13666667 0.238353291 "M" "A"
"0100000" "FA" 8.68 36.25 0.239448276 "F" "A"
"0100000" "MA" 8.48 39.44333333 0.214991972 "M" "A"
"0010000" "MA" 7.7 38.43333333 0.200346921 "M" "A"
"0010000" "MA" 8.7 38 0.228947368 "M" "A"
"0100000" "MA" 9.08 38.59666667 0.235253476 "M" "A"
"0100000" "FA" 10.86 40.32 0.269345238 "F" "A"
"0100100" "MA" 7.7 36.87 0.208841877 "M" "A"
"0100000" "MA" 7.98 36.49333333 0.218670077 "M" "A"
"0011100" "MA" 7.8 37.93333333 0.205623902 "M" "A"
"0011000" "MA" 6.4 36.5 0.175342466 "M" "A"
"1100000" "FA" 14.04 39.3 0.357251908 "F" "A"
"0100000" "MA" 7.4 37.30333333 0.198373693 "M" "A"
"0100000" "FA" 8.4 38.08333333 0.220568928 "F" "A"
"0010011" "MA" 6.7 38 0.176315789 "M" "A"
"0100000" "MA" 8.22 36.93333333 0.222563177 "M" "A"
"0011100" "MA" 6.7 36.66666667 0.182727273 "M" "A"
"0000010" "MA" 10.4 39.36666667 0.264182896 "M" "A"
"1100000" "FJ" 10.66 35.975 0.296316887 "F" "J"
"0000100" "FA" 8.1 38.7 0.209302325581395 "F" "A"
"0011100" "MA" 8 38.03333333 0.210341805 "M" "A"
"0010000" "MA" 7.4 38.3 0.193211488 "M" "A"
"0000100" "MA" 7.1 37.1 0.191374663072776 "M" "A"
"0011010" "MA" 7.7 37.36666667 0.206066012 "M" "A"
"0011000" "MA" 7.9 39 0.202564103 "M" "A"
"0000100" "FJ" 7.5 39.26666667 0.191001697776655 "F" "J"
"1001000" "MJ" 11.11 38.74 0.286783686 "M" "J"
"0100000" "MA" 7.78 38.42 0.202498699 "M" "A"
"0100000" "FJ" 7.42 34.90333333 0.212587145 "F" "J"
"0100000" "MA" 9.34 39.33666667 0.237437505 "M" "A"
"1100000" "MA" 12.05 39.325 0.306420852 "M" "A"
"0100000" "MJ" 7.74 38.36666667 0.201737619 "M" "J"
"0110000" "MA" 8.99 38.74666667 0.232019959 "M" "A"
"0010000" "MA" 7.8 37.5 0.208 "M" "A"
"0011010" "MA" 8 39.1 0.204603581 "M" "A"
"0100000" "MA" 8.36 38.90333333 0.214891612 "M" "A"
"1000000" "FA" 11.98 38.465 0.311451969 "F" "A"
"1100000" "FA" 11.51 38.74 0.297108931 "F" "A"
"1000000" "FA" 9.58 37.45 0.255807744 "F" "A"
"0100000" "FA" 8.92 39.53666667 0.225613355 "F" "A"
"0001000" "FA" 8.8 37.30666667 0.235882773 "F" "A"
"0000100" "FJ" 8.3 38.5 0.215584415584416 "F" "J"
"0011001" "MA" 7.2 36.6 0.196721311 "M" "A"
"0000010" "FA" 7.3 35.93333333 0.203153989 "F" "A"
"0100000" "FA" 9.36 36.99333333 0.253018562 "F" "A"
"0100110" "MJ" 7.73 37.14 0.208131395 "M" "J"
"0100000" "MA" 8.63 37.99333333 0.227145113 "M" "A"
"0100000" "FA" 8.47 36.66666667 0.231 "F" "A"
"0011000" "MA" 7.1 38.1 0.186351706 "M" "A"
"0000010" "FA" 10.5 40.83333333 0.257142857 "F" "A"
"1000000" "MA" 12.72 39.49 0.322106862 "M" "A"
"1000000" "MJ" 9.74 36.13 0.269582065 "M" "J"
"0100000" "MA" 8.33 36.59333333 0.227637092 "M" "A"
"0100000" "MA" 8.3 35.46 0.234066554 "M" "A"
"0100000" "FA" 11.02 41.24 0.267216295 "F" "A"
"1000000" "FJ" 9.74 37.75 0.258013245 "F" "J"
"0010000" "MA" 7.7 37.73333333 0.204063604 "M" "A"
"0010000" "MA" 6.8 37 0.183783784 "M" "A"
"0100010" "MA" 7.81 36.56 0.213621444 "M" "A"
"0100000" "MA" 7.7 38.2 0.201570681 "M" "A"
"0010000" "MA" 7.2 36.6 0.196721311 "M" "A"
"0100000" "MA" 7.96 38.37 0.20745374 "M" "A"
"1000000" "MA" 11.12 38.295 0.290377334 "M" "A"
"0100000" "MA" 8.86 37.76 0.234639831 "M" "A"
"0100000" "FA" 10.61 36.93666667 0.287248443 "F" "A"
"0010000" "MA" 8 37.56666667 0.212954747 "M" "A"
"0101000" "MA" 9.55 38.53666667 0.247815933 "M" "A"
"0100000" "FA" 8.48 37.73333333 0.224734982 "F" "A"
"0100000" "MA" 8.25 37.00333333 0.222952887 "M" "A"
"1100100" "MA" 11.04 37.84 0.291754757 "M" "A"
"0000010" "FA" 8.5 37.6 0.22606383 "F" "A"
"0100000" "MJ" 7.95 39.14 0.203117016 "M" "J"
"0100000" "MJ" 8.28 38.16 0.216981132 "M" "J"
"0100000" "FA" 7.73 35.57 0.217317965 "F" "A"
"0010010" "MA" 7.2 37 0.194594595 "M" "A"
"0100000" "FA" 8.33 36.60666667 0.22755418 "F" "A"
"0010000" "MA" 7.1 37.2 0.190860215 "M" "A"
"1100101" "FA" 13.35 37.475 0.356237492 "F" "A"
"0110000" "MA" 9.46 40.89666667 0.231314696 "M" "A"
"1000000" "MA" 12.9 39.345 0.327868852 "M" "A"
"0100000" "MA" 7.44 35.99 0.20672409 "M" "A"
"0101010" "MA" 9.92 38.29 0.259075477 "M" "A"
"0100000" "FA" 7.39 34.66666667 0.213173077 "F" "A"
"0100000" "MA" 8.31 37.94333333 0.219010806 "M" "A"
"0100000" "MA" 9.01 38.94 0.231381613 "M" "A"
"0010000" "MA" 7.9 38.53333333 0.205017301 "M" "A"
"0100000" "MA" 8.58 37.57333333 0.228353442 "M" "A"
"0010000" "MA" 8 36.51666667 0.219078047 "M" "A"
"1100000" "MJ" 10.33 37.055 0.278774794 "M" "J"
"0100000" "MA" 8.58 38.31333333 0.223942927 "M" "A"
"0010010" "MA" 7.1 37.4 0.189839572 "M" "A"
"0100000" "MA" 8.16 39.6 0.206060606 "M" "A"
"0101100" "MA" 9.75 38.78 0.251418257 "M" "A"
"1000000" "MJ" 10.67 37.06 0.287911495 "M" "J"
"0010010" "MA" 7.6 39.16666667 0.194042553 "M" "A"
"1000000" "FA" 12.61 39.115 0.322382718 "F" "A"
"0100000" "MA" 8.12 35.76666667 0.227027027 "M" "A"
"0100000" "MJ" 8.55 37.59 0.22745411 "M" "J"
"0010000" "MA" 6.9 37.7 0.183023873 "M" "A"
"0010000" "FA" 7.5 38.33333333 0.195652174 "F" "A"
"0100000" "MA" 8.05 36.4 0.221153846 "M" "A"
"0010000" "MA" 7.7 38.1 0.202099738 "M" "A"
"0010000" "MA" 7 37.45 0.186915888 "M" "A"
"1000000" "MA" 14.22 37.82 0.375991539 "M" "A"
"0100000" "FA" 8.34 39.32333333 0.212087819 "F" "A"
"1100000" "FA" 11.15 37.285 0.299047874 "F" "A"
"0100000" "FA" 6.97 37.38666667 0.1864301 "F" "A"
"0011110" "MA" 7.2 37.2 0.193548387 "M" "A"
"0100000" "FA" 9.36 38.54333333 0.242843553 "F" "A"
"0000100" "FJ" 7.6 38.06666667 0.199649737285495 "F" "J"
"1000000" "MA" 10.12 36.57 0.27672956 "M" "A"
"0010000" "MA" 7.2 37.3 0.193029491 "M" "A"
"0100000" "MA" 8.22 39.23 0.20953352 "M" "A"
"0100000" "FA" 7.6 36.65666667 0.207329272 "F" "A"
"0010000" "MA" 7.6 37.2 0.204301075 "M" "A"
"0010000" "MA" 6.7 38 0.176315789 "M" "A"
"0100000" "MA" 10.08 37.45333333 0.269134923 "M" "A"
"0110010" "FA" 7.25 35.51333333 0.204148677 "F" "A"
"0010000" "MA" 6.8 37.41666667 0.181737194 "M" "A"
"0100000" "FJ" 7.93 38.12 0.208027282 "F" "J"
"0010000" "MA" 7.2 39 0.184615385 "M" "A"
"0100000" "MA" 9.63 38.02 0.253287743 "M" "A"
"0100000" "MJ" 6.94 36.71333333 0.189032141 "M" "J"
"1100000" "MJ" 7.75 37.71666 0.205479488 "M" "J"
"0100010" "FA" 8 37.09666667 0.215652799 "F" "A"
"1100000" "FA" 11.12 37.98 0.292785677 "F" "A"
"0111000" "MA" 9.31 37.62666667 0.2474309 "M" "A"
"0101101" "MJ" 7.43 37.91 0.195990504 "M" "J"
"1010000" "MA" 9.16 36.503333335 0.250816425 "M" "A"
"1000000" "FA" 10.59 38.9405 0.271953365 "F" "A"
"0101100" "MA" 8.75 39.02666667 0.224205671 "M" "A"
"0010000" "MA" 7.7 38.8 0.198453608 "M" "A"
"1110101" "MA" 11.305 38.39 0.2944764255 "M" "A"
"0011000" "MA" 7.85 39.233333335 0.2000617185 "M" "A"
"0011000" "MA" 7.5 37.03333333 0.202520252 "M" "A"
"0100000" "MA" 9.26 37.71 0.245558207 "M" "A"
"0100000" "MA" 8.2 37.14333333 0.2207664 "M" "A"
"1000000" "FJ" 7.73 37.25 0.207516779 "F" "J"
"1100000" "MA" 12.08 37.935 0.318439436 "M" "A"
"0100000" "FA" 8.92 38.77333333 0.230055021 "F" "A"
"0100000" "MA" 8.53 38.40666667 0.222096858 "M" "A"
"0010000" "FA" 13.3 37.86666667 0.351232394 "F" "A"
"0001000" "MA" 8.2 38.57666667 0.212563726 "M" "A"
"0000100" "FJ" 9.4 39.31666667 0.23908435775845 "F" "J"
"0010010" "FA" 13.3 40.28333333 0.3301587845 "F" "A"
"0000001" "FA" 9.1 37.13333333 0.245062837 "F" "A"
"0001000" "FA" 11.2 39.6 0.282828283 "F" "A"
"0010000" "MA" 10.9 37.2 0.293010753 "M" "A"
"0001000" "FA" 7.7 37.16666667 0.207174888 "F" "A"
"0010100" "MA" 12.1 39.83333333 0.30376569 "M" "A"
"0010000" "MA" 13 39.3 0.330788804 "M" "A"
"0010000" "FA" 10.1 39.13333333 0.258091993 "F" "A"
"0001000" "MA" 8 38.16666667 0.209606987 "M" "A"
"0010000" "MA" 8.7 38.26666667 0.227351916 "M" "A"
"0010000" "FA" 13.45 38.483333335 0.349502577 "F" "A"
"0001000" "FA" 8.1 38.43333333 0.210754553 "F" "A"
"0010000" "MA" 12.2 38.03333333 0.320771253 "M" "A"
"0001000" "MA" 7.8 36.80666667 0.211918131 "M" "A"
"0000001" "FA" 9 39 0.230769231 "F" "A"
"0010000" "MA" 10.9 37.4 0.29144385 "M" "A"
"0011000" "FA" 13.4 39.03333333 0.343296328 "F" "A"
"0010000" "MA" 8.4 38.46666667 0.218370884 "M" "A"
"0001001" "MA" 8.2 39.7 0.206549118 "M" "A"
"0011100" "MJ" 8.8 37.43333333 0.235084595 "M" "J"
"0010000" "FA" 10.4 39.4 0.263959391 "F" "A"
"0010000" "MA" 7.8 38.2 0.204188482 "M" "A"
"0010000" "MA" 10.9 38.53333333 0.282871972 "M" "A"
"0010000" "MA" 10.5 37.2 0.282258065 "M" "A"
"0010010" "FA" 11.1 37.433333335 0.2965273945 "F" "A"
"0001001" "MA" 13.6 37.26666667 0.364937388 "M" "A"
"0010100" "MA" 11.4 38.5 0.296103896 "M" "A"
"0010000" "MJ" 9.7 38.266666665 0.253660535 "M" "J"
"0011000" "MA" 12.3 37.23333333 0.33034915 "M" "A"
"0011000" "FA" 9.7 36 0.269444444 "F" "A"
"0010000" "MA" 12.2 37.2 0.327956989 "M" "A"
"0010000" "MA" 11.2 38.1 0.293963255 "M" "A"
"0010000" "MA" 11.6 40.93333333 0.283387622 "M" "A"
"0010000" "FA" 11.6 38.7 0.299741602 "F" "A"
"0010000" "FJ" 8.6 39.16666667 0.219574468 "F" "J"
"0011000" "MA" 11.5 37.6 0.305851064 "M" "A"
"0010000" "FA" 12.4 38.833333335 0.3193403065 "F" "A"
"0011000" "MA" 11.8 37.13333333 0.317773788 "M" "A"
"0001000" "MA" 8.4 39.18333333 0.214376861 "M" "A"
"0001000" "FA" 9.1 39.9 0.228070175 "F" "A"
"0001000" "MA" 7.3 37.2 0.196236559 "M" "A"
"0011000" "MA" 13.1 39.2 0.334183673 "M" "A"
"0010000" "FA" 13.4 38.96666667 0.343883661 "F" "A"
"0011001" "MA" 16.1 40.7 0.395577396 "M" "A"
"0000001" "FA" 8.1 38.2 0.212041885 "F" "A"
"0011110" "MA" 12.7 38 0.334210526 "M" "A"
"0000001" "FA" 9.5 37.83333333 0.251101322 "F" "A"
"0011000" "MA" 11.4 37.93333333 0.300527241 "M" "A"
"0010000" "FA" 8.3 36.8 0.225543478 "F" "A"
"0010000" "MA" 11.5 38.03333333 0.302366345 "M" "A"
"0001000" "FA" 9.7 39.31 0.24675655 "F" "A"
"0010000" "MA" 10.85 37.45 0.2896827095 "M" "A"
"0010000" "MA" 12 38.13333333 0.314685315 "M" "A"
"0010100" "MA" 9.7 37.3 0.260053619 "M" "A"
"0011000" "MA" 12.7 38.76666667 0.327601032 "M" "A"
"0010000" "MA" 10.6 38.73333333 0.273666093 "M" "A"
"0010010" "MA" 12.3 38.8 0.317010309 "M" "A"
"0010011" "FA" 12.7 37 0.343243243 "F" "A"
"0010011" "MA" 11.6 37.93333333 0.305799649 "M" "A"
"0010000" "MA" 12.8 37.8 0.338624339 "M" "A"
"0011100" "MA" 10.9 38.16666667 0.28558952 "M" "A"
"0000100" "FA" 8.5 39.1 0.217391304347826 "F" "A"
"0010000" "FA" 9.7 39 0.248717949 "F" "A"
"0000001" "MA" 8.6 37.36666667 0.23015165 "M" "A"
"0000100" "FJ" 7.7 39.03333333 0.197267292928887 "F" "J"
"0001000" "FA" 7.3 38.13333333 0.191433566 "F" "A"
"0000001" "FJ" 8 147.7333333 0.054151625 "F" "J"
"0010000" "MA" 11.6 38.86666667 0.298456261 "M" "A"
"0000001" "MA" 7.7 37.03333333 0.207920792 "M" "A"
"0010000" "MA" 11.6 37.2 0.311827957 "M" "A"
"0010000" "FA" 10.4 37.76666667 0.27537511 "F" "A"
"0010000" "FA" 10.3 39.43333333 0.261200338 "F" "A"
"0010000" "MA" 10.2 37.66666667 0.27079646 "M" "A"
"0001000" "FA" 9.2 39.96666667 0.230191827 "F" "A"
"0001000" "MA" 9.3 38.23333333 0.243243243 "M" "A"
"0011000" "FA" 13.3 39.46666667 0.336993243 "F" "A"
"0000010" "FA" 12.5 39.46666667 0.316722973 "F" "A"
"0010000" "MA" 12.4 37.6 0.329787234 "M" "A"
"0011000" "MA" 12.4 37.7 0.328912467 "M" "A"
"0011000" "FJ" 8.8 38.63333333 0.227782571 "F" "J"
"0001000" "MA" 9.7 37.33333333 0.259821429 "M" "A"
"0011000" "MA" 10.7 36.63333333 0.292083712 "M" "A"
"0011000" "MA" 10.2 37.93333333 0.268892794 "M" "A"
"0010000" "FA" 9.3 37.43333333 0.248441674 "F" "A"
"0001000" "MA" 7.3 37.3 0.195710456 "M" "A"
"0000010" "MA" 8.2 37.5 0.218666667 "M" "A"
"0010000" "FA" 11.75 38.283333335 0.3069238365 "F" "A"
"0010000" "FA" 11.7 38.2 0.306282723 "F" "A"
"0010001" "FA" 9.6 39.36666667 0.243861135 "F" "A"
"0010000" "MA" 12.5 38.06666667 0.328371278 "M" "A"
"0011000" "MA" 10.8 38.16666667 0.282969432 "M" "A"
"0011000" "FA" 9.8 37.13333333 0.263913824 "F" "A"
"0010000" "MA" 9.8 37.43333333 0.261798753 "M" "A"
"0001000" "MA" 7.6 38.56666667 0.197061366 "M" "A"
"0000001" "FA" 9.1 36.7 0.247956403 "F" "A"
"0000010" "FA" 7.4 37.76666667 0.195939982 "F" "A"
"0011010" "MJ" 8.6 36.36666667 0.236480293 "M" "J"
"0000001" "MA" 8.2 37.33333333 0.219642857 "M" "A"
"0000100" "MJ" 8.6 38.1 0.225721784776903 "M" "J"
"0001000" "MA" 8.4 37.26666667 0.225402504 "M" "A"
"0001000" "MJ" 7.7 37.16666667 0.207174888 "M" "J"
"0000001" "FA" 10.2 39 0.261538462 "F" "A"
"0001000" "MA" 7.9 37.55333333 0.210367477 "M" "A"
"0001000" "FA" 13.5 38.73333333 0.348537005 "F" "A"
"0010000" "MA" 11.4 36.2 0.314917127 "M" "A"
"0010001" "FA" 12.2 38.6 0.3160586445 "F" "A"
"0010000" "MA" 9.6 38 0.252631579 "M" "A"
"0010000" "FA" 9.3 40.46666667 0.229818781 "F" "A"
"0010000" "FA" 10 39.26666667 0.25466893 "F" "A"
