capdate,area,location,code,recap,species,Age,sex,repro,mass,faavg,bci
13/08/2011,Interlake,St.George,0006B3EC25,N,MYLU,J,F,NA,9.63,37.59,0.256185156
13/08/2011,Interlake,St.George,0006B3F1BA,N,MYLU,A,M,NA,8.01,38.65,0.207244502
13/08/2011,Interlake,St.George,0006B3F365,N,MYLU,J,M,NA,7.67,37.97,0.20200158
13/08/2011,Interlake,St.George,0006E22A25,N,MYLU,J,F,NA,7.84,38.765,0.202244293
13/08/2011,Interlake,St.George,0006E2564F,N,MYLU,A,F,NA,7.81,39.005,0.20023074
13/08/2011,Interlake,St.George,0007073A6A,N,MYLU,A,F,NA,8.48,38.94,0.21777093
13/08/2011,Interlake,St.George,00070881EC,N,MYLU,J,M,NA,7.58,38.535,0.196704295
13/08/2011,Interlake,St.George,000708C2A7,N,MYLU,A,M,NA,8.75,38.01666667,0.23016221
13/08/2011,Interlake,St.George,000708CCDA,N,MYLU,J,F,NA,7.7,38.44,0.200312175
13/08/2011,Interlake,St.George,000708D7EB,N,MYLU,J,M,NA,7.72,37.06,0.208310847
13/08/2011,Interlake,St.George,00070B25F7,N,MYLU,J,M,NA,7.76,38.385,0.202162303
13/08/2011,Interlake,St.George,00070B8624,N,MYLU,A,M,NA,6.72,37.445,0.179463213
16/08/2011,Northwestern.Ontario,Richard.Lake,7089717,N,MYLU,J,F,NA,7.63,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,000675BFD1,N,MYLU,A,M,NA,9.35,38.31,0.244061603
16/08/2011,Northwestern.Ontario,Richard.Lake,0006969F83,N,MYLU,A,F,NA,11.62,38.68,0.30041365
16/08/2011,Northwestern.Ontario,Richard.Lake,0006970F3F,N,MYLU,A,M,NA,9.13,37.8,0.241534392
16/08/2011,Northwestern.Ontario,Richard.Lake,000697192B,N,MYLU,J,M,NA,9.52,39.32333333,0.242095448
16/08/2011,Northwestern.Ontario,Richard.Lake,0006B36B13,YB,MYLU,A,M,NA,14.12,39.66666667,0.355966387
16/08/2011,Northwestern.Ontario,Richard.Lake,0006B3CFF4,N,MYLU,J,M,NA,8.61,38.895,0.221365214
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C96A47,N,MYLU,J,M,NA,8.67,38.2,0.226963351
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C96B69,N,MYLU,J,M,NA,7.99,38.845,0.205689278
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C96CAC,N,MYLU,A,F,NA,9.22,38.23,0.241171855
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C96E90,N,MYLU,A,M,NA,9.42,38.965,0.241755422
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C96F64,N,MYLU,J,M,NA,8.69,39.44,0.220334686
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C97258,N,MYLU,A,M,NA,9.02,38.205,0.236094752
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9767A,N,MYLU,J,F,NA,7.73,39.30333333,0.19667543
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C976EE,N,MYLU,J,M,NA,9.04,38.10666667,0.237228831
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C97B9B,N,MYLU,J,M,NA,7.99,38.87,0.205556985
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C97D3B,N,MYLU,A,M,NA,8.83,37.455,0.235749566
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9849F,N,MYLU,J,M,NA,7.85,40.11666667,0.195679269
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9851C,N,MYLU,A,M,NA,8.45,37.15,0.227456258
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C988CF,N,MYLU,A,M,NA,10.19,38.895,0.261987402
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9929F,N,MYLU,J,F,NA,8.48,39.84,0.212851406
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C99CF8,YB,MYLU,A,M,NA,10.52,39.53,0.266126992
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C99D68,N,MYLU,J,F,NA,10.15,36.84666667,0.275465895
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9A117,N,MYLU,J,F,NA,8.36,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,0006C9A11B,N,MYLU,J,M,NA,9.9,37.93,0.261007118
16/08/2011,Northwestern.Ontario,Richard.Lake,000706A920,N,MYLU,J,F,NA,8.38,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,00070892ED,N,MYLU,A,F,NA,12.45,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,00070899AD,N,MYLU,A,M,NA,9.38,38.09,0.246258861
16/08/2011,Northwestern.Ontario,Richard.Lake,0007089A4F,N,MYLU,A,F,NA,8.82,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,0007089CEA,N,MYLU,J,F,NA,8.93,37.875,0.235775578
16/08/2011,Northwestern.Ontario,Richard.Lake,000708A838,N,MYLU,A,M,NA,8.18,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,000708B1E7,N,MYLU,A,F,NA,9.47,38.945,0.243163436
16/08/2011,Northwestern.Ontario,Richard.Lake,000708C4B3,N,MYLU,J,F,NA,7.69,NA,NA
16/08/2011,Northwestern.Ontario,Richard.Lake,00070B5669,N,MYLU,J,F,NA,8.56,37.48,0.228388474
16/08/2011,Northwestern.Ontario,Richard.Lake,000969766C,N,MYLU,J,M,NA,8.8,38.81,0.226745684
17/08/2011,Northwestern.Ontario,Richard.Lake,6969140,N,MYLU,J,M,NA,8.74,38.845,0.224996782
17/08/2011,Northwestern.Ontario,Richard.Lake,6970766,N,MYLU,J,M,NA,9.04,39.385,0.229529009
17/08/2011,Northwestern.Ontario,Richard.Lake,000696F200,N,MYLU,A,M,NA,8.34,38.49,0.216679657
17/08/2011,Northwestern.Ontario,Richard.Lake,0006970A76,N,MYLU,A,M,NA,9.65,37.55,0.256990679
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C96A41,N,MYLU,J,F,NA,8.59,38.99,0.220312901
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C96B1A,N,MYLU,J,F,NA,8.85,37.85,0.233817701
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C96D0F,N,MYLU,J,F,NA,7.92,38.56666667,0.205358686
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C9724F,N,MYLU,J,M,NA,7.64,38.035,0.200867622
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C97262,N,MYLU,J,F,NA,8.51,37.875,0.224686469
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C98ED5,N,MYLU,A,F,NA,9.66,38.38,0.25169359
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C9942E,N,MYLU,A,M,NA,9.74,38.52,0.252855659
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C994B3,N,MYLU,J,F,NA,9.89,36.735,0.269225534
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C995B6,N,MYLU,J,F,NA,10.46,38.92666667,0.268710396
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C99633,N,MYLU,J,F,NA,8.51,38.29666667,0.222212551
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C99D5C,N,MYLU,A,M,NA,9.14,40.45,0.225957973
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C99EA2,N,MYLU,J,M,NA,8.21,38.555,0.21294255
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C9A113,N,MYLU,J,M,NA,9.08,38.29,0.237137634
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C9A118,N,MYLU,J,F,NA,8.34,36.89333333,0.226057102
17/08/2011,Northwestern.Ontario,Richard.Lake,0006C9A2E4,N,MYLU,J,F,NA,9.65,40.65333333,0.237372909
18/08/2011,Northwestern.Ontario,Richard.Lake,7088061,N,MYLU,J,F,NA,8.22,38.945,0.211066889
18/08/2011,Northwestern.Ontario,Richard.Lake,7089256,N,MYLU,A,M,NA,8.18,38.65333333,0.211624698
18/08/2011,Northwestern.Ontario,Richard.Lake,7089941,N,MYLU,J,F,NA,8.87,39.73,0.223256985
18/08/2011,Northwestern.Ontario,Richard.Lake,0006C99B91,N,MYLU,J,F,NA,8.54,37.935,0.225121919
18/08/2011,Northwestern.Ontario,Richard.Lake,0006E23886,N,MYLU,J,F,NA,7.87,39.815,0.197664197
18/08/2011,Northwestern.Ontario,Richard.Lake,000706A515,N,MYLU,J,F,NA,8.79,39.59666667,0.221988383
18/08/2011,Northwestern.Ontario,Richard.Lake,000706A712,N,MYLU,J,M,NA,7.51,38.755,0.193781448
18/08/2011,Northwestern.Ontario,Richard.Lake,0007071F59,N,MYLU,J,M,NA,7.27,38.815,0.187298725
18/08/2011,Northwestern.Ontario,Richard.Lake,0007087CCB,N,MYLU,J,M,NA,9.78,39.16,0.249744637
18/08/2011,Northwestern.Ontario,Richard.Lake,0007087F47,N,MYLU,J,M,NA,8.19,38.615,0.212093746
18/08/2011,Northwestern.Ontario,Richard.Lake,000708806E,N,MYLU,J,M,NA,7.79,39.73,0.196073496
18/08/2011,Northwestern.Ontario,Richard.Lake,00070882A9,N,MYLU,A,M,NA,12.22,39.565,0.30885884
18/08/2011,Northwestern.Ontario,Richard.Lake,0007088C94,N,MYLU,J,M,NA,7.76,40.39,0.192126764
18/08/2011,Northwestern.Ontario,Richard.Lake,0007088C97,N,MYLU,A,M,NA,8.78,37.075,0.236817262
18/08/2011,Northwestern.Ontario,Richard.Lake,0007088F1F,N,MYLU,A,F,NA,10.51,37.875,0.277491749
18/08/2011,Northwestern.Ontario,Richard.Lake,0007088V89,N,MYLU,J,M,NA,9.71,38.385,0.252963397
18/08/2011,Northwestern.Ontario,Richard.Lake,00070898AB,N,MYLU,J,M,NA,7.49,39.20333333,0.191055182
18/08/2011,Northwestern.Ontario,Richard.Lake,000708A2E8,N,MYLU,J,M,NA,7.05,36.895,0.191082803
18/08/2011,Northwestern.Ontario,Richard.Lake,000708A40F,N,MYLU,A,M,NA,9.25,38.93666667,0.237565277
18/08/2011,Northwestern.Ontario,Richard.Lake,000708A7CB,N,MYLU,A,M,NA,9.77,38.59,0.253174398
18/08/2011,Northwestern.Ontario,Richard.Lake,000708A9D1,N,MYLU,J,M,NA,8.43,37.76,0.223252119
18/08/2011,Northwestern.Ontario,Richard.Lake,000708ACC1,N,MYLU,J,M,NA,8.11,39.97,0.202902177
18/08/2011,Northwestern.Ontario,Richard.Lake,000708B6A9,N,MYLU,J,M,NA,7,37.77,0.185332274
18/08/2011,Northwestern.Ontario,Richard.Lake,000708B9DF,N,MYLU,J,M,NA,5.79,35.065,0.165121916
18/08/2011,Northwestern.Ontario,Richard.Lake,000708C925,N,MYLU,J,M,NA,7.1,39.06,0.181771633
18/08/2011,Northwestern.Ontario,Richard.Lake,000708D430,N,MYLU,A,M,NA,7.65,38.18,0.200366684
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B51D2,N,MYLU,A,M,NA,9.03,38.305,0.23573946
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B67D8,N,MYLU,A,F,NA,10.1,39.835,0.253545877
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B69F3,N,MYLU,J,M,NA,7.68,37.075,0.207147674
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B740C,N,MYLU,A,M,NA,9.14,36.3,0.251790634
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B76C8,N,MYLU,J,M,NA,7.33,40.32,0.181795635
18/08/2011,Northwestern.Ontario,Richard.Lake,00070B8CF8,N,MYLU,J,F,NA,7.15,38.84,0.184088568
23/08/2011,Grand.Rapids,Firecamp,6969394,N,MYLU,J,F,NA,8.56,38.095,0.224701404
23/08/2011,Grand.Rapids,Firecamp,000675B5ED,N,MYLU,J,M,NA,8.96,39.235,0.228367529
23/08/2011,Grand.Rapids,Firecamp,000696E55A,N,MYLU,J,M,NA,8.37,39.0266,0.214469106
23/08/2011,Grand.Rapids,Firecamp,0006970EE7,N,MYLU,A,F,NA,9.56,38.57,0.247861032
23/08/2011,Grand.Rapids,Firecamp,0006C968E2,N,MYLU,J,F,NA,9.44,38.175,0.247282253
23/08/2011,Grand.Rapids,Firecamp,0006C96F5D,N,MYLU,J,F,NA,8.43,37.645,0.223934121
23/08/2011,Grand.Rapids,Firecamp,0006C98DC9,N,MYLU,J,F,NA,9.77,39.07,0.250063988
23/08/2011,Grand.Rapids,Firecamp,0006C98E54,N,MYLU,A,F,NA,10.29,39.04,0.26357582
23/08/2011,Grand.Rapids,Firecamp,0006C994AF,N,MYLU,J,F,NA,10.44,39.41,0.264907384
23/08/2011,Grand.Rapids,Firecamp,0006C995BC,N,MYLU,J,M,NA,9.32,37.525,0.248367755
23/08/2011,Grand.Rapids,Firecamp,0006C995C2,N,MYLU,J,F,NA,9.01,37.57,0.239819005
23/08/2011,Grand.Rapids,Firecamp,0006C999A8,N,MYLU,J,M,NA,9.39,39.53,0.237541108
23/08/2011,Grand.Rapids,Firecamp,0006C99F13,N,MYLU,J,F,NA,9.55,38.74,0.24651523
23/08/2011,Grand.Rapids,Firecamp,0006C9A0B7,N,MYLU,A,M,NA,8.44,37.675,0.224021234
23/08/2011,Grand.Rapids,Firecamp,0006C9A1CD,N,MYLU,J,M,NA,9.44,38.175,0.247282253
23/08/2011,Grand.Rapids,Firecamp,0006C9A45F,N,MYLU,A,M,NA,6.67,39.11,0.170544618
23/08/2011,Grand.Rapids,Firecamp,0006C9A4A2,N,MYLU,J,M,NA,8.23,37.94,0.216921455
24/08/2011,Grand.Rapids,Abyss,6968108,N,MYLU,A,F,NA,9.62,37.89,0.253892848
24/08/2011,Grand.Rapids,Firecamp,6969734,N,MYLU,J,M,NA,8.6,38.05,0.226018397
24/08/2011,Grand.Rapids,Abyss,6969924,N,MYLU,J,F,NA,8.55,38.00666,0.224960573
24/08/2011,Grand.Rapids,Firecamp,6970948,N,MYLU,J,M,NA,9.94,38.26,0.259801359
24/08/2011,Grand.Rapids,Firecamp,000696750E,N,MYLU,J,F,NA,8.61,38.74,0.222250903
24/08/2011,Grand.Rapids,Abyss,000696881B,N,MYLU,J,F,NA,8.48,38.065,0.222776829
24/08/2011,Grand.Rapids,Abyss,0006968D7F,N,MYLU,J,F,NA,8.55,37.6,0.227393617
24/08/2011,Grand.Rapids,Firecamp,000696E43F,N,MYLU,A,F,NA,8.88,37.11,0.239288601
24/08/2011,Grand.Rapids,Firecamp,000696E69D,N,MYLU,J,F,NA,9.79,39.653,0.246891786
24/08/2011,Grand.Rapids,Abyss,000696EE96,N,MYLU,J,M,NA,7.92,38.05,0.208147175
24/08/2011,Grand.Rapids,Abyss,000696F5FF,N,MYLU,A,F,NA,9.43,38.5566,0.244575507
24/08/2011,Grand.Rapids,Firecamp,00069709D4,N,MYLU,J,M,NA,8.84,37.265,0.237219911
24/08/2011,Grand.Rapids,Abyss,0006B970A0,N,MYLU,J,F,NA,9.15,39.74,0.230246603
24/08/2011,Grand.Rapids,Abyss,0006B97399,N,MYLU,J,F,NA,10.08,38.955,0.258760108
24/08/2011,Grand.Rapids,Firecamp,0006B9A1D5,N,MYLU,J,M,NA,8.9,38.97,0.228380806
24/08/2011,Grand.Rapids,Firecamp,0006C96AD5,N,MYLU,J,M,NA,8.47,38.48,0.220114345
24/08/2011,Grand.Rapids,Abyss,0006C96D06,N,MYLU,J,M,NA,8.65,40.3,0.214640199
24/08/2011,Grand.Rapids,Abyss,0006C97118,N,MYLU,J,M,NA,8.22,36.185,0.227165953
24/08/2011,Grand.Rapids,Abyss,0006C972CC,N,MYLU,A,M,NA,9.33,41.38,0.225471242
24/08/2011,Grand.Rapids,Abyss,0006C9740A,N,MYLU,J,F,NA,8.51,39.865,0.213470463
24/08/2011,Grand.Rapids,Firecamp,0006C977F5,N,MYLU,NA,F,NA,8.62,38.585,0.223402877
24/08/2011,Grand.Rapids,Abyss,0006C97907,N,MYLU,J,M,NA,8.88,39.023,0.227558107
24/08/2011,Grand.Rapids,Abyss,0006C9797E,N,MYLU,A,M,NA,9.35,39.44,0.237068966
24/08/2011,Grand.Rapids,Firecamp,0006C97DC0,N,MYLU,A,F,NA,10.29,38.06,0.270362585
24/08/2011,Grand.Rapids,Firecamp,0006C97F51,N,MYLU,J,M,NA,9.11,38.94,0.233949666
24/08/2011,Grand.Rapids,Firecamp,0006C97F52,N,MYLU,J,M,NA,7.66,37.855,0.202351076
24/08/2011,Grand.Rapids,Firecamp,0006C98275,N,MYLU,J,F,NA,9.69,38.74,0.250129066
24/08/2011,Grand.Rapids,Firecamp,0006C98491,N,MYLU,J,F,NA,8.52,36.275,0.234872502
24/08/2011,Grand.Rapids,Abyss,0006C98B0C,N,MYLU,A,M,NA,8.38,36.815,0.22762461
24/08/2011,Grand.Rapids,Firecamp,0006C98EE7,N,MYLU,J,F,NA,10.09,38.435,0.26252114
24/08/2011,Grand.Rapids,Firecamp,0006C9907B,N,MYLU,J,F,NA,9.22,38.505,0.239449422
24/08/2011,Grand.Rapids,Abyss,0006C9918B,N,MYLU,J,M,NA,8.08,37.84,0.213530655
24/08/2011,Grand.Rapids,Abyss,0006C9939F,N,MYLU,J,M,NA,8.34,37.4,0.222994652
24/08/2011,Grand.Rapids,Firecamp,0006C994BC,N,MYLU,A,M,NA,9.31,38.375,0.242605863
24/08/2011,Grand.Rapids,Abyss,0006C99535,N,MYLU,J,F,NA,9.11,38.24,0.238232218
24/08/2011,Grand.Rapids,Abyss,0006C997B5,N,MYLU,J,M,NA,8.14,39.51,0.206023791
24/08/2011,Grand.Rapids,Abyss,0006C99834,N,MYLU,J,F,NA,8.52,38.8,0.219587629
24/08/2011,Grand.Rapids,Abyss,0006C99B16,N,MYLU,A,F,NA,8.04,38.97,0.206312548
24/08/2011,Grand.Rapids,Abyss,0006C99EAB,N,MYLU,J,F,NA,9.21,39.47,0.233341779
24/08/2011,Grand.Rapids,Firecamp,0006C99F76,N,MYLU,J,M,NA,7.84,38.38,0.204273059
24/08/2011,Grand.Rapids,Abyss,0006C9A223,N,MYLU,J,M,NA,9.19,37.655,0.244057894
24/08/2011,Grand.Rapids,Abyss,0006C9ADA6,N,MYLU,A,M,NA,8.89,38.5333,0.230709542
24/08/2011,Grand.Rapids,Firecamp,0009396F6E,N,MYLU,A,M,NA,8.73,38.03,0.229555614
25/08/2011,Grand.Rapids,Dale's,0006C9776F,N,MYLU,A,M,NA,10.07,38.535,0.261320877
25/08/2011,Grand.Rapids,Dale's,0006C9A3CD,N,MYLU,J,F,NA,9.08,38.52,0.235721703
28/08/2011,Grand.Rapids,Abyss,000675C7EC,N,MYLU,A,F,NA,9.55,40.175,0.237710019
28/08/2011,Grand.Rapids,Abyss,000696857A,N,MYLU,A,F,NA,9.38,37.33,0.251272435
28/08/2011,Grand.Rapids,Abyss,00069687C5,N,MYLU,J,F,NA,8.49,38.38,0.221208963
28/08/2011,Grand.Rapids,Abyss,0006968A4A,N,MYLU,A,F,NA,11.55,40.03,0.2885336
28/08/2011,Grand.Rapids,Abyss,0006968D66,N,MYLU,J,F,NA,9.34,38.54,0.242345615
28/08/2011,Grand.Rapids,Abyss,000696922B,N,MYLU,A,M,NA,9.06,38.51,0.235263568
28/08/2011,Grand.Rapids,Abyss,00069699BB,N,MYLU,A,M,NA,9.48,39.96,0.237237237
28/08/2011,Grand.Rapids,Abyss,0006969CD7,N,MYLU,A,F,NA,8.52,37.445,0.227533716
28/08/2011,Grand.Rapids,Abyss,000696E8E8,N,MYLU,J,M,NA,8.25,38.15,0.216251638
28/08/2011,Grand.Rapids,Abyss,000696EE41,N,MYLU,A,F,NA,9.88,38.74,0.255033557
28/08/2011,Grand.Rapids,Abyss,000696F284,N,MYLU,J,F,NA,9.63,38.04,0.253154574
28/08/2011,Grand.Rapids,Abyss,000696F399,N,MYLU,A,M,NA,9.19,37.51,0.245001333
28/08/2011,Grand.Rapids,Abyss,000696F85B,N,MYLU,A,M,NA,7.93,37.84,0.209566596
28/08/2011,Grand.Rapids,Abyss,0006C96887,N,MYLU,A,F,NA,10.14,38.26,0.265028751
28/08/2011,Grand.Rapids,Abyss,0006C969C8,N,MYLU,A,M,NA,9.51,38.485,0.247109263
28/08/2011,Grand.Rapids,Abyss,0006C96A53,N,MYLU,A,M,NA,8.97,38.245,0.234540463
28/08/2011,Grand.Rapids,Abyss,0006C96B19,N,MYLU,J,F,NA,8.5,38.655,0.219893934
28/08/2011,Grand.Rapids,Abyss,0006C96B6A,N,MYLU,A,M,NA,6.61,37.835,0.17470596
28/08/2011,Grand.Rapids,Abyss,0006C96DD0,N,MYLU,A,F,NA,10,37.49,0.266737797
28/08/2011,Grand.Rapids,Abyss,0006C96E99,N,MYLU,A,F,NA,9.64,38.125,0.252852459
28/08/2011,Grand.Rapids,Abyss,0006C96F65,N,MYLU,A,M,NA,8.93,36.82,0.242531233
28/08/2011,Grand.Rapids,Abyss,0006C9710D,N,MYLU,J,F,NA,8.7,38.78,0.224342445
28/08/2011,Grand.Rapids,Abyss,0006C97253,N,MYLU,J,F,NA,9.8,37.615,0.260534361
28/08/2011,Grand.Rapids,Abyss,0006C97A03,N,MYLU,J,M,NA,8.46,37.555,0.225269605
28/08/2011,Grand.Rapids,Abyss,0006C97E42,N,MYLU,A,M,NA,10.18,37.385,0.272301725
28/08/2011,Grand.Rapids,Abyss,0006C98173,N,MYLU,A,M,NA,9.2,37.57,0.244876231
28/08/2011,Grand.Rapids,Abyss,0006C98280,N,MYLU,J,M,NA,8.93,36.95,0.241677943
28/08/2011,Grand.Rapids,Abyss,0006C9838C,N,MYLU,J,F,NA,9.33,38.11,0.244817633
28/08/2011,Grand.Rapids,Abyss,0006C98495,N,MYLU,J,F,NA,10.15,38.255,0.265324794
28/08/2011,Grand.Rapids,Abyss,0006C98636,N,MYLU,J,F,NA,9.46,39.97,0.236677508
28/08/2011,Grand.Rapids,Abyss,0006C9873D,N,MYLU,J,F,NA,8.78,39.24,0.223751274
28/08/2011,Grand.Rapids,Abyss,0006C9873F,N,MYLU,A,F,NA,11.23,38.855,0.289023292
28/08/2011,Grand.Rapids,Abyss,0006C987C2,N,MYLU,J,M,NA,9.93,38.895,0.255302738
28/08/2011,Grand.Rapids,Abyss,0006C98FF0,N,MYLU,A,F,NA,12.43,37.72,0.329533404
28/08/2011,Grand.Rapids,Abyss,0006C98FFA,N,MYLU,A,M,NA,9.28,38.085,0.243665485
28/08/2011,Grand.Rapids,Abyss,0006C99216,N,MYLU,J,M,NA,8.23,39.21,0.209895435
28/08/2011,Grand.Rapids,Abyss,0006C99427,N,MYLU,J,M,NA,7.81,37.235,0.209748892
28/08/2011,Grand.Rapids,Abyss,0006C99640,N,MYLU,J,F,NA,9.25,37.59,0.246076084
28/08/2011,Grand.Rapids,Abyss,0006C996B8,N,MYLU,J,F,NA,8.62,36.33,0.237269474
28/08/2011,Grand.Rapids,Abyss,0006C996C1,N,MYLU,A,M,NA,10.44,39.4,0.264974619
28/08/2011,Grand.Rapids,Abyss,0006C9983F,N,MYLU,A,F,NA,9.2,37.71,0.243967117
28/08/2011,Grand.Rapids,Abyss,0006C99DD2,N,MYLU,J,F,NA,8.96,38.635,0.231914068
28/08/2011,Grand.Rapids,Abyss,0006C99F84,N,MYLU,J,M,NA,8.54,38.46,0.222048882
28/08/2011,Grand.Rapids,Abyss,0006C99FE4,N,MYLU,A,F,NA,9.05,38.2,0.236910995
29/08/2011,Grand.Rapids,Abyss,0006C96CAF,N,MYLU,A,M,NA,14.32,39.265,0.364701388
29/08/2011,Grand.Rapids,Abyss,0006C96F6A,N,MYLU,J,F,NA,8.87,38.155,0.232472808
29/08/2011,Grand.Rapids,Abyss,0006C97A91,N,MYLU,A,F,NA,10.22,38.965,0.262286668
29/08/2011,Grand.Rapids,Abyss,0006C99DD1,N,MYLU,A,M,NA,11.31,38.725,0.292059393
29/08/2011,Grand.Rapids,Abyss,0006C9A234,N,MYLU,J,M,NA,7.89,38.52,0.20482866
29/08/2011,Grand.Rapids,Abyss,0006C9A4B0,N,MYLU,J,F,NA,7.83,37.575,0.208383234
01/09/2011,Grand.Rapids,Iguana,000696FE7F,N,MYLU,J,F,NA,9.47,38.865,0.243663965
01/09/2011,Grand.Rapids,Iguana,0006C968A9,N,MYLU,A,M,NA,11.19,37.77,0.296266878
01/09/2011,Grand.Rapids,Iguana,0006C96EF8,N,MYLU,A,M,NA,10.25,39.53,0.259296737
01/09/2011,Grand.Rapids,Iguana,0006C971EA,N,MYLU,A,F,NA,9.93,38.635,0.257020836
01/09/2011,Grand.Rapids,Iguana,0006C97A8A,N,MYLU,J,M,NA,7.99,38.415,0.20799167
01/09/2011,Grand.Rapids,Iguana,0006C99A27,N,MYLU,J,F,NA,8.36,37.15,0.225033647
02/09/2011,Interlake,St.George,00069679F2,N,MYLU,J,F,NA,9.7,37.7,0.25729443
02/09/2011,Interlake,St.George,000696ED24,N,MYLU,A,M,NA,11.54,38.415,0.300403488
02/09/2011,Interlake,St.George,000697C9CD,N,MYLU,A,M,NA,12.42,38.67,0.321179209
02/09/2011,Interlake,St.George,0006C96D02,N,MYLU,A,M,NA,11.53,38.066,0.302894972
02/09/2011,Interlake,St.George,0006C96F02,N,MYLU,A,M,NA,9.59,37.373,0.25660236
02/09/2011,Interlake,St.George,0006C989E9,N,MYLU,A,F,NA,13.74,39.24,0.350152905
02/09/2011,Interlake,St.George,0006C98DCD,N,MYLU,A,M,NA,7.4,36.7266,0.201488839
02/09/2011,Interlake,St.George,0006C9953B,N,MYLU,A,F,NA,9.58,37.45,0.255807744
02/09/2011,Interlake,St.George,0006C9983A,N,MYLU,J,F,NA,9.74,37.75,0.258013245
02/09/2011,Interlake,St.George,0006C9A051,N,MYLU,A,M,NA,14.22,37.82,0.375991539
02/09/2011,Interlake,St.George,0006C9A2E1,N,MYLU,J,M,NA,7.75,37.71666,0.205479488
05/09/2011,Interlake,St.George,6970382,N,MYLU,J,M,NA,7.74,38.2033,0.202600299
05/09/2011,Interlake,St.George,6.97E+09,N,MYLU,A,F,NA,9.84,39.12,0.251533742
05/09/2011,Interlake,St.George,6.97E+11,N,MYLU,A,M,NA,13.97,39.96,0.3495996
05/09/2011,Interlake,St.George,000675BE67,N,MYLU,A,F,NA,12.52,39.025,0.320819987
05/09/2011,Interlake,St.George,000696837B,N,MYLU,A,F,NA,10.61,38.3,0.277023499
05/09/2011,Interlake,St.George,00069688FE,N,MYLU,J,F,NA,9.61,37.68,0.255042463
05/09/2011,Interlake,St.George,0006968A4B,N,MYLU,A,M,NA,14.6,37.815,0.386090176
05/09/2011,Interlake,St.George,000696EBB1,N,MYLU,J,F,NA,10.54,37.84,0.278541226
05/09/2011,Interlake,St.George,0006970A45,N,MYLU,A,F,NA,13.44,39.56,0.339737108
05/09/2011,Interlake,St.George,0006970A8B,N,MYLU,J,M,NA,8.13,38.915,0.20891687
05/09/2011,Interlake,St.George,00069713A0,N,MYLU,J,M,NA,8.67,37.1133,0.233608976
05/09/2011,Interlake,St.George,0006C968A4,N,MYLU,A,F,NA,10.7,41.626,0.257050882
05/09/2011,Interlake,St.George,0006C96A0A,N,MYLU,J,M,NA,8.5,38.3,0.221932115
05/09/2011,Interlake,St.George,0006C96B60,N,MYLU,A,M,NA,10.93,37.8,0.289153439
05/09/2011,Interlake,St.George,0006C9717B,N,MYLU,A,F,NA,8.87,38.965,0.22764019
05/09/2011,Interlake,St.George,0006C972C7,N,MYLU,A,F,NA,10.48,38.99,0.268786868
05/09/2011,Interlake,St.George,0006C97393,N,MYLU,J,M,NA,8.09,36.615,0.220947699
05/09/2011,Interlake,St.George,0006C97477,N,MYLU,A,M,NA,13.7,38.075,0.359816152
