"ch" "GR" "weight" "FA" "BCI" "sex" "ageclass"
"0010000" "FA" 8.9 39.66666667 0.224369748 "F" "A"
"0010000" "MA" 10 39.36666667 0.254022015 "M" "A"
"0011110" "MA" 13.1 40.9 0.320293399 "M" "A"
"0011000" "MA" 9 39.32333333 0.228871747 "M" "A"
"0011110" "MA" 8.2 37.36666667 0.219446922 "M" "A"
"0010000" "MJ" 8 37.30666667 0.214438885 "M" "J"
"0010000" "FA" 9.7 38.55 0.251621271 "F" "A"
"0010010" "MA" 7.8 38.79 0.201082753 "M" "A"
"0011000" "FA" 9.5 36.78833333 0.25824792375 "F" "A"
"0010000" "MA" 9.5 38.1 0.249343832 "M" "A"
"0010000" "FA" 10.2 38.51666667 0.264820424 "F" "A"
"0010000" "FA" 9.1 38.93333333 0.233732877 "F" "A"
"0010000" "MJ" 7.9 39.06666667 0.20221843 "M" "J"
"0010000" "MA" 8.6 37.78333333 0.227613586 "M" "A"
"0010000" "MA" 9 36.83333333 0.244343891 "M" "A"
"0010000" "FA" 9.4 38.01666667 0.247259974 "F" "A"
"0010000" "MJ" 8.6 36.75 0.234013605 "M" "J"
"0010000" "MA" 9.3 37.2 0.25 "M" "A"
"0011100" "FA" 10 38.09333333 0.262513126 "F" "A"
"0010000" "FJ" 9.7 38.63333333 0.251078516 "F" "J"
"0010000" "MA" 7.5 37.47 0.200160128 "M" "A"
"0010000" "MA" 7.9 38.93333333 0.202910959 "M" "A"
"0011000" "MA" 8.2 39.71666667 0.206462442 "M" "A"
"0011100" "MA" 7.8 36.875833335 0.211522704 "M" "A"
"0010100" "MA" 7.3 38.53 0.189462756 "M" "A"
"0011100" "FA" 9 39.98666667 0.225075025 "F" "A"
"0010000" "FA" 9.15 38.653333335 0.2367257565 "F" "A"
"0011100" "FA" 8.25 37.783333335 0.218346596 "F" "A"
"0010000" "MA" 7.9 37.89 0.208498285 "M" "A"
"0010000" "MJ" 9.7 36.96333333 0.26242222 "M" "J"
"0010000" "MJ" 9.4 36.43333333 0.258005489 "M" "J"
"0010000" "FA" 8.4 37.23333333 0.225604297 "F" "A"
"0010000" "FA" 9.6 37.63333333 0.255093003 "F" "A"
"0010000" "MA" 8.7 38.2 0.227748691 "M" "A"
"0010000" "MA" 9.3 38.7 0.240310078 "M" "A"
"0010000" "FA" 8.3 38.02666667 0.218267882 "F" "A"
"0010000" "MA" 9.3 39.31666667 0.236540907 "M" "A"
"0010000" "MA" 9.4 38.05 0.247043364 "M" "A"
"0010000" "MA" 6.4 36.96666667 0.173128945 "M" "A"
"0011100" "FA" 12.45 37.54833333 0.3316019505 "F" "A"
"0010000" "MA" 9.3 36.96666667 0.251577998 "M" "A"
"0010000" "MA" 8.2 38.43333333 0.213356461 "M" "A"
"0100000" "MA" 8.49 36.94666667 0.229790689 "M" "A"
"0100000" "FJ" 9.2 38.28333333 0.240313452 "F" "J"
"0100000" "MJ" 8.2 36.54 0.224411604 "M" "J"
"0100000" "FA" 9.38 38.44 0.244016649 "F" "A"
"0100000" "MA" 7.63 38.4 0.198697917 "M" "A"
"0010000" "MA" 7.7 38.24 0.201359833 "M" "A"
"0110000" "FJ" 9.6 39.75333333 0.241489183 "F" "J"
"0010000" "FA" 9.1 38.08333333 0.238949672 "F" "A"
"0100000" "FA" 9.85 38.61333333 0.255093232 "F" "A"
"0010000" "FJ" 8.4 37.06666667 0.226618705 "F" "J"
"0010000" "MA" 7.4 37 0.2 "M" "A"
"0100000" "MJ" 8.3 43.31333333 0.191626905 "M" "J"
"0011110" "MA" 7.9 38.46666667 0.205372617 "M" "A"
"0010000" "MA" 10.1 36.5 0.276712329 "M" "A"
"0010000" "FJ" 8.6 39.33333333 0.218644068 "F" "J"
"0010000" "FA" 9 39.77666667 0.226263303 "F" "A"
"0010000" "FA" 8.6 38.46666667 0.223570191 "F" "A"
"0100000" "FJ" 8.02 38.27666667 0.209527127 "F" "J"
"0100000" "FJ" 7.86 36.20666667 0.217087093 "F" "J"
"0010000" "MJ" 8.5 38.08 0.223214286 "M" "J"
"0010000" "MJ" 8.6 38.56333333 0.223009767 "M" "J"
"0010000" "MA" 9 36.68666667 0.245320734 "M" "A"
"0010000" "FA" 8.4 37.98 0.221169036 "F" "A"
"0100000" "MJ" 7.74 37.91666667 0.204131868 "M" "J"
"0010000" "FJ" 9.2 39.73333333 0.231543624 "F" "J"
"0101110" "MA" 9.3 38.62333333 0.240787089 "M" "A"
"0010000" "FA" 10 38.69 0.25846472 "F" "A"
"0011110" "MA" 8.05 39.35666667 0.2045374335 "M" "A"
"0010000" "FA" 11.2 39.21666667 0.28559286 "F" "A"
"0010000" "MA" 11.7 36.2 0.32320442 "M" "A"
"0010000" "MA" 8.6 35.66666667 0.241121495 "M" "A"
"0010000" "FJ" 9 38.96666667 0.230966638 "F" "J"
"0100000" "FJ" 10.4 38.39333333 0.270880361 "F" "J"
"0010000" "FJ" 8.8 36.23333333 0.242870285 "F" "J"
"0010000" "MJ" 9.4 34.16666667 0.275121951 "M" "J"
"0011110" "MA" 8.5 38.49166667 0.2208197715 "M" "A"
"0011000" "MA" 8.85 32.31 0.291266745 "M" "A"
"0010000" "MA" 7.2 37.12333333 0.193948101 "M" "A"
"0010000" "MA" 8.5 36.67 0.231797109 "M" "A"
"0010000" "FA" 8.1 37.66666667 0.215044248 "F" "A"
"0010000" "MA" 9.8 37.941666665 0.2583028265 "M" "A"
"0100000" "FJ" 9.17 37.11666667 0.247058824 "F" "J"
"0010000" "FA" 8.5 38.64333333 0.219960321 "F" "A"
"0100000" "MA" 7.6 38.73333333 0.196213425 "M" "A"
"0011110" "MA" 8 39.76333333 0.201190376 "M" "A"
"0100000" "MJ" 8 38.8 0.206185567 "M" "J"
"0100000" "MJ" 8.56 37.69 0.227115946 "M" "J"
"0110000" "MA" 8.69 39.34666667 0.220857336 "M" "A"
"0010000" "FA" 9.6 38.36666667 0.250217202 "F" "A"
"0010000" "FA" 10.2 38.26666667 0.266550523 "F" "A"
"0010000" "MA" 6.9 39 0.176923077 "M" "A"
"0010000" "MA" 7.5 37.61333333 0.199397377 "M" "A"
"0100000" "MJ" 8.3 37.12666667 0.223558987 "M" "J"
"0010000" "FA" 10.4 37.7 0.275862069 "F" "A"
"0010000" "MA" 8.7 38.90333333 0.223631223 "M" "A"
"0010000" "FJ" 8.9 38.45 0.231469441 "F" "J"
"0011110" "MA" 10.6 39.641666665 0.2678739235 "M" "A"
"0010000" "FA" 9.3 39 0.238461538 "F" "A"
"0010000" "MA" 10 35.5 0.281690141 "M" "A"
"0010000" "MJ" 8 37.16666667 0.215246637 "M" "J"
"0010000" "FA" 9.5 39.9 0.238095238 "F" "A"
"0010000" "FJ" 9 39.8 0.226130653 "F" "J"
"0111000" "MA" 8.38666666666667 38.3333333333333 0.218801675333333 "M" "A"
"0011110" "MA" 8 37.64666667 0.212502214 "M" "A"
"0010000" "FJ" 8.5 37.36666667 0.227475468 "F" "J"
"0010000" "MA" 7.3 38.23333333 0.190932868 "M" "A"
"0010000" "FA" 10.3 38.13333333 0.270104895 "F" "A"
"0011000" "FA" 10.95 37.85 0.2903723215 "F" "A"
"0010000" "MA" 9.3 35.36666667 0.262959472 "M" "A"
"0011100" "MA" 7.95 37.79 0.2101652775 "M" "A"
"0010100" "FA" 12.2 38.665 0.3158647465 "F" "A"
"0011100" "FA" 9.2 39.10333333 0.23527406 "F" "A"
"0010000" "MJ" 9.8 38 0.257894737 "M" "J"
"0010000" "FA" 9.9 38.7 0.255813953 "F" "A"
"0010000" "FJ" 8.6 38.06666667 0.22591944 "F" "J"
"0010000" "FA" 9 36.6 0.245901639 "F" "A"
"0011110" "MA" 11.15 38.225 0.291711897 "M" "A"
"0010000" "MA" 9 36.72666667 0.245053549 "M" "A"
"0011110" "MA" 7.725 39.0016666675 0.19806837725 "M" "A"
"0011110" "MA" 8.05 38.165 0.210924266 "M" "A"
"0010000" "FA" 8.9 37.44 0.237713675 "F" "A"
"0010000" "FA" 8.1 39.91666667 0.202922756 "F" "A"
"0011100" "FA" 9.5 39.28666667 0.24181232 "F" "A"
"0010000" "FA" 10.8 37.23333333 0.290062668 "F" "A"
"0011110" "MA" 8.4 38.975 0.2155484015 "M" "A"
"0010000" "MA" 9.4 35.3 0.266288952 "M" "A"
"0010100" "FA" 7.8 38.15666667 0.204420372 "F" "A"
"0010000" "MA" 9.8 37.75 0.259602649 "M" "A"
"0010000" "MA" 9.2 38.09333333 0.241512076 "M" "A"
"0011000" "MA" 9.75 38.158333335 0.25544338 "M" "A"
"0010000" "MA" 8.9 36.93333333 0.240974729 "M" "A"
"0010000" "MA" 7.4 39.53 0.187199595 "M" "A"
"0011000" "MJ" 8.6 39.23333333 0.219201359 "M" "J"
"0010000" "FA" 9.2 37.64333333 0.244399185 "F" "A"
"0010000" "FA" 9 38 0.236842105 "F" "A"
"0010000" "MA" 8.6 37.81666667 0.227412957 "M" "A"
"0010000" "MA" 9.1 37.01666667 0.245835209 "M" "A"
"0010000" "MA" 7.3 37.81666667 0.19303658 "M" "A"
"0010000" "FA" 8.3 36.93333333 0.224729242 "F" "A"
"0010000" "FA" 10.3 36.43333333 0.282708143 "F" "A"
"0010000" "FJ" 9 39.33333333 0.228813559 "F" "J"
"0010000" "FJ" 8.2 37.70333333 0.217487402 "F" "J"
"0010000" "FA" 9.3 38.73333333 0.24010327 "F" "A"
"0010000" "MA" 8.8 38.55 0.228274968 "M" "A"
"0010000" "FA" 9.2 39.63333333 0.232127839 "F" "A"
"0011000" "MA" 8.6 37.05 0.232118758 "M" "A"
"0010000" "FA" 6.8 39.64 0.171543895 "F" "A"
"0010000" "MA" 8.2 38.55 0.212710765 "M" "A"
"0010000" "MA" 8.7 38.9 0.223650386 "M" "A"
"0010000" "FA" 8.8 38.43333333 0.22896791 "F" "A"
"0011000" "FA" 8.4 37.34 0.224959829 "F" "A"
"0010000" "FA" 9.5 38.78333333 0.24495058 "F" "A"
"0011000" "FA" 11.05 38.506666665 0.2867608255 "F" "A"
"0010000" "FA" 10 37.53333333 0.26642984 "F" "A"
"0010000" "FA" 8.6 38.15666667 0.225386564 "F" "A"
"0011100" "MA" 7.4 37.7 0.196286472 "M" "A"
"0010000" "MJ" 7.1 37.26666667 0.190518784 "M" "J"
"0010000" "MA" 8.1 40.97333333 0.197689554 "M" "A"
"0011100" "FA" 11.05 38.438333335 0.2877184 "F" "A"
"0010000" "FA" 9.9 36.96666667 0.267808837 "F" "A"
"0010000" "MA" 9.2 38.18333333 0.24094282 "M" "A"
"0011110" "MA" 8.4 37.18 0.225927918 "M" "A"
"0010000" "FJ" 8.7 37.3 0.233243968 "F" "J"
"0010000" "FA" 9.6 39.99333333 0.240040007 "F" "A"
"0010000" "MA" 8.4 39.25 0.214012739 "M" "A"
"0011100" "FA" 10.5 39.91333333 0.263069985 "F" "A"
"0010000" "MA" 8 37.96666667 0.21071115 "M" "A"
"0010000" "FA" 8.5 40.5 0.209876543 "F" "A"
"0010000" "MA" 8.9 38.23333333 0.232781168 "M" "A"
"0010000" "FJ" 9.7 36 0.269444444 "F" "J"
"0011000" "FA" 9.55 38.161666665 0.250067926 "F" "A"
"0010000" "MA" 8.7 36.78333333 0.236520163 "M" "A"
"0010000" "FA" 8.5 39.10333333 0.217372773 "F" "A"
"0010000" "MA" 8 39.03333333 0.204953032 "M" "A"
"0010000" "FA" 10.3 38.88 0.264917695 "F" "A"
"0010000" "FJ" 10.6 37.86666667 0.279929577 "F" "J"
"0010000" "FJ" 8.4 39.03333333 0.215200683 "F" "J"
"0010000" "MJ" 8 35.46 0.225606317 "M" "J"
"0010000" "FA" 10.5 37.7 0.278514589 "F" "A"
"0010000" "FA" 10 40.1 0.249376559 "F" "A"
"0010000" "MA" 7.8 37.39333333 0.208593332 "M" "A"
"0011000" "MJ" 9.1 38.93333333 0.233732877 "M" "J"
"0010000" "FA" 10 38.4 0.260416667 "F" "A"
"0010100" "MJ" 8.6 38.35 0.224250326 "M" "J"
"0010100" "MJ" 8.2 37.88333333 0.216454026 "M" "J"
"0011110" "MA" 13.8 39.4 0.350253807 "M" "A"
"0011110" "FA" 9.1 40.8 0.223039216 "F" "A"
"0011100" "FA" 9 36.96666667 0.243462579 "F" "A"
"0010000" "MA" 9.3 39.53333333 0.235244519 "M" "A"
"0010000" "MA" 7.9 39.26666667 0.201188455 "M" "A"
"0010000" "MA" 7.4 37.59333333 0.196843412 "M" "A"
"0011000" "FA" 9.8 39.84666667 0.245942781 "F" "A"
"0011000" "MA" 8.9 37 0.240540541 "M" "A"
"0010000" "FA" 11.7 38.9 0.300771208 "F" "A"
"0011000" "MA" 8.6 38.49666667 0.223395965 "M" "A"
"0010000" "FA" 8.9 39.15666667 0.227292075 "F" "A"
"0010000" "FA" 7.9 38.90333333 0.203067432 "F" "A"
"0011100" "MA" 9.1 39.18333333 0.232241599 "M" "A"
"0010000" "FA" 9 38.1 0.236220472 "F" "A"
"0010000" "FA" 9.5 36.64 0.259279476 "F" "A"
"0011110" "MJ" 7.8 36.74 0.212302667 "M" "J"
"0010000" "MA" 8.9 37.9 0.234828496 "M" "A"
"0010000" "FA" 8 38.41666667 0.20824295 "F" "A"
"0010000" "FA" 9 37.4 0.240641711 "F" "A"
"0011000" "FA" 11.05 39.02 0.2832216795 "F" "A"
"0010000" "MA" 6.8 38.4 0.177083333 "M" "A"
"0010000" "FA" 10.4 38.33333333 0.271304348 "F" "A"
"0011100" "FA" 12.4 38.56333333 0.321548967 "F" "A"
"0010000" "FA" 6.6 37.46333333 0.176172257 "F" "A"
"0010000" "MA" 8.1 39.76666667 0.203688181 "M" "A"
"0010000" "MA" 7.6 38.11666667 0.199387844 "M" "A"
"0010000" "FA" 9.6 38.15 0.25163827 "F" "A"
"0011110" "MA" 13.95 36.13333333 0.386070111 "M" "A"
"0010000" "MA" 8 36.43333333 0.21957914 "M" "A"
"0010000" "MA" 8.1 38.13333333 0.212412587 "M" "A"
"0010000" "FA" 9.2 39.04666667 0.235615503 "F" "A"
"0010000" "MA" 8.6 39.96666667 0.215179316 "M" "A"
"0011000" "MA" 7.4 37.03333333 0.199819982 "M" "A"
"0010000" "MA" 10.3 38.7 0.266149871 "M" "A"
"0010000" "FA" 8.7 36.71666667 0.236949614 "F" "A"
"0010000" "MA" 9.5 37.95 0.250329381 "M" "A"
"0010000" "MA" 10 37.66666667 0.265486726 "M" "A"
"0010000" "MA" 9.3 38.63333333 0.240724763 "M" "A"
"0010000" "MJ" 8.3 37.93333333 0.218804921 "M" "J"
"0010000" "MA" 9.6 38.33333333 0.250434783 "M" "A"
"0011110" "MA" 8.3 39.8 0.208542714 "M" "A"
"0010000" "MA" 8.3 36.73333333 0.225952813 "M" "A"
"0010000" "MA" 9.4 36.5 0.257534247 "M" "A"
"0010000" "MA" 9.3 38.53333333 0.241349481 "M" "A"
"0010000" "MA" 7.6 38.63 0.196738286 "M" "A"
"0010000" "FA" 9.8 39.56666667 0.247683235 "F" "A"
"0010000" "MA" 8 36.72 0.217864924 "M" "A"
"0011000" "FA" 9.53333333333333 37.96111111 0.251141933 "F" "A"
"0011100" "FA" 9.3 38.98666667 0.238543092 "F" "A"
"0010000" "MA" 8.5 37.36666667 0.227475468 "M" "A"
"0010000" "MA" 7.7 36.36666667 0.211732356 "M" "A"
"0011000" "FA" 8.36666666666667 38.2555555533333 0.218766784666667 "F" "A"
"0010000" "FA" 9.2 37.4 0.245989305 "F" "A"
"0010000" "MA" 8.6 37 0.232432432 "M" "A"
"0010000" "MA" 8.7 37.45 0.232309746 "M" "A"
"0010000" "MA" 7.3 36.78 0.198477433 "M" "A"
"0010000" "FA" 9.3 38.46 0.241809672 "F" "A"
"0010000" "FA" 8.4 36.86666667 0.227848101 "F" "A"
"0011100" "MA" 14.8 37.13333333 0.398563734 "M" "A"
"0010000" "MJ" 7.2 38.16666667 0.188646288 "M" "J"
"0010000" "MA" 8.2 36.43333333 0.225068618 "M" "A"
"0010000" "MA" 9.6 38.03333333 0.252410167 "M" "A"
"0011100" "MA" 8.7 38.83666667 0.224015106 "M" "A"
"0010000" "MA" 8 39.45 0.20278834 "M" "A"
"0011000" "FA" 10.8 38.56 0.280160337 "F" "A"
"0010000" "FA" 9.2 38.35 0.239895698 "F" "A"
"0011100" "FA" 8.9 39.49333333 0.22535449 "F" "A"
"0010000" "FA" 8.7 39.04333333 0.222829335 "F" "A"
"0011110" "MA" 7.4 37.50666667 0.197298258 "M" "A"
"0010000" "FJ" 8.1 37.3 0.217158177 "F" "J"
"0010000" "FA" 15.1 39.53333333 0.381956155 "F" "A"
"0010000" "MA" 8.1 35.63333333 0.227315248 "M" "A"
"0010000" "MJ" 8.9 38.1 0.233595801 "M" "J"
"0010000" "MJ" 8.1 36.26666667 0.223345588 "M" "J"
"0100000" "MJ" 7.9 37.87 0.208608397 "M" "J"
"0100000" "MA" 8.6 37.18666667 0.231265687 "M" "A"
"0100000" "MJ" 7.9 38.01333333 0.207821817 "M" "J"
"0100000" "FJ" 7.8 38.41666667 0.203036876 "F" "J"
"0110000" "FJ" 8.855 39.9 0.221837703 "F" "J"
"0100000" "FA" 9.18 38.71666667 0.237107189 "F" "A"
"0111110" "MA" 9.085 38.1 0.2385353675 "M" "A"
"0100000" "MA" 7.71 38.05333333 0.202610371 "M" "A"
"0010000" "MA" 7.6 38.43333333 0.197745013 "M" "A"
"0000010" "MA" 10.6 36.73333333 0.288566243 "M" "A"
"0000010" "MA" 9 38.26666667 0.235191638 "M" "A"
"0000001" "MA" 9.9 39.2 0.25255102 "M" "A"
"0000011" "FA" 8.9 37.63333333 0.236492471 "F" "A"
"0000010" "MA" 9.4 37.13333333 0.253141831 "M" "A"
"0000010" "MA" 9.2 37.53333333 0.245115453 "M" "A"
"0000010" "FJ" 8.1 38.23333333 0.211857018 "F" "J"
"0000010" "FA" 8.8 37.93333333 0.23198594 "F" "A"
"0000010" "MA" 9 38.13333333 0.236013986 "M" "A"
"0000010" "FA" 9.3 39.03333333 0.238257899 "F" "A"
"0000010" "MA" 9.5 37.53333333 0.253108348 "M" "A"
"0000010" "FA" 8.4 39.1 0.21483376 "F" "A"
"0000010" "MA" 8.4 39.9 0.210526316 "M" "A"
"0000010" "FA" 9.4 37.7 0.24933687 "F" "A"
"0000010" "FA" 9.7 37.06666667 0.261690647 "F" "A"
"0000010" "FA" 8.5 37.5 0.226666667 "F" "A"
"0000010" "MA" 10.7 39.2 0.272959184 "M" "A"
"0000010" "FA" 10.2 38.16666667 0.267248908 "F" "A"
"0000010" "MA" 9.1 39.66666667 0.229411765 "M" "A"
"0000010" "FA" 10.4 38.26666667 0.271777003 "F" "A"
"0000001" "MA" 9.3 36.8 0.252717391 "M" "A"
"0000001" "MA" 9.9 38.2 0.259162304 "M" "A"
"0000010" "MA" 8.5 39.9 0.213032581 "M" "A"
"0000010" "MA" 8.6 38.43333333 0.223764094 "M" "A"
"0000010" "MA" 7.9 38.96666667 0.202737382 "M" "A"
"0000001" "FA" 6.8 36.83333333 0.184615385 "F" "A"
"0000010" "MA" 8 37.66666667 0.212389380512178 "M" "A"
"0000010" "FA" 9 38.66666667 0.232758621 "F" "A"
"0000010" "FA" 8 38.36666667 0.208514335 "F" "A"
"0000010" "MA" 8.9 37.6 0.236702128 "M" "A"
"0000010" "MA" 12 39.73333333 0.302013423 "M" "A"
"0000010" "FA" 8.4 37.3 0.225201072 "F" "A"
"0000010" "MA" 9.2 37.5 0.245333333 "M" "A"
"0000010" "MA" 8.7 39.46666667 0.220439189 "M" "A"
"0000010" "FA" 10.9 39.13333333 0.278534923 "F" "A"
"0000001" "FA" 8.1 35.23333333 0.229895932 "F" "A"
"0000010" "FA" 8.5 39.33333333 0.216101695 "F" "A"
"0000001" "MA" 9.6 36.5 0.263013699 "M" "A"
"0000010" "MA" 8.5 37.03333333 0.229522952 "M" "A"
"0000010" "MA" 9.8 37.43333333 0.261798753 "M" "A"
"0000001" "MA" 9.3 38.86666667 0.239279588 "M" "A"
"0000010" "MJ" 9 37.36666667 0.240856378 "M" "J"
"0000010" "MA" 9.4 37.3 0.252010724 "M" "A"
"0000010" "MA" 8.9 39.1 0.227621483 "M" "A"
"0000010" "FA" 9.9 37.06666667 0.267086331 "F" "A"
"0000010" "FJ" 9.5 39.63333333 0.239697225 "F" "J"
"0000010" "MA" 8.6 38.5 0.223376623 "M" "A"
"0000010" "MA" 9.8 37.13333333 0.263913824 "M" "A"
"0000001" "MA" 8.8 38.46666667 0.228769497 "M" "A"
"0000010" "MA" 10 38.06666667 0.262697023 "M" "A"
"0000010" "MA" 8.6 38.3 0.224543081 "M" "A"
"0000010" "FJ" 9.8 38.8 0.25257732 "F" "J"
"0000010" "MA" 9.6 38.63333333 0.248490078 "M" "A"
"0000010" "MA" 8.8 37.53333333 0.234458259 "M" "A"
"0000001" "FA" 8.9 38.53333333 0.230968858 "F" "A"
"0000010" "FA" 10.4 37.06666667 0.28057554 "F" "A"
"0000010" "FA" 10.9 38.96666667 0.279726262 "F" "A"
"0000010" "FA" 9.1 39.13333333 0.23253833 "F" "A"
"0000001" "MA" 8.7 35.76666667 0.243243243 "M" "A"
"0000010" "FA" 10.3 38.66666667 0.26637931 "F" "A"
"0000010" "FJ" 7.3 35.9 0.203342618 "F" "J"
"0000010" "MA" 7.9 38.13333333 0.207167832 "M" "A"
"0000001" "MJ" 9.2 38 0.242105263 "M" "J"
"0000001" "FA" 10.1 38.73333333 0.260757315 "F" "A"
